id_lab,id,subset,no,requisitioner,tax_name,functional_group,n_replicates_nutrition,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm,n_replicates_gas,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,methane_intensity,tddm,ch4_category,tddm_category,lmf_category,lmf_category_rank,quartile,quartile_rank
F25-2630,CIAT-20692,3,215,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,93.89,7.34,92.66,23.76,29.03,49.64,9,14.76,15.96,58.65,55.21,Medium,Not High,Category_2,182,Q2,97
F25-2630,CIAT-20692,3,215,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,93.89,7.34,92.66,23.76,29.03,49.64,9,14.76,15.96,58.65,55.21,Medium,Not High,Category_2,182,Q2,102
F25-1687,CIAT-20927,3,103,Genetic_bank,Mimosa albida,Herbaceous_legumes,2,93.68,8.62,91.38,13.93,41.22,59.01,7,12.43,13.29,37.14,47.14,Low,Not High,Category_2,19,Q3,186
F25-1688,CIAT-21849,3,105,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,2,94.9,5.92,94.08,17.51,43.79,58.23,9,11.08,12.48,41.64,33.72,Low,Not High,Category_2,39,Q4,286
F25-1689,CIAT-22072,3,107,Genetic_bank,Bauhinia sp.,Shrub_Trees,2,93.61,7.78,92.22,26.74,29.97,45.1,9,12.71,14.63,43.97,53.36,Low,Not High,Category_2,43,Q1,35
F25-1690,CIAT-22409,3,109,Genetic_bank,Cratylia argentea,Shrub_Trees,2,92.93,11.38,88.62,19.09,30.48,55.9,7,14.79,16.48,60.59,45.35,High,Not High,Category_4,1,Q2,65
F25-1691,CIAT-22692,3,111,Genetic_bank,Lablab purpureus,Herbaceous_legumes,2,92.27,7.39,92.61,25.3,24.26,42.74,9,14.27,15.89,54.85,55.02,Medium,Not High,Category_2,177,Q2,106
F25-1692,CIAT-23715,3,113,Genetic_bank,Desmodium sequax,Shrub_Trees,4,93.79,5.22,94.78,16.81,59.14,65.42,,,,,,,,,,,
F25-1693,CIAT-23746,3,115,Genetic_bank,Codariocalyx gyroides,Shrub_Trees,2,93.84,6.88,93.12,18.88,40.5,56.6,5,11.14,12.98,46.78,29.68,Low,Not High,Category_2,59,Q4,117
F25-1694,CIAT-23985,3,117,Genetic_bank,Desmodium velutinum,Shrub_Trees,2,95.17,12.04,87.96,18.34,24.87,39.7,8,13.85,15.11,43.98,47.26,Low,Not High,Category_2,44,Q2,56
F24-3548,CIAT-2783,3,153,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,89.75,10.11,89.89,4.07,31.3,49.65,6,12.3,13.71,61.98,50.74,High,Not High,Category_4,17,Q3,159
F25-1695,CIAT-32265,3,119,Genetic_bank,Chamaecrista diphylla,Herbaceous_legumes,2,95.81,8.04,91.96,17.04,37.98,53.26,9,11.34,14.44,51.22,47.61,Medium,Not High,Category_2,141,Q3,179
F25-1696,CIAT-33070,3,121,Genetic_bank,Desmodium oblongum,Shrub_Trees,2,96,10.02,89.98,16.09,39.34,54.18,9,11.04,13.32,46.65,45.14,Low,Not High,Category_2,57,Q2,66
F25-1697,CIAT-33079,3,123,Genetic_bank,Desmodium oblongum,Shrub_Trees,2,95.66,10.51,89.49,18.27,28.9,45.96,9,13.3,14.79,47.36,50.04,Low,Not High,Category_2,62,Q2,47
F25-1698,CIAT-33131,3,125,Genetic_bank,Codariocalyx gyroides,Shrub_Trees,2,94.84,6.9,93.1,17.67,41.11,56.05,6,12.53,13.72,43.09,41,Low,Not High,Category_2,41,Q3,79
F25-1699,CIAT-33195,3,127,Genetic_bank,Dalea carthagenensis,Herbaceous_legumes,2,95.71,6.44,93.56,16.47,23.48,43.58,8,12.52,14.94,54.14,45.74,Medium,Not High,Category_2,171,Q3,199
F25-2625,CIAT-36087-MulatoII-Exc,3,205,Benchmark,Urochloa interespecific,Grasses,2,97.01,10.33,89.67,12.48,29.37,62.99,6,13.38,14.5,48.27,58.75,Low,Not High,Category_2,66,Q1,23
F25-2139,CIAT-36087-MulatoII-Opt,3,141,Benchmark,Urochloa interespecific,Grasses,2,96.95,11.55,88.45,7.59,29.44,59.23,8,12.86,13.63,49.16,51.91,Low,Not High,Category_2,77,Q2,69
F25-1700,CIAT-43055,3,129,Genetic_bank,Desmodium discolor,Herbaceous_legumes,2,94.82,9.02,90.98,28.02,22.45,43.07,9,14.27,15.72,49.32,56.46,Medium,Not High,Category_2,117,Q2,87
F25-2626,CIAT-606-Basilisk-Exc,3,207,Benchmark,Urochloa interespecific,Grasses,2,96.88,9.46,90.54,11.82,30.3,65.32,9,13.33,14.44,52.25,56.72,Low,Not High,Category_2,106,Q1,35
F25-2137,CIAT-606-Basilisk-Opt,3,137,Benchmark,Urochloa interespecific,Grasses,2,96.79,10.59,89.41,5.25,31.27,62.47,9,13.06,14.05,52.51,48.32,Low,Not High,Category_2,107,Q3,106
F25-2140,CIAT-6133-Llanero-Opt,3,143,Benchmark,Urochloa humidicola,Grasses,2,97.39,13.06,86.94,10.33,30.98,64.12,9,13.33,13.86,50.79,48.53,Low,Not High,Category_2,91,Q3,101
F25-2624,CIAT-6294-Marandu-Exc,3,203,Benchmark,Urochloa interespecific,Grasses,2,96.18,10.3,89.7,12.8,30.47,63.4,8,14.1,15.13,53.09,51.57,Medium,Not High,Category_2,110,Q2,73
F25-2138,CIAT-6294-Marandu-Opt,3,139,Benchmark,Urochloa interespecific,Grasses,2,96.12,11.3,88.7,8.5,32.37,64.62,9,13.08,13.72,54.61,48.61,Medium,Not High,Category_2,121,Q3,99
F25-2136,CIAT-6962-Mombaza-Ex,3,135,Benchmark,Megathyrsus maximus,Grasses,2,96.94,12.03,87.97,0,37.83,68.79,6,12.72,12.75,53.88,39.84,Medium,Not High,Category_2,119,Q4,165
F25-2141,CIAT-6962-Mombaza-Opt,3,145,Benchmark,Megathyrsus maximus ,Grasses,2,97.52,12.24,87.76,9.46,32.96,65.42,9,13.03,14.08,55.76,44.44,Medium,Not High,Category_2,126,Q3,140
F25-2633,CIAT-712,3,221,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,95.11,8.42,91.58,26.15,32.33,52.46,7,14.39,15.48,53.06,54.8,Medium,Not High,Category_2,123,Q1,38
F25-2633,CIAT-712,3,221,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,95.11,8.42,91.58,26.15,32.33,52.46,7,14.39,15.48,53.06,54.8,Medium,Not High,Category_2,123,Q2,110
F25-2633,CIAT-712,3,221,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,95.11,8.42,91.58,26.15,32.33,52.46,7,14.39,15.48,53.06,54.8,Medium,Not High,Category_2,123,Q2,125
F25-2634,CIAT-712,3,223,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,91.26,7.15,92.85,20.06,33.7,50.39,9,14.48,15.64,56.29,53.03,Medium,Not High,Category_2,123,Q1,38
F25-2634,CIAT-712,3,223,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,91.26,7.15,92.85,20.06,33.7,50.39,9,14.48,15.64,56.29,53.03,Medium,Not High,Category_2,123,Q2,110
F25-2634,CIAT-712,3,223,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,91.26,7.15,92.85,20.06,33.7,50.39,9,14.48,15.64,56.29,53.03,Medium,Not High,Category_2,123,Q2,125
F25-1666,CIAT-8826,3,43,Genetic_bank,Zapoteca formosa,Shrub_Trees,2,93.71,9.52,90.48,17.79,11.19,38.62,9,11.7,12.72,40.33,67.03,Low,High,Category_1a,9,Q1,6
F25-2635,CIAT-9432,3,225,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,96.33,8.44,91.56,24.28,35.28,58.05,9,14.82,15.81,60.83,47.39,High,Not High,Category_4,15,Q3,157
F25-2635,CIAT-9432,3,225,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,96.33,8.44,91.56,24.28,35.28,58.05,9,14.82,15.81,60.83,47.39,High,Not High,Category_4,15,Q3,171
F25-2635,CIAT-9432,3,225,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,96.33,8.44,91.56,24.28,35.28,58.05,9,14.82,15.81,60.83,47.39,High,Not High,Category_4,15,Q3,182
F25-2636,CIAT-9432,3,227,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,94.47,7.01,92.99,19.5,34.98,50.18,9,15.33,16.3,59.93,49.44,High,Not High,Category_4,15,Q3,157
F25-2636,CIAT-9432,3,227,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,94.47,7.01,92.99,19.5,34.98,50.18,9,15.33,16.3,59.93,49.44,High,Not High,Category_4,15,Q3,171
F25-2636,CIAT-9432,3,227,Genetic_bank,Clitoria ternatea ,Herbaceous_legumes,2,94.47,7.01,92.99,19.5,34.98,50.18,9,15.33,16.3,59.93,49.44,High,Not High,Category_4,15,Q3,182
F25-1667,CIAT-9578,3,45,Genetic_bank,Dioclea sericea,Herbaceous_legumes,8,95.08,7.25,92.75,14.7,50.08,63.43,6,11.8,12.81,36.32,30.44,Low,Not High,Category_2,17,Q4,298
F25-1668,CIAT-9740,3,47,Genetic_bank,Chamaecrista desvauxii,Herbaceous_legumes,2,95.38,8.27,91.73,17.12,37.57,53.43,7,10.47,13.39,48.33,44.55,Medium,Not High,Category_2,104,Q3,209
F25-1669,CIAT-9934,3,49,Genetic_bank,Aeschynomene americana,Shrub_Trees,2,93.8,7.86,92.14,18.35,23.99,61.14,9,11.9,13.9,53.64,49.69,Medium,Not High,Category_2,78,Q2,49
Dieta-1_Exp1,Dieta-1-Exp-1,3,193,LMF-invivo,Dieta 1_Exp1,,2,89,9.5,89.53,17.68,35.48,71.52,6,14.42,14.69,71.84,34.9,,,,,,
Dieta-1_Exp2,Dieta-1-Exp-2,3,235,LMF-invivo,Dieta 1_Exp2,,2,89,9.5,89.53,0,0,0,8,13.66,14.43,70.34,33.33,,,,,,
Dieta-2_Exp1,Dieta-2-Exp-1,3,195,LMF-invivo,Dieta 2_Exp1,,2,89,9.1,89.58,13.79,33.91,67.86,6,13.87,14.36,71.36,30.16,,,,,,
Dieta-2_Exp2,Dieta-2-Exp-2,3,237,LMF-invivo,Dieta 2_Exp2,,2,89,9.1,89.58,0,0,0,7,13.89,14.47,81.9,20.63,,,,,,
F25-2134,Hohenheimer-Heustandard-IAG-2025/1-S-1,3,267,LMF,Hohenheimer Heustandard,,2,91.33,10.06,89.94,0,0,0,15,14.02,14.5,71.19,40.78,,,,,,
F25-2567,Humidicola-679,3,149,Benchmark,Urochloa humidicola,Grasses,2,92.25,6.07,93.93,6.02,43.86,81.88,8,13.12,13.68,70.74,19.02,High,Not High,Category_4,18,Q4,189
F25-2566,Paja-Sabana-Madura,3,147,Benchmark,,Grasses,2,92.41,7.33,92.67,7.21,46.15,77.96,7,12.43,13.74,58.75,26.61,Medium,Not High,Category_2,140,Q4,185
F25-2568,Sabana-Quemada,3,151,Benchmark,,Grasses,2,93.62,11.39,88.61,2.29,49.66,77.83,6,12.72,13.52,53.78,17.8,Medium,Not High,Category_2,116,Q4,190
F25-2638,,3,231,Breeding,Tithonia diversifolia,Shrub_Trees,2,92.21,17.71,82.29,16.53,28.36,42.24,9,12.72,13.7,32.84,46.97,Medium,Not High,Category_2,151,,
F25-2638,,3,231,Breeding,Tithonia diversifolia,Shrub_Trees,2,92.21,17.71,82.29,16.53,28.36,42.24,9,12.72,13.7,32.84,46.97,Low,Not High,Category_2,1,,
F25-2638,,3,231,Breeding,Tithonia diversifolia,Shrub_Trees,2,92.21,17.71,82.29,16.53,28.36,42.24,9,12.72,13.7,32.84,46.97,High,Not High,Category_4,36,,
F25-2638,,3,231,Breeding,Tithonia diversifolia,Shrub_Trees,2,92.21,17.71,82.29,16.53,28.36,42.24,9,12.72,13.7,32.84,46.97,Low,Not High,Category_2,55,,
F25-2638,,3,231,Breeding,Tithonia diversifolia,Shrub_Trees,2,92.21,17.71,82.29,16.53,28.36,42.24,9,12.72,13.7,32.84,46.97,Medium,Not High,Category_2,83,,
F25-2639,,3,233,Breeding,Gliricidia sepium ,Shrub_Trees,2,88.95,10.81,89.19,22.53,19.57,40.76,6,12.95,13.95,44.28,61.81,Medium,Not High,Category_2,151,,
F25-2639,,3,233,Breeding,Gliricidia sepium ,Shrub_Trees,2,88.95,10.81,89.19,22.53,19.57,40.76,6,12.95,13.95,44.28,61.81,Low,Not High,Category_2,1,,
F25-2639,,3,233,Breeding,Gliricidia sepium ,Shrub_Trees,2,88.95,10.81,89.19,22.53,19.57,40.76,6,12.95,13.95,44.28,61.81,High,Not High,Category_4,36,,
F25-2639,,3,233,Breeding,Gliricidia sepium ,Shrub_Trees,2,88.95,10.81,89.19,22.53,19.57,40.76,6,12.95,13.95,44.28,61.81,Low,Not High,Category_2,55,,
F25-2639,,3,233,Breeding,Gliricidia sepium ,Shrub_Trees,2,88.95,10.81,89.19,22.53,19.57,40.76,6,12.95,13.95,44.28,61.81,Medium,Not High,Category_2,83,,
F25-2596,CIAT-10026,4,169,Genetic_bank,Stylosanthes seabrana,Herbaceous_legumes,2,92.75,9.97,90.03,16.29,34.49,57.25,7,11.29,13.31,51.61,42.25,Medium,Not High,Category_2,145,Q4,232
F25-2597,CIAT-12411,4,171,Genetic_bank,Stylosanthes sympodialis,Herbaceous_legumes,2,91.72,11.78,88.22,17.94,34.3,61.11,7,11.17,13.42,44.51,55.06,Low,Not High,Category_2,64,Q2,104
F25-1755,CIAT-13258,4,55,Genetic_bank,Dendrolobium lanceolatum,Shrub_Trees,2,94.6,14.87,85.13,15.55,54.96,61.8,8,12.89,13.15,41.85,19.8,Low,Not High,Category_2,31,Q4,140
F25-1756,CIAT-13260,4,57,Genetic_bank,Dendrolobium lanceolatum,Shrub_Trees,2,94.08,12.08,87.92,15.81,57.39,65.19,8,13.58,14.5,60.35,18.9,High,Not High,Category_4,15,Q4,144
F25-1728,CIAT-13262,4,1,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.93,8.7,91.3,18.98,47.52,60.4,5,13.46,14.98,45.6,32.71,Low,Not High,Category_2,52,Q3,100
F25-2598,CIAT-13494,4,173,Genetic_bank,Desmodium tortuosum,Shrub_Trees,2,91.67,10.88,89.12,21.08,23.41,50.72,8,12.11,14.31,56.13,47.79,Medium,Not High,Category_2,85,Q2,55
F25-1729,CIAT-13528,4,3,Genetic_bank,Dendrolobium lanceolatum,Shrub_Trees,2,95.05,7.58,92.42,16.9,48.36,56.88,8,12.78,14.42,46.62,25.89,Low,Not High,Category_2,56,Q4,127
F25-1730,CIAT-13529,4,5,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.36,6.69,93.31,18.17,45.33,59.94,7,13.73,15.62,55.06,31.83,Medium,Not High,Category_2,82,Q3,105
F25-2599,CIAT-13562,4,175,Genetic_bank,Desmodium tortuosum,Shrub_Trees,2,91.81,14.8,85.2,18.56,27.49,50.32,6,14.07,15.36,49.56,46.73,Medium,Not High,Category_2,70,Q2,60
F25-2600,CIAT-13593,4,177,Genetic_bank,Desmodium scorpiurus,Herbaceous_legumes,2,90.71,10.48,89.52,16.65,42.65,58.29,6,14.68,15.99,76.03,34.39,High,Not High,Category_4,63,Q4,282
F25-2601,CIAT-13608,4,179,Genetic_bank,Desmodium incanum,Herbaceous_legumes,2,92.61,9.98,90.02,17.58,44.72,59.52,6,13.08,14.88,64.77,31.24,High,Not High,Category_4,60,Q4,295
F25-1731,CIAT-13710,4,7,Genetic_bank,Dendrolobium lanceolatum,Shrub_Trees,2,94.13,7.49,92.51,19.14,55.17,64.36,7,13.91,15.26,63.86,18.1,High,Not High,Category_4,18,Q4,148
F26-0017,CIAT-1405,4,,Genetic_bank,Stylosanthes capitata,Herbaceous_legumes,2,94.63,14.28,85.72,16.07,43.38,60.85,5,13.26,15.08,58.91,38.77,High,Not High,Category_4,33,Q4,257
F26-0023,CIAT-14080,4,,Genetic_bank,Zornia brasiliensis,Herbaceous_legumes,2,94.73,18.46,81.54,17.23,27.72,46.65,7,12.21,14.63,54.79,44.37,Medium,Not High,Category_2,175,Q3,211
F25-1757,CIAT-17263,4,59,Genetic_bank,Leucaena leucocephala,Shrub_Trees,2,94.47,13.81,86.19,13.71,36.27,57.76,7,12.34,13.6,35.31,48.81,Low,Not High,Category_2,15,Q2,50
F25-1758,CIAT-17459,4,67,Genetic_bank,Erythrina berteroana,Shrub_Trees,2,94.59,11.87,88.13,24.25,38.26,51.98,8,13.12,14.15,35.84,55.9,Low,Not High,Category_2,19,Q1,30
F25-1759,CIAT-17482,4,69,Genetic_bank,Leucaena leucocephala,Shrub_Trees,2,92.66,14.24,85.76,26.54,33.11,51.05,7,10.94,12.1,32.96,48.79,Low,Not High,Category_2,11,Q2,51
F25-1760,CIAT-17502,4,71,Genetic_bank,Leucaena leucocephala,Shrub_Trees,2,94.26,12.96,87.04,28.86,35.48,46.09,8,11.68,13.15,35.97,48.39,Low,Not High,Category_2,20,Q2,54
F26-0035,CIAT-17514,4,,Genetic_bank,Mimosa pudica,Shrub_Trees,2,96.44,10.03,89.97,19.83,41.15,59.39,7,13.73,15.13,69.97,30.36,High,Not High,Category_4,12,Q3,110
F26-0036,CIAT-17725,4,,Genetic_bank,Mimosa polycarpa,Shrub_Trees,2,95.67,8,92,21.38,35.15,61.08,7,13,14.85,71.03,30.02,High,Not High,Category_4,14,Q3,112
F26-0018,CIAT-1812,4,,Genetic_bank,Stylosanthes viscosa,Herbaceous_legumes,2,95.46,10.54,89.46,11.39,44.1,56.28,6,12.6,13.22,51.65,19.42,Medium,Not High,Category_2,146,Q4,307
F25-2602,CIAT-18277,4,181,Genetic_bank,Indigofera jamaicensis,Herbaceous_legumes,2,89.83,10.33,89.67,21.94,32.43,49.96,6,12.42,14.44,51.22,39.46,Medium,Not High,Category_2,140,Q4,250
F26-0037,CIAT-18947,4,,Genetic_bank,Sesbania sesban,Shrub_Trees,2,95.48,9.73,90.27,28.79,20.47,46,7,13.67,13.76,41.93,51.99,Low,Not High,Category_2,33,Q2,42
F26-0024,CIAT-18950,4,,Genetic_bank,Indigofera spicata,Herbaceous_legumes,2,93.52,15.89,84.11,21.86,32.78,41.87,7,13.91,15.55,59.59,47.3,High,Not High,Category_4,19,Q3,184
F25-2603,CIAT-18952,4,183,Genetic_bank,Indigofera atriceps,Herbaceous_legumes,2,90.34,18.09,81.91,16.66,40.99,48.15,6,12.62,13.8,51.46,32.47,Medium,Not High,Category_2,144,Q4,291
F25-2604,CIAT-18953,4,187,Genetic_bank,Indigofera atriceps,Herbaceous_legumes,2,89.54,11.97,88.03,13.47,44.71,52.72,6,13.88,13.92,51.33,39.31,Medium,Not High,Category_2,143,Q4,252
F25-2605,CIAT-18954,4,189,Genetic_bank,Indigofera atriceps,Herbaceous_legumes,2,92.94,20.28,79.72,17.61,44.83,51.54,7,12.03,13.02,49.98,33.48,Medium,Not High,Category_2,127,Q4,288
F26-0038,CIAT-19165,4,,Genetic_bank,Sesbania keniensis,Shrub_Trees,2,96.44,10.4,89.6,25.52,30.4,50.4,7,14.66,15.21,56.24,44.03,Medium,Not High,Category_2,86,Q2,71
F26-0025,CIAT-19193,4,,Genetic_bank,Tephrosia villosa,Herbaceous_legumes,2,94.33,7.16,92.84,21.66,35.28,58.06,7,14.99,16.7,68.15,39.26,High,Not High,Category_4,55,Q4,253
F25-2606,CIAT-19198,4,191,Genetic_bank,Tephrosia villosa,Herbaceous_legumes,2,90.54,11.32,88.68,27,33.59,51.73,8,13.71,15.7,53.55,45.87,Medium,Not High,Category_2,169,Q3,198
F25-1761,CIAT-19384,4,73,Genetic_bank,Prosopis juliflora,Shrub_Trees,2,93.39,10.33,89.67,36.95,31.54,52.46,8,8.28,5.6,4.92,60.95,Low,High,Category_1a,1,Q1,17
F25-2607,CIAT-19460,4,193,Genetic_bank,Sesbania cannabina,Shrub_Trees,2,91.03,10.43,89.57,21.7,33.7,53.52,6,14.15,15.04,105.58,25.96,High,Not High,Category_4,30,Q4,126
F25-1762,CIAT-19571,4,75,Genetic_bank,Senna cobanensis,Shrub_Trees,2,93.21,6.08,93.92,23.2,42.27,55.7,8,13.84,15.97,61.87,44.59,High,Not High,Category_4,2,Q2,67
F26-0026,CIAT-19641,4,,Genetic_bank,Tephrosia purpurea,Herbaceous_legumes,2,96.05,8.34,91.66,20.32,40.91,61.49,7,14.43,16.25,71.68,36.64,High,Not High,Category_4,62,Q4,270
F25-2608,CIAT-20044,4,195,Genetic_bank,Tephrosia purpurea,Herbaceous_legumes,2,92.18,11.53,88.47,27.96,24.72,47.1,8,14.34,16.28,49.36,57.06,Medium,Not High,Category_2,118,Q1,76
F25-1763,CIAT-20126,4,77,Genetic_bank,Acacia angustissima,Shrub_Trees,2,93.97,5.78,94.22,29.9,47.8,58.29,6,12.2,12.18,35.13,25.99,Low,Not High,Category_2,14,Q4,125
F25-1764,CIAT-20788,4,79,Genetic_bank,Senna pallida,Shrub_Trees,2,93.92,9.75,90.25,24.3,30.69,53.36,7,12.93,15.23,47.31,67.1,Low,High,Category_1a,14,Q1,5
F25-2580,CIAT-2085,4,137,Genetic_bank,Stylosanthes seabrana,Herbaceous_legumes,2,91.97,9.33,90.67,18.71,37.92,57.18,6,10.87,13.13,60.41,35.99,High,Not High,Category_4,43,Q4,273
F25-1765,CIAT-21242,4,81,Genetic_bank,Leucaena diversifolia,Shrub_Trees,2,93.21,6.88,93.12,23.28,45.76,63.44,8,11.32,12.5,35.98,32.08,Low,Not High,Category_2,21,Q3,104
F25-1766,CIAT-21512,4,83,Genetic_bank,Calliandra calothyrsus,Shrub_Trees,2,92.79,4.78,95.22,24.07,46.72,53.37,8,11.1,12.11,27.96,25.15,Low,Not High,Category_2,5,Q4,128
F25-1767,CIAT-21601,4,85,Genetic_bank,Erythrina fusca,Shrub_Trees,2,93.24,7.04,92.96,23.41,54.97,68.49,8,13.99,14.78,52.41,29.92,Medium,Not High,Category_2,77,Q3,113
F25-1768,CIAT-21809,4,87,Genetic_bank,Acacia farnesiana,Shrub_Trees,2,94.62,7.46,92.54,31,48.09,62.84,8,13.66,15.72,54.95,38.97,Medium,Not High,Category_2,81,Q3,89
F25-1769,CIAT-21810,4,89,Genetic_bank,Acacia angustissima,Shrub_Trees,2,94.79,5.39,94.61,31.66,38.92,52.37,8,10.94,11.11,26.04,33.76,Low,Not High,Category_2,4,Q3,99
F25-1770,CIAT-21888,4,91,Genetic_bank,Leucaena leucocephala,Shrub_Trees,2,93.71,9.14,90.86,29.9,30.16,56.67,7,11.14,12.68,39.88,46.47,Low,Not High,Category_2,26,Q2,63
F26-0039,CIAT-21899,4,,Genetic_bank,Sesbania sesban,Shrub_Trees,2,95.84,7.99,92.01,18.32,41.37,63.03,7,14.06,14.81,61.07,36.07,High,Not High,Category_4,4,Q3,95
F25-1732,CIAT-22004,4,9,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.3,6.81,93.19,17.58,49.2,63.61,7,13.47,15.14,61.95,23.51,High,Not High,Category_4,11,Q4,130
F25-1771,CIAT-22310,4,93,Genetic_bank,Calliandra calothyrsus,Shrub_Trees,2,94.86,5.71,94.29,21.75,50.77,55,7,10.89,11.49,32.88,22.65,Low,Not High,Category_2,10,Q4,134
F25-1772,CIAT-22311,4,95,Genetic_bank,Calliandra calothyrsus,Shrub_Trees,2,93.88,6.95,93.05,21.51,49.18,54.93,,,,,,,,,,,
F25-1773,CIAT-22316,4,97,Genetic_bank,Calliandra calothyrsus,Shrub_Trees,2,95.52,8.65,91.35,20.82,44.54,54.36,7,12.41,12.6,28.14,31.08,Low,Not High,Category_2,6,Q3,108
F24-3569,CIAT-12140,3,241,Genetic_bank,Stylosanthes humilis,Herbaceous_legumes,2,91.57,11.22,88.78,19.39,28.23,54.15,7,12.26,13.77,43.51,62.5,Low,High,Category_1a,26,Q1,41
F25-2610,CIAT-22480,4,199,Genetic_bank,Sesbania cannabina,Shrub_Trees,2,92.48,11.68,88.32,26.98,27.5,45.51,8,13.81,15,51.39,56.26,Medium,Not High,Category_2,73,Q1,28
F25-1733,CIAT-23104,4,11,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,92.63,7,93,19.39,57.01,67.22,6,14.43,15.96,80.77,18.16,High,Not High,Category_4,28,Q4,147
F25-1734,CIAT-23106,4,13,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.65,6.85,93.15,21.89,55.75,67.76,7,14.54,16.08,69.06,18.83,High,Not High,Category_4,23,Q4,145
F25-1735,CIAT-23107,4,15,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.99,6.92,93.08,21.24,51.07,67.22,5,14.26,16.04,62.47,18.22,High,Not High,Category_4,17,Q4,146
F25-1736,CIAT-23108,4,17,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.54,6.93,93.07,21.59,58.17,69.37,7,13.61,15.79,71.58,17.48,High,Not High,Category_4,25,Q4,150
F25-2611,CIAT-23116,4,201,Genetic_bank,Desmodium tortuosum,Shrub_Trees,2,92.57,10.87,89.13,18.23,36.92,59.77,8,14.11,15.66,69.81,38.29,High,Not High,Category_4,8,Q3,91
F25-1774,CIAT-23239,4,99,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,95.86,7.55,92.45,20.36,52.76,65.19,7,13.71,15.68,72.83,22.69,High,Not High,Category_4,22,Q4,133
F25-1737,CIAT-23412,4,19,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.19,7.27,92.73,21.15,50.98,62.14,7,13.51,14.92,58.16,19.64,Medium,Not High,Category_2,92,Q4,141
F25-1738,CIAT-23413,4,21,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,93.53,7.5,92.5,21.32,54.59,66.23,8,14.12,15.3,62.63,22.62,High,Not High,Category_4,13,Q4,135
F26-0040,CIAT-23414,4,,Genetic_bank,Codariocalyx motorius,Shrub_Trees,2,96.31,9.34,90.66,16.19,43.82,62.85,5,14.6,15.26,73.03,26.23,High,Not High,Category_4,19,Q4,122
F25-2612,CIAT-23416,4,203,Genetic_bank,Codariocalyx motorius,Shrub_Trees,2,92.81,12.27,87.73,18.14,41.12,56.8,8,13,14.48,56.65,36.61,Medium,Not High,Category_2,89,Q3,94
F25-1739,CIAT-23419,4,23,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,93.96,7.2,92.8,20.19,56.43,67.78,8,14.04,15.79,80.56,17.59,High,Not High,Category_4,29,Q4,149
F25-1740,CIAT-23422,4,25,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,91.86,7.06,92.94,21.67,54.63,66.57,7,14.63,16.19,69.29,21.77,High,Not High,Category_4,20,Q4,137
F26-0027,CIAT-23503,4,,Genetic_bank,Desmodium macrodesmum,Herbaceous_legumes,2,93.33,13.22,86.78,20.34,40.31,55.64,7,12.94,14.37,64.16,32.87,High,Not High,Category_4,56,Q4,290
F25-1741,CIAT-23734,4,27,Genetic_bank,Dendrolobium triangulare,Shrub_Trees,2,94.71,7.86,92.14,21.44,47.22,62.02,8,15.12,16.26,60.39,30.16,High,Not High,Category_4,6,Q3,111
F26-0041,CIAT-23767,4,,Genetic_bank,Desmodium nicaraguense,Shrub_Trees,2,95,10.1,89.9,19.05,26.9,54.72,7,16.24,16.82,56.97,46.73,Medium,Not High,Category_2,90,Q2,61
F25-2613,CIAT-23806,4,205,Genetic_bank,Desmodium angustifolium,Herbaceous_legumes,2,92.77,9.93,90.07,13.5,36.09,58.82,8,13.49,15.07,60.64,44.04,High,Not High,Category_4,26,Q3,215
