subset,no,requisitioner,id_lab,id,tax_order,family,genus,species,tax_name,functional_group,set_ciat,dm_percentage,ash_dm,om_percentage,pc_percentage_dm,adf_percentage_dm,ndf_percentage_dm
1,104,Breeding,F24-3608,CIAT-BH-16-B-1194,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.83,11.89848555,88.10151445,5.470321142,29.45338648,67.78949217
1,105,Breeding,F24-3609,CIAT-BH-16-B-1618,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,97.01059788,13.96375923,86.03624077,8.125850845,28.5241981,66.90032155
1,106,Breeding,F24-3609,CIAT-BH-16-B-1618,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,97.31080676,13.9932307,86.0067693,8.125850845,27.57074505,65.87027845
1,107,Breeding,F24-3610,CIAT-BH-16-B-1707,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.83,10.45896788,89.54103212,5.966437759,26.78768698,68.86607208
1,108,Breeding,F24-3610,CIAT-BH-16-B-1707,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,97.07058588,10.58062652,89.41937348,5.966437759,26.68993796,68.30443179
1,109,Breeding,F24-3611,CIAT-CIAT-16888,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.74,11.63461614,88.36538386,6.11164643,30.34465841,69.3161333
1,110,Breeding,F24-3611,CIAT-CIAT-16888,Poales,Poaceae,Urochloa,humidicola,Brachiaria humidicola,Grass,5,96.82031797,11.74710109,88.25289891,6.11164643,31.26936957,70.68017622
1,111,Genetic bank,F24-3426,CIAT-989,Fabales,Fabaceae,Indigofera,hirsuta,Indigofera hirsuta,Herbaceous_legumes,5,92.36076392,13.75987875,86.24012125,25.3469484,47.64235849,53.47541692
1,112,Genetic bank,F24-3426,CIAT-989,Fabales,Fabaceae,Indigofera,hirsuta,Indigofera hirsuta,Herbaceous_legumes,5,92.38,13.56354189,86.43645811,25.3469484,47.60862178,52.72672557
1,113,Genetic bank,F24-3427,CIAT-1257,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,5,92.61073893,9.576765277,90.42323472,17.95515598,35.7671013,68.89257778
1,114,Genetic bank,F24-3427,CIAT-1257,Fabales,Fabaceae,Stylosanthes,scabra,Stylosanthes scabra,Herbaceous_legumes,5,92.82143571,9.457130547,90.54286945,17.95515598,36.02531554,70.91743282
1,115,Genetic bank,F24-3428,CIAT-3240,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Herbaceous_legumes,5,92.84,12.04222318,87.95777682,22.62704069,24.44668691,56.91475286
1,115,Genetic bank,F24-3428,CIAT-3240,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Browse,5,92.84,12.04222318,87.95777682,22.62704069,24.44668691,56.91475286
1,116,Genetic bank,F24-3428,CIAT-3240,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Herbaceous_legumes,5,92.88071193,11.97114867,88.02885133,22.62704069,25.36788142,55.7625911
1,116,Genetic bank,F24-3428,CIAT-3240,Fabales,Fabaceae,Desmodium,cinereum,Desmodium cinereum,Browse,5,92.88071193,11.97114867,88.02885133,22.62704069,25.36788142,55.7625911
1,117,Genetic bank,F24-3429,CIAT-3522,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,5,93.23203039,11.15161913,88.84838087,17.94095507,47.15664681,64.26385297
1,118,Genetic bank,F24-3429,CIAT-3522,Fabales,Fabaceae,Desmodium,incanum,Desmodium incanum,Herbaceous_legumes,5,93.32066793,10.95039109,89.04960891,17.94095507,48.78372398,64.69925545
1,119,Genetic bank,F24-3430,CIAT-4134,Fabales,Fabaceae,Macroptilium,lathyroides,Macroptilium lathyroides,Herbaceous_legumes,5,91.84326269,14.39921637,85.60078363,22.08537556,24.2709361,42.17983588
1,120,Genetic bank,F24-3430,CIAT-4134,Fabales,Fabaceae,Macroptilium,lathyroides,Macroptilium lathyroides,Herbaceous_legumes,5,91.98240528,14.31366156,85.68633844,22.08537556,24.30255413,45.11245042
1,121,Genetic bank,F24-3431,CIAT-4279,Fabales,Fabaceae,Vigna,umbellata,Vigna umbellata,Herbaceous_legumes,5,90.96,11.01583113,88.98416887,25.72120617,13.25207826,51.75391912
1,122,Genetic bank,F24-3431,CIAT-4279,Fabales,Fabaceae,Vigna,umbellata,Vigna umbellata,Herbaceous_legumes,5,91.11088891,11.01843723,88.98156277,25.72120617,13.03636467,53.89603281
1,123,Genetic bank,F24-3432,CIAT-5124,Fabales,Fabaceae,Centrosema,molle x acutifolium,Centrosema molle x acutifolium,Herbaceous_legumes,5,91.58,10.34068574,89.65931426,25.77536281,38.41636274,67.42623331
