31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_percentage_in_gas_8h,31_ch4_percentage_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h"
2133,45873,Breding ,CIAT-BR12_4039,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2111,20,54,3,1,15,0.5697,524.728932,296.928932,0.349305556,40.5,0.680555556,77.5,11.1,40,0.347916667,96,15,,37,56,30.3114814,46.79473223,77.10621362,3.364574435,7.019209834,10.38378427,146.9448489,56.58710886,3.850907962,11.1,13.46685796,19.78885409,34.97060458,29.79543654,10.98315639,19.40929057
2134,45873,Breding ,CIAT-BR12_4039,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2111,20,54,3,2,16,0.5605,516.255163,277.255163,0.349305556,40,0.680555556,77.5,11.7,40,0.347916667,98,15.1,,37.5,58,30.75398477,48.56474574,79.31873051,3.598216219,7.333276607,10.93149283,153.6424935,53.70506348,3.495456385,11.7,13.78172943,21.17459274,39.42755369,25.13477624,11.75226531,21.88297444
2135,45873,Breding ,CIAT-BR12_4039,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2111,20,54,3,3,17,0.578,532.3737453,303.7737453,0.35,40.5,0.680555556,78,11.9,40.5,0.348611111,97,15.3,,37.5,56.5,30.75398477,47.23723561,77.99122038,3.659724188,7.227297048,10.88702124,146.4971199,57.0602416,3.894973611,11.9,13.95929078,20.44995895,35.83924353,30.56055668,11.35008102,19.89140022
2136,45873,Breding ,CIAT-BR12_4856,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2112,20,54,3,1,18,0.5488,508.0871712,239.2871712,0.35,41,0.68125,77.5,11.9,40.5,0.349305556,90,14.8,,36.5,49.5,29.86897802,41.04218831,70.91116633,3.554408384,6.07424387,9.628652255,139.5649612,47.09569238,3.374463904,11.9,13.57847114,18.95078798,40.23889875,16.85146012,10.5180152,22.33328498
2137,45873,Breding ,CIAT-BR12_4856,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2112,20,54,3,2,19,0.5161,477.8130267,218.0130267,0.35,40.5,0.68125,75.5,12.2,40.5,0.349305556,93,14.7,,35,52.5,28.54146788,43.69720858,72.23867647,3.482059082,6.423489662,9.905548743,151.1860758,45.62726726,3.017954334,12.2,13.71225115,20.73101441,45.43558196,14.54356856,11.50607167,25.21753407
2138,45873,Breding ,CIAT-BR12_4856,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2112,20,54,3,3,20,0.5308,491.4225045,228.8225045,0.350694444,40.5,0.681944444,77,11.9,40,0.35,91,14.9,,36.5,51,29.86897802,42.36969845,72.23867647,3.554408384,6.313085069,9.867493453,146.9991215,46.56329378,3.167589935,11.9,13.65957121,20.07944968,43.12291518,16.01470092,11.14444197,23.933964
2139,45873,Breding ,CIAT-BR12_5049,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2113,20,54,3,1,21,0.5559,512.8306926,262.3306926,0.350694444,40.5,0.681944444,76.5,12,40,0.35,97,15.3,,36,57,29.42647464,47.67973898,77.10621362,3.531176957,7.295000065,10.82617702,150.354132,51.15346963,3.402199126,12,14.04060258,21.11062613,41.26919696,19.39136718,11.71676274,22.90511831
2140,45873,Breding ,CIAT-BR12_5049,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2113,20,54,3,2,22,0.5511,508.4025808,219.5025808,0.350694444,40.5,0.681944444,78,12.1,40,0.350694444,98,15.3,,37.5,58,30.75398477,48.56474574,79.31873051,3.721232158,7.430406098,11.15163826,156.0155938,43.17495408,2.767348638,12.1,14.05927476,21.93466099,50.80413275,6.224879702,12.17411634,28.19717264
2141,45873,Breding ,CIAT-BR12_5049,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2113,20,54,3,3,23,0.5588,515.5060101,256.0060101,0.351388889,40.5,0.682638889,78,12.2,40.5,0.350694444,100,15.3,,37.5,59.5,30.75398477,49.89225587,80.64624065,3.751986142,7.633515149,11.38550129,156.440932,49.66111065,3.174432039,12.2,14.11783265,22.08606897,44.47357031,16.92861259,12.25815039,24.68360096
2142,45873,Breding ,CIAT-BR15_1851,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2114,20,54,3,1,24,0.5301,488.5811678,225.5811678,0.351388889,40.5,0.682638889,79.5,12.2,40.5,0.351388889,99.5,15,,39,59,32.08149491,49.4497525,81.53124741,3.913942379,7.417462875,11.33140525,166.8734957,46.17066369,2.766806286,12.2,13.89823609,23.19247241,50.23205333,9.440590958,12.87222344,27.87965867
2143,45873,Breding ,CIAT-BR15_1851,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2114,20,54,3,2,25,0.5791,533.7433584,266.4433584,0.351388889,40,0.683333333,78,12.5,39.5,0.352083333,99.5,14.9,,38,60,31.19648815,50.33475925,81.53124741,3.899561019,7.499879129,11.39944015,152.7536523,49.91975155,3.267990702,12.5,13.9816825,21.35753067,42.7837279,15.74784281,11.85379903,23.74570919
2144,45873,Breding ,CIAT-BR15_1851,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2114,20,54,3,3,26,0.577,531.807836,237.707836,0.352083333,41,0.683333333,81.5,12.3,41,0.352083333,99.5,15.1,,40.5,58.5,33.40900504,49.00724912,82.41625416,4.10930762,7.400094617,11.50940224,154.9737491,44.69806947,2.884234892,12.3,13.96496644,21.64203206,48.41827023,6.963182333,12.01170222,26.87297766
2145,45873,Breding ,CIAT-BR15_3025,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2115,20,54,3,1,27,0.5511,507.1419423,243.6419423,0.352083333,40,0.684027778,78.5,12.2,40,0.352777778,93.5,15,,38.5,53.5,31.63899153,44.58221534,76.22120687,3.859956967,6.687332301,10.54728927,150.2956086,48.04215979,3.196511211,12.2,13.83773585,20.79750931,43.29012143,13.31978018,11.54297749,24.02676636
2146,45873,Breding ,CIAT-BR15_3025,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2115,20,54,3,2,28,0.5897,542.6630437,294.9630437,0.352083333,40.5,0.684027778,78,12.8,40.5,0.352777778,97,14.9,,37.5,56.5,30.75398477,47.23723561,77.99122038,3.936510051,7.038348105,10.97485816,143.7194246,54.35473212,3.782003182,12.8,14.07191489,20.22407511,37.20757021,23.85091762,11.22471159,20.65084519
2147,45873,Breding ,CIAT-BR15_3025,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2115,20,54,3,3,29,0.563,518.0927482,262.1927482,0.352777778,40.5,0.684027778,81,12.2,40.5,0.353472222,96.5,15,,40.5,56,33.40900504,46.79473223,80.20373727,4.075898615,7.019209834,11.09510845,154.8057516,50.60729939,3.269083924,12.2,13.83365517,21.41529386,42.31661069,17.59915097,11.8858586,23.48645105
2148,45873,Breding ,CIAT-BR15_3248,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2116,20,54,3,1,30,0.5632,519.0561954,259.5561954,0.352777778,40,0.685416667,77.5,12.3,40,0.353472222,97.5,15.4,,37.5,57.5,30.75398477,48.12224236,78.87622714,3.782740127,7.410825324,11.19356545,151.9608625,50.00541323,3.290677113,12.3,14.19130435,21.56522849,43.12578797,14.95789354,11.96907491,23.93555845
2149,45873,Breding ,CIAT-BR15_3248,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2116,20,54,3,2,31,0.5737,528.7332019,280.6332019,0.353472222,40,0.685416667,76.5,12.1,40,0.354166667,97,15,,36.5,57,29.86897802,47.67973898,77.548717,3.61414634,7.151960848,10.76610719,146.6688998,53.07652345,3.618798773,12.1,13.88302425,20.36207893,38.36362595,20.18193277,11.30130609,21.29247613
2150,45873,Breding ,CIAT-BR15_3248,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2116,20,54,3,3,32,0.5639,519.7013292,259.5013292,0.353472222,40.5,0.685416667,79,12.3,40,0.354166667,95,15.2,,38.5,55,31.63899153,45.90972547,77.548717,3.891595958,6.978278272,10.86987423,149.2178539,49.93278151,3.346300741,12.3,14.0168331,20.91561753,41.88754741,14.83434507,11.60852959,23.24831351
2151,45873,Breding ,CIAT-BR15_7659,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2117,20,54,3,1,33,0.5284,493.1610216,233.3610216,0.354166667,40.5,0.686111111,77,12,40,0.354166667,98.5,14.6,,36.5,58.5,29.86897802,49.00724912,78.87622714,3.584277362,7.155058371,10.73933573,159.9401082,47.31943754,2.958572311,12,13.61542777,21.7765299,46.02026362,12.37234585,12.08635085,25.54204251
2152,45873,Breding ,CIAT-BR15_7659,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2117,20,54,3,2,34,0.5362,500.4408399,228.0408399,0.354166667,40.5,0.686805556,79,11.8,40.5,0.354861111,97,14.8,,38.5,56.5,31.63899153,47.23723561,78.87622714,3.733401001,6.99111087,10.72451187,157.6134897,45.5679916,2.891122562,11.8,13.59663394,21.43012923,47.02890884,9.459030343,11.89409249,26.10185806
2153,45873,Breding ,CIAT-BR15_7659,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2117,20,54,3,3,35,0.5694,531.426733,289.426733,0.354166667,40.5,0.686805556,79.5,12,40,0.354861111,95,14.7,,39,55,32.08149491,45.90972547,77.99122038,3.849779389,6.748729644,10.59850903,146.7581805,54.46220806,3.71101685,12,13.5893617,19.94349997,36.61897063,24.2534685,11.06898753,20.32416224
2154,45873,Breding ,CIAT-BR15_8919,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2118,20,54,3,1,36,0.5242,490.214112,228.514112,0.354166667,40.5,0.6875,75,11.9,40,0.355555556,97.5,14.6,,34.5,57.5,28.09896451,48.12224236,76.22120687,3.343776776,7.025847385,10.36962416,155.4855419,46.61516394,2.99803849,11.9,13.60464441,21.15325509,45.37848482,15.5404893,11.74042255,25.18584417
2155,45873,Breding ,CIAT-BR15_8919,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2118,20,54,3,2,37,0.526,491.8974111,251.2974111,0.354861111,40,0.6875,75.5,11.8,40,0.35625,100,14.5,,35.5,60,28.98397126,50.33475925,79.31873051,3.420108609,7.298540092,10.7186487,161.2505549,51.087362,3.168197593,11.8,13.51338912,21.79041495,42.65323966,22.61590037,12.09405729,23.67328595
2156,45873,Breding ,CIAT-BR15_8919,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2118,20,54,3,3,38,0.5311,496.6667586,221.9667586,0.354861111,40.5,0.688194444,77,11.8,41,0.35625,99.5,14.4,,36.5,58.5,29.86897802,49.00724912,78.87622714,3.524539406,7.057043873,10.58158328,158.8111662,44.69128541,2.814114806,11.8,13.41542777,21.30519729,47.67192775,12.49674408,11.8247531,26.45874467
2157,45873,Breding ,CIAT-BR19_5515,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2119,20,54,3,1,39,0.5398,498.9203973,235.6203973,0.354861111,41,0.688194444,80.5,11.7,40,0.356944444,99,14.8,,39.5,59,32.52399829,49.4497525,81.97375078,3.8053078,7.31856337,11.12387117,164.3022639,47.2260502,2.874339591,11.7,13.57004049,22.29588373,47.21098553,13.32220223,12.37460121,26.20291377
2158,45873,Breding ,CIAT-BR19_5515,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2119,20,54,3,2,40,0.5256,485.7957777,229.7957777,0.355555556,41,0.688888889,80,11.7,40,0.356944444,100,14.6,,39,60,32.08149491,50.33475925,82.41625416,3.753534904,7.348874851,11.10240976,169.6520594,47.30295904,2.788233706,11.7,13.47114094,22.85406803,48.31424608,13.44852001,12.68440316,26.81524246
2159,45873,Breding ,CIAT-BR19_5515,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2119,20,54,3,3,41,0.5535,511.5828824,244.2828824,0.355555556,40.5,0.688888889,78.5,12.2,40,0.356944444,100,14.7,,38,60,31.19648815,50.33475925,81.53124741,3.805971555,7.39920961,11.20518116,159.370554,47.7504019,2.996187231,12.2,13.74341927,21.90296343,45.86969441,14.18341596,12.15652365,25.45847399
2160,45873,Breding ,CIAT-BR19_5877,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2120,20,54,3,1,42,0.5284,493.9867621,241.7867621,0.355555556,41,0.689583333,76.5,12.3,41,0.357638889,97,15,,35.5,56,28.98397126,46.79473223,75.77870349,3.565028465,7.019209834,10.5842383,153.402296,48.94600031,3.190695419,12.3,13.96729927,21.42615777,43.77509425,16.14710898,11.89188826,24.29593466
2161,45873,Breding ,CIAT-BR19_5877,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2120,20,54,3,2,43,0.5413,506.0466206,288.5466206,0.35625,40,0.689583333,76.5,12.3,40,0.358333333,97.5,14.9,,36.5,57.5,29.86897802,48.12224236,77.99122038,3.673884296,7.170214112,10.84409841,154.1186468,57.01977028,3.699732088,12.3,13.90425532,21.42905014,37.58178968,29.40775375,11.89349358,20.85854348
2162,45873,Breding ,CIAT-BR19_5877,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2120,20,54,3,3,44,0.5069,473.8869979,253.5869979,0.356944444,40.5,0.690277778,76.5,12.2,40.5,0.358333333,102,14.8,,36,61.5,29.42647464,51.66226939,81.08874403,3.590029906,7.646015869,11.23604578,171.1140934,53.512124,3.127277417,12.2,13.85648022,23.7103905,44.30844589,23.64667169,13.15967694,24.59195405
2163,45873,Breding ,CIAT-BR19_6136,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2121,20,54,3,1,45,0.5409,502.6176868,219.7176868,0.356944444,40.5,0.690277778,79,12,41,0.359027778,97.5,14.5,,38.5,56.5,31.63899153,47.23723561,78.87622714,3.796678984,6.849399163,10.64607815,156.9308626,43.71467471,2.785600869,12,13.49719495,21.18126446,48.45344178,7.099745878,11.75596823,26.89249848
2164,45873,Breding ,CIAT-BR19_6136,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2121,20,54,3,2,46,0.5313,493.6971289,161.6971289,0.356944444,40.5,0.690972222,76.5,11.9,40,0.359027778,98,14.6,,36,58,29.42647464,48.56474574,77.99122038,3.501750482,7.090452878,10.59220336,157.973818,32.75229274,2.07327348,11.9,13.5812766,21.45486117,65.50644055,-10.99392358,11.90781914,36.35720784
2165,45873,Breding ,CIAT-BR19_6136,Urochloa,interespecifico,Brachiaria interespecifico,Poaceae,Poales,Grasses,F25-2121,20,54,3,3,47,0.5569,517.4852834,180.6852834,0.356944444,40.5,0.690972222,76.5,12.1,40.5,0.359722222,97,14.7,,36,56.5,29.42647464,47.23723561,76.66371025,3.560603431,6.943873634,10.50447707,148.1466482,34.91602355,2.356855451,12.1,13.7020202,20.29908367,58.13687129,-7.42263495,11.26634263,32.2669694
2166,45873,Genetic bank,CIAT-798,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,F25-1651,20,54,3,1,48,0.54,500.1079327,292.4079327,0.357638889,41,0.690972222,86,12.4,40.5,0.359722222,98.5,16.2,,45,58,37.39153544,48.56474574,85.95628119,4.636550395,7.86748881,12.50403921,171.8754604,58.46896512,3.401821585,12.4,14.54697555,25.00268119,42.76231184,30.23022535,13.87692064,23.73382291
2167,45873,Genetic bank,CIAT-798,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,F25-1651,20,54,3,2,49,0.549,508.443065,134.643065,0.357638889,40.5,0.691666667,82.5,12.1,40,0.360416667,97,16.4,,42,57,34.73651518,47.67973898,82.41625416,4.203118336,7.819477193,12.02259553,162.0953453,26.48144389,1.633695517,12.1,14.58765101,23.64590327,89.29234888,-23.50698957,13.12388541,49.55879848
2168,45873,Genetic bank,CIAT-798,Galactia ,striata,Galactia striata,Fabaceae,Fabales,Climber,F25-1651,20,54,3,3,50,0.521,482.5115425,275.8115425,0.357638889,41,0.691666667,84,12.1,40,0.360416667,94,16.6,,43,54,35.62152193,45.02471872,80.64624065,4.310204154,7.474103307,11.78430746,167.1384693,57.16164655,3.420017354,12.1,14.61234568,24.4228509,42.72594016,28.03400458,13.55510479,23.71363599
2169,45873,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,,,,BLANK 8H,20,54,3,1,54,,,0,0.358333333,40,0.693055556,43,,,,,,,3,,,,,,,,,,,,,,,,,
2170,45873,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,,,,BLANK 8H,20,54,3,2,55,,,0,0.358333333,39.5,0.693055556,42,,,,,,,2.5,,,,,,,,,,,,,,,,,
2171,45873,Genetic bank,CIAT-822,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-1652,20,54,3,1,51,0.5383,506.2823615,131.8823615,0.358333333,41,0.693055556,85,13.4,40,0.361111111,83,16.7,,44,43,36.50652869,35.2896444,71.79617309,4.891874844,5.893370615,10.78524546,141.8105361,26.04917167,1.836899598,13.4,15.0220339,21.3028268,81.77928677,-29.98306508,11.82343744,45.38891902
2172,45873,Genetic bank,CIAT-822,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-1652,20,54,3,2,52,0.5672,533.4634134,273.5634134,0.359027778,40,0.69375,85.5,13.4,40.5,0.361111111,82.5,16.5,,45.5,42,37.83403882,34.40463764,72.23867647,5.069761202,5.676765211,10.74652641,135.4144908,51.28063266,3.786938338,13.4,14.87641654,20.1448237,39.28349292,14.36616954,11.18072568,21.80301822
2173,45873,Genetic bank,CIAT-822,Calopogonium,mucunoides,Calopogonium mucunoides,Fabaceae,Fabales,Climber,F25-1652,20,54,3,3,53,0.5594,526.1273509,264.7273509,0.359027778,41,0.694444444,84,13.7,40.5,0.361805556,81,16.3,,43,40.5,35.62152193,33.07712751,68.69864944,4.880148505,5.391571784,10.27172029,130.5741838,50.31621155,3.853457864,13.7,14.95185185,19.52325852,38.80112974,12.67101055,10.83574625,21.5352983
2174,45873,Genetic bank,CIAT-852,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1653,20,54,3,1,56,0.5389,505.3180429,70.11804287,0.359027778,42,0.695138889,65,11.4,40,0.361805556,60.5,14.9,,23,20.5,17.92138681,15.37699239,33.2983792,2.043038096,2.291171866,4.334209962,65.89588412,13.87602201,2.105749426,11.4,13.01627907,8.577192173,61.81304818,-84.01851129,4.76049005,34.30731117
2175,45873,Genetic bank,CIAT-852,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1653,20,54,3,2,57,0.5454,511.4129905,184.1129905,0.359722222,41,0.695138889,65,11.2,40,0.3625,60.5,14.5,,24,20.5,18.80639357,15.37699239,34.18338595,2.10631608,2.229663896,4.335979976,66.84105916,36.00084353,5.386037262,11.2,12.68446602,8.478431436,23.55064661,-36.74507115,4.705676133,13.07101632
2176,45873,Genetic bank,CIAT-852,Dioclea,sericea,Dioclea sericea,Fabaceae,Fabales,Climber,F25-1653,20,54,3,3,58,0.5598,524.9156437,57.01564372,0.359722222,41.5,0.696527778,64.5,11,40,0.363194444,60,14.7,,23,20,17.92138681,14.93448901,32.85587582,1.971352549,2.195369884,4.166722434,62.59267792,10.86186788,1.73532564,11,12.68181818,7.937889608,73.08033658,-90.45876369,4.405666066,40.56085117
2177,45873,Genetic bank,CIAT-907,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,F25-1654,20,54,3,1,59,0.5464,507.9741966,230.2741966,0.360416667,40.5,0.696527778,72.5,12.6,40,0.363194444,86.5,16.9,,32,46.5,25.88644762,38.38716805,64.27361566,3.2616924,6.4874314,9.749123799,126.5292924,45.33186886,3.582717329,12.6,15.16815835,19.19216343,42.3370223,13.78752338,10.65198275,23.49777985
2178,45873,Genetic bank,CIAT-907,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,F25-1654,20,54,3,2,60,0.5556,516.5272029,91.02720288,0.361111111,41,0.697222222,73,12.8,40.5,0.363888889,80.5,16.1,,32,40,25.88644762,32.63462413,58.52107175,3.313465295,5.254174485,8.56763978,113.2971728,17.62292525,1.555460284,12.8,14.64026465,16.58700594,94.12175161,-29.9099033,9.206075266,52.23920055
2179,45873,Genetic bank,CIAT-907,Dioclea,virgata,Dioclea virgata,Fabaceae,Fabales,Climber,F25-1654,20,54,3,3,61,0.5561,516.9920402,218.9920402,0.360416667,40.5,0.697222222,75.5,13.2,40,0.364583333,85,16.9,,35,45,28.54146788,37.05965791,65.6011258,3.767473761,6.263082187,10.03055595,126.8900113,42.35888044,3.338236006,13.2,15.29021922,19.40176089,45.80329011,9.099075302,10.76831297,25.42161845
2180,45873,Genetic bank,CIAT-1992,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,20,54,3,1,62,0.5557,513.835263,98.33526304,0.361111111,40.5,0.697916667,76.5,11.2,40,0.364583333,85,13.7,,36,45,29.42647464,37.05965791,66.48613255,3.29576516,5.077173134,8.372938294,129.3919225,19.1375077,1.479034188,11.2,12.59351082,16.29498576,85.14685408,-30.89855159,9.043999016,47.25797715
2181,45873,Genetic bank,CIAT-1992,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,20,54,3,2,63,0.5648,522.2496969,228.2496969,0.361111111,40.5,0.697916667,75,11.2,40,0.365277778,84,13.7,,34.5,44,28.09896451,36.17465116,64.27361566,3.147084025,4.955927208,8.103011233,123.0706615,43.7050894,3.551219183,11.2,12.6070568,15.5155882,35.500644,8.870948068,8.611419885,19.70347162
2182,45873,Genetic bank,CIAT-1992,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F25-1655,20,54,3,3,64,0.5602,517.9962468,155.9962468,0.361805556,40,0.698611111,76.5,11,40,0.365972222,87,13.3,,36.5,47,29.86897802,38.82967142,68.69864944,3.285587582,5.164346299,8.449933881,132.6238363,30.11532376,2.270732366,11,12.3,16.31273186,54.16754604,-13.12788708,9.053848412,30.06392521
2183,45873,Genetic bank,CIAT-3001,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,F25-1656,20,54,3,1,65,0.5278,498.7489847,77.74898473,0.361805556,41.5,0.699305556,69,11.9,41,0.365972222,74,14.9,,27.5,33,21.90391721,26.43957684,48.34349405,2.606566148,3.939496949,6.546063097,96.92950869,15.5888006,1.608261593,11.9,13.54073227,13.12496526,84.19483701,-40.16884208,7.284582794,46.7295912
2184,45873,Genetic bank,CIAT-3001,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,F25-1656,20,54,3,2,66,0.5369,507.3481052,189.2481052,0.3625,40.5,0.7,68.5,12,40,0.366666667,72,15,,28,32,22.34642059,25.55457008,47.90099067,2.681570471,3.833185512,6.514755983,94.41444678,37.30143135,3.950818188,12,13.60046189,12.84080086,34.42441856,-4.113978123,7.126866635,19.10614788
2185,45873,Genetic bank,CIAT-3001,Codariocalyx,gyroides,Codariocalyx gyroides,Fabaceae,Fabales,Shrub,F25-1656,20,54,3,3,67,0.5203,491.6617976,141.0617976,0.3625,41,0.700694444,68.5,12.3,40,0.367361111,72,15.3,,27.5,32,21.90391721,25.55457008,47.4584873,2.694181817,3.909849223,6.60403104,96.5266928,28.69081923,2.972319718,12.3,13.91538462,13.43206056,46.81658077,-18.41231222,7.455025999,25.9840123
2186,45873,Genetic bank,CIAT-3304,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,20,54,3,1,68,0.5381,510.7148285,159.9148285,0.363194444,40.5,0.700694444,93.5,12.9,40,0.367361111,68,16.2,,53,28,44.47158949,22.01454306,66.48613255,5.736835045,3.566355975,9.30319102,130.1824988,31.31196111,2.405235834,12.9,13.99267887,18.216019,58.1759122,-18.75532993,10.1102057,32.28863777
2187,45873,Genetic bank,CIAT-3304,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,20,54,3,2,69,0.5209,494.3901768,273.7901768,0.363194444,41,0.701388889,92,13.1,41,0.368055556,88,16,,51,47,42.70157598,38.82967142,81.53124741,5.593906454,6.212747428,11.80665388,164.9127576,55.37937234,3.358101164,13.1,14.48113976,23.88124691,43.12300031,22.85502039,13.2545052,23.93401125
2188,45873,Genetic bank,CIAT-3304,Desmodium,cajanifolium,Desmodium cajanifolium,Fabaceae,Fabales,Shrub,F25-1657,20,54,3,3,70,0.5276,500.7491981,153.4491981,0.363888889,41.5,0.702083333,93,12.5,40.5,0.36875,87,15.9,,51.5,46.5,43.14407936,38.38716805,81.53124741,5.39300992,6.103559719,11.49656964,162.8185281,30.64392288,1.882090646,12.5,14.10081411,22.95873799,74.92101478,-19.91030685,12.7424968,41.58245941
2189,45873,Genetic bank,CIAT-5713,Centrosema,macrocarpum,Centrosema macrocarpum,Fabaceae,Fabales,Climber,F25-1658,20,54,3,1,71,0.535,506.336909,210.736909,0.363888889,41.5,0.702777778,84.5,13.1,41.5,0.36875,84,17,,43,42.5,35.62152193,34.84714102,70.46866295,4.666419373,5.924013974,10.59043335,139.1734667,41.61989878,2.990505285,13.1,15.02857143,20.91578386,50.25428814,-25.25297211,11.6086219,27.89199937
