32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibillity_in_24h,32_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
373,45798,Genetic bank,ABC-22784,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3658,15,37,1,3,168,0.5897,0.9376,,0.3479,115.317625,24.89491306,192.9764626,-154.9235374,-80.28105364,
374,45798,Genetic bank,ABC-25113,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3659,15,37,1,1,169,0.6001,0.8178,,0.2177,241.759,52.61818791,246.752456,29.05245595,11.77392778,
375,45798,Genetic bank,ABC-25113,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3659,15,37,1,2,170,0.5863,0.9339,,0.3476,111.859,24.3458067,246.752456,-100.8475441,-40.86992515,
376,45798,Genetic bank,ABC-25113,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3659,15,37,1,3,171,0.5769,0.8287,,0.2518,207.5672,45.18546383,246.7031548,-5.09684524,-2.065983001,
377,45798,Genetic bank,ABC-33114,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Shrub,F24-3660,15,37,1,1,172,0.5916,0.9253,,0.3337,123.95,27.08401617,251.7303825,-81.9696175,-32.56246492,
378,45798,Genetic bank,ABC-33114,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Shrub,F24-3660,15,37,1,2,173,0.5874,1.0779,,0.4905,-32.39235,-7.070903531,251.9821129,-238.5178871,-94.656674,
379,45798,Genetic bank,ABC-33114,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Shrub,F24-3660,15,37,1,3,174,0.5842,0.9483,,0.3641,93.64153,20.45729388,251.7807286,-112.3192714,-44.60995568,
380,45798,Genetic bank,ABC-43477,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F24-3662,15,37,1,1,175,0.545,0.922,,0.377,79.180725,17.35731491,174.945308,-202.054692,-115.4959194,
381,45798,Genetic bank,ABC-43477,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F24-3662,15,37,1,2,176,0.5879,0.895,,0.3071,148.716145,32.62634433,174.8054916,-132.2945084,-75.68097957,
382,45798,Genetic bank,ABC-43477,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F24-3662,15,37,1,3,177,0.5927,0.9803,,0.3876,68.67187,15.05064733,174.9802621,-212.6197379,-121.510698,
383,45798,Genetic bank,ABC-172-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3539,15,37,1,1,178,0.5791,0.9842,,0.4051,50.775,11.13792158,393.0098375,-12.0901625,-3.076300221,
384,45798,Genetic bank,ABC-172-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3539,15,37,1,2,179,0.5964,1.0157,,0.4193,36.848525,8.078185718,393.2456434,-26.0543566,-6.62546605,
385,45798,Genetic bank,ABC-172-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3539,15,37,1,3,180,0.5913,1.0023,,0.411,45.148525,9.897768495,393.2456434,-17.7543566,-4.514826012,
386,45798,Genetic bank,ABC-1467-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3540,15,37,1,1,181,0.5864,0.8395,,0.2531,210.252845,45.376401,449.2669185,196.1669185,43.66377991,
387,45798,Genetic bank,ABC-1467-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3540,15,37,1,2,182,0.6131,1.0227,,0.4096,53.567615,11.56549233,449.0873195,39.4873195,8.792793247,
388,45798,Genetic bank,ABC-1467-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3540,15,37,1,3,183,0.5861,0.9014,,0.3153,147.867615,31.92529232,449.0873195,133.7873195,29.79093679,
389,45798,Genetic bank,ABC-1475-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3541,15,37,1,1,184,0.6095,1.0287,,0.4192,35.11316,7.728845011,398.8642388,-20.33576118,-5.098416754,
390,45798,Genetic bank,ABC-1475-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3541,15,37,1,2,185,0.6049,0.9198,,0.3149,139.41316,30.68657751,398.8642388,83.96423882,21.0508315,
391,45798,Genetic bank,ABC-1475-1,Stylosanthes,hamata,Stylosanthes hamata,Fabaceae,Fabales,Herbaceous,F24-3541,15,37,1,3,186,0.5693,0.9599,,0.3906,63.35,13.95528142,398.5454025,7.9454025,1.99360034,
392,45798,Genetic bank,ABC-1650-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3542,15,37,1,1,187,0.6111,0.9079,,0.2968,162.866915,35.43150696,475.686307,178.886307,37.60593996,
393,45798,Genetic bank,ABC-1650-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3542,15,37,1,2,188,0.6237,1.1559,,0.5322,-72.625,-15.80264375,475.5911888,-56.60881125,-11.90283012,
394,45798,Genetic bank,ABC-1650-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3542,15,37,1,3,189,0.6066,0.9082,,0.3016,158.250745,34.41350193,475.8765435,174.2765435,36.62221764,
395,45798,Genetic bank,ABC-1706-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3543,15,37,1,1,190,0.5932,1.037,,0.4438,19.86039,4.283391557,461.7593824,17.9593824,3.889337842,
396,45798,Genetic bank,ABC-1706-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3543,15,37,1,2,191,0.6051,0.8877,,0.2826,181.06039,39.05021734,461.7593824,179.1593824,38.79929444,
397,45798,Genetic bank,ABC-1706-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3543,15,37,1,3,192,0.593,0.9838,,0.3908,72.86039,15.71417175,461.7593824,70.9593824,15.36717717,
398,45798,Genetic bank,ABC-1727-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3544,15,37,1,1,193,0.5648,0.8754,,0.3106,150.067115,32.57604246,466.8630877,156.2630877,33.4708594,
399,45798,Genetic bank,ABC-1727-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3544,15,37,1,2,194,0.5793,0.8899,,0.3106,150.15923,32.58952186,466.9564416,156.3564416,33.48415991,
400,45798,Genetic bank,ABC-1727-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3544,15,37,1,3,195,0.6006,0.9078,,0.3072,153.55923,33.32743437,466.9564416,159.7564416,34.21227922,
401,45798,Genetic bank,ABC-1803-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3545,15,37,1,1,196,0.5789,0.8656,,0.2867,173.0593,37.64128317,356.8651687,70.16516866,19.66153461,
402,45798,Genetic bank,ABC-1803-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3545,15,37,1,2,197,0.5938,0.9648,,0.371,88.3,19.22490747,356.50866,-14.49134,-4.064793265,
403,45798,Genetic bank,ABC-1803-1,Stylosanthes,humilis,Stylosanthes humilis,Fabaceae,Fabales,Herbaceous,F24-3545,15,37,1,3,198,0.5949,1.036,,0.4411,18.47558,4.020139625,356.7225652,-84.3774348,-23.65351762,
404,45798,Genetic bank,ABC-1964-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3546,15,37,1,1,199,0.5835,0.879,,0.2955,155.95,34.54424632,360.031375,64.531375,17.92381983,
405,45798,Genetic bank,ABC-1964-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3546,15,37,1,2,200,0.6073,0.9048,,0.2975,154.04029,34.11440649,360.1033813,62.60338127,17.38483573,
406,45798,Genetic bank,ABC-1964-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3546,15,37,1,3,201,0.5965,1.0654,,0.4689,-17.45,-3.865322849,360.031375,-108.868625,-30.23864934,
407,45798,Genetic bank,ABC-2613-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3547,15,37,1,1,202,0.5929,0.8928,,0.2999,159.89194,34.77484621,353.8098978,53.90989783,15.23696713,
408,45798,Genetic bank,ABC-2613-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3547,15,37,1,2,203,0.6222,1.0631,,0.4409,18.98388,4.127972479,353.8806457,-87.01935434,-24.59002927,
409,45798,Genetic bank,ABC-2613-1,Stylosanthes,guianensis,Stylosanthes guianensis,Fabaceae,Fabales,Herbaceous,F24-3547,15,37,1,3,204,0.5731,1.0291,,0.456,3.97582,0.864354131,353.9513935,-102.0486065,-28.83124869,
410,45798,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,15,37,1,1,205,0.5966,0.8686,,0.272,-43.39342154,-18.9817029,#DIV/0!,#DIV/0!,#DIV/0!,
411,45798,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,15,37,1,2,206,0.5566,0.7225,,0.1659,62.61524542,27.40090505,#DIV/0!,#DIV/0!,#DIV/0!,
412,45798,LMF,Hohenheimer Heustandard,Hohenheimer,Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,F25-0017,15,37,1,3,207,0.5495,0.7367,,0.1872,41.49791149,18.14529535,#DIV/0!,#DIV/0!,#DIV/0!,
413,45798,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,15,37,1,1,208,0.5871,0.83,,0.2429,-18.48787389,-8.238357798,#DIV/0!,#DIV/0!,#DIV/0!,
414,45798,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,15,37,1,2,209,0.5732,0.8213,,0.2481,-23.68787389,-10.55552314,#DIV/0!,#DIV/0!,#DIV/0!,
415,45798,LMF,Homenheim Concentrate,Homenheim,Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,F25-0018,15,37,1,3,210,0.5553,0.6805,,0.1252,99.4812054,44.27660303,#DIV/0!,#DIV/0!,#DIV/0!,
416,45798,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,15,37,1,1,211,0.5674,0.9223,,0.3549,113.8484102,24.28774321,#DIV/0!,#DIV/0!,#DIV/0!,
417,45798,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,15,37,1,2,212,0.5633,1.0442,,0.4809,-11.96412797,-2.551335627,#DIV/0!,#DIV/0!,#DIV/0!,
418,45798,LMF,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,Grasses,F25-0008,15,37,1,3,213,0.5535,0.9066,,0.3531,115.929603,24.71690534,#DIV/0!,#DIV/0!,#DIV/0!,
419,45798,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,15,37,1,1,214,-,,,,,,,,,
420,45798,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,15,37,1,2,215,-,,,,,,,,,
421,45803,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,15,38,2,1,1,-,-,,,,,,,,
422,45803,,BLANK 24 H,,,BLANK 24 H,,,,BLANK 24 H,15,38,2,2,3,-,-,,,,,,,,
423,45803,Genetic bank,ABC-17360,Alysicarpus,vaginalis,Alysicarpus vaginalis,Fabaceae,Fabales,Herbaceous,F24-3639,15,38,2,1,4,0.5727,0.7273,,0.1546,309.953565,66.72073758,172.1867789,17.58677887,10.21378005,
424,45803,Genetic bank,ABC-17360,Alysicarpus,vaginalis,Alysicarpus vaginalis,Fabaceae,Fabales,Herbaceous,F24-3639,15,38,2,2,5,0.5802,0.7654,,0.1852,279.167855,60.11782512,172.1179455,-13.08205454,-7.600633687,
425,45803,Genetic bank,ABC-17360,Alysicarpus,vaginalis,Alysicarpus vaginalis,Fabaceae,Fabales,Herbaceous,F24-3639,15,38,2,3,6,0.5637,0.7583,,0.1946,269.767855,58.09356787,172.1179455,-22.48205454,-13.06200494,
426,45803,Genetic bank,ABC-17768,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24-3640,15,38,2,1,7,0.6033,0.8047,,0.2014,266.39894,56.94731587,224.8943404,23.49434041,10.44683488,
427,45803,Genetic bank,ABC-17768,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24-3640,15,38,2,2,8,0.5983,0.772,,0.1737,294.192425,62.87608204,224.9392833,51.23928332,22.77916181,
428,45803,Genetic bank,ABC-17768,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24-3640,15,38,2,3,9,0.6121,0.8014,,0.1893,278.218485,59.50962238,224.7595117,35.45951166,15.77664563,
429,45803,Genetic bank,ABC-18004,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3641,15,38,2,1,10,0.5797,0.7776,,0.1979,267.35764,57.46442767,211.4828603,13.58286026,6.422676639,
430,45803,Genetic bank,ABC-18004,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3641,15,38,2,2,11,0.5887,0.7696,,0.1809,284.17176,61.10277691,211.3983685,30.49836851,14.42696494,
431,45803,Genetic bank,ABC-18004,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24-3641,15,38,2,3,12,0.6106,0.8096,,0.199,265.88588,57.1937956,211.3138768,12.31387675,5.827292056,
432,45803,Genetic bank,ABC-18430,Alysicarpus,vaginalis,Alysicarpus vaginalis,Fabaceae,Fabales,Herbaceous,F24-3642,15,38,2,1,13,0.5959,0.7576,,0.1617,301.64265,65.10142116,185.6382327,23.93823272,12.89509837,
433,45803,Genetic bank,ABC-18430,Alysicarpus,vaginalis,Alysicarpus vaginalis,Fabaceae,Fabales,Herbaceous,F24-3642,15,38,2,2,14,0.5941,0.7677,,0.1736,289.92795,62.54810524,185.7124732,12.11247317,6.522164592,
434,45803,Genetic bank,ABC-18430,Alysicarpus,vaginalis,Alysicarpus vaginalis,Fabaceae,Fabales,Herbaceous,F24-3642,15,38,2,3,15,0.6158,0.7848,,0.169,294.71325,63.55506339,185.7867136,16.78671361,9.035475835,
435,45803,Genetic bank,ABC-18708,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24-3644,15,38,2,1,16,0.6156,0.8324,,0.2168,247.89646,53.34588949,199.1689028,-17.63109724,-8.852334376,
436,45803,Genetic bank,ABC-18708,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24-3644,15,38,2,2,17,0.5932,0.7862,,0.193,271.88219,58.4841054,199.2485066,6.248506634,3.136036872,
437,45803,Genetic bank,ABC-18708,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24-3644,15,38,2,3,18,0.5922,0.7983,,0.2061,258.503595,55.63960283,199.1291008,-6.970899183,-3.500693346,
438,45803,Genetic bank,ABC-18850,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3645,15,38,2,1,19,0.6085,0.8298,,0.2213,248.56287,52.90115178,190.5528869,-30.74711307,-16.13573721,
439,45803,Genetic bank,ABC-18850,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3645,15,38,2,2,20,0.6177,0.8194,,0.2017,268.35074,57.08973887,190.6290776,-11.07092239,-5.807572765,
440,45803,Genetic bank,ABC-18850,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3645,15,38,2,3,21,0.6095,0.8163,,0.2068,263.344675,56.01353987,190.6671729,-16.13282705,-8.461250463,
441,45803,Genetic bank,ABC-18865,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3646,15,38,2,1,22,0.5977,0.8282,,0.2305,236.74343,50.66811319,192.8313636,-37.66863644,-19.53449675,
442,45803,Genetic bank,ABC-18865,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3646,15,38,2,2,23,0.6114,0.8194,,0.208,259.43029,55.5013861,192.9084807,-15.09151932,-7.823149746,
443,45803,Genetic bank,ABC-18865,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3646,15,38,2,3,24,0.6069,0.8059,,0.199,268.43029,57.42680689,192.9084807,-6.091519317,-3.157724998,
444,45803,Genetic bank,ABC-19032,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3647,15,38,2,1,25,0.6057,0.7976,,0.1919,270.38484,58.48879665,184.2205087,-7.67949126,-4.168640784,
445,45803,Genetic bank,ABC-19032,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3647,15,38,2,2,26,0.6068,0.7927,,0.1859,276.38484,59.78669774,184.2205087,-1.67949126,-0.911674423,
446,45803,Genetic bank,ABC-19032,Canavalia,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,F24-3647,15,38,2,3,27,0.5763,0.7218,,0.1455,316.78484,68.52589845,184.2205087,38.72050874,21.01856574,
447,45803,Genetic bank,ABC-19119,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3648,15,38,2,1,28,0.5969,0.7205,,0.1236,339.05999,73.28491707,191.3793049,67.77930486,35.41621437,
448,45803,Genetic bank,ABC-19119,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3648,15,38,2,2,29,0.5821,0.7649,,0.1828,280.137475,60.51302608,191.4940865,8.694086534,4.540133166,
449,45803,Genetic bank,ABC-19119,Alysicarpus,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,F24-3648,15,38,2,3,30,0.6231,0.824,,0.2009,261.667495,56.56850034,191.3410443,-9.558955693,-4.995768539,
450,45803,Genetic bank,ABC-20303,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3650,15,38,2,1,31,0.5921,0.782,,0.1899,255.15295,57.33091984,147.1345053,-42.76549473,-29.06557823,
451,45803,Genetic bank,ABC-20303,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3650,15,38,2,2,32,0.5791,0.7649,,0.1858,259.163975,58.24381064,147.1050901,-38.69490987,-26.30426305,
452,45803,Genetic bank,ABC-20303,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24-3650,15,38,2,3,33,0.6365,0.8255,,0.189,256.2309,57.55011613,147.1933355,-41.80666446,-28.40255254,
453,45803,Genetic bank,ABC-20589,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F24-3651,15,38,2,1,34,0.5855,0.7825,,0.197,263.54314,57.22441984,177.5393805,-19.46061953,-10.96129742,
454,45803,Genetic bank,ABC-20589,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F24-3651,15,38,2,2,35,0.6044,0.7927,,0.1883,272.335175,59.12166282,177.57486,-10.72514004,-6.039785159,
455,45803,Genetic bank,ABC-20589,Uraria,lagopodioides,Uraria lagopodioides,Fabaceae,Fabales,Herbaceous,F24-3651,15,38,2,3,36,0.5989,0.7991,,0.2002,260.251105,56.52089922,177.503901,-22.69609902,-12.78625365,
456,45803,Genetic bank,ABC-21687,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3652,15,38,2,1,37,0.5932,0.8153,,0.2221,237.40873,51.6657714,220.334436,-1.765563965,-0.801310951,
457,45803,Genetic bank,ABC-21687,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3652,15,38,2,2,38,0.5946,0.8349,,0.2403,219.025,47.68410167,220.2463375,-20.0536625,-9.105106004,
458,45803,Genetic bank,ABC-21687,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24-3652,15,38,2,3,39,0.5941,0.825,,0.2309,228.516865,49.74063479,220.2903868,-10.60961323,-4.816194382,
459,45803,Genetic bank,ABC-22048,Aeschynomene,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3653,15,38,2,1,40,0.5788,0.747,,0.1682,279.18262,62.40354621,185.0598208,16.85982076,9.110470708,
460,45803,Genetic bank,ABC-22048,Aeschynomene,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3653,15,38,2,2,41,0.605,0.7606,,0.1556,291.425,65.19210335,184.9118913,29.31189125,15.85181518,
461,45803,Genetic bank,ABC-22048,Aeschynomene,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,F24-3653,15,38,2,3,42,0.5994,0.7514,,0.152,295.114405,66.00422659,184.9488736,32.94887363,17.81512533,
462,45803,Genetic bank,ABC-22156,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,F24-3654,15,38,2,1,43,0.5868,0.7421,,0.1553,293.175,65.37153687,187.4177025,32.1177025,17.13696309,
463,45803,Genetic bank,ABC-22156,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,F24-3654,15,38,2,2,44,0.5781,0.7734,,0.1953,253.264695,56.46112987,187.455186,-7.84481396,-4.184901002,
464,45803,Genetic bank,ABC-22156,Arachis,pintoi,Arachis pintoi,Fabaceae,Fabales,Herbaceous,F24-3654,15,38,2,3,45,0.5818,0.7378,,0.156,292.744085,65.23631058,187.5301531,31.53015312,16.81337779,
465,45803,Genetic bank,ABC-22507,Desmanthus,subulatus,Desmanthus subulatus,Fabaceae,Fabales,Shrub,F24-3655,15,38,2,1,46,0.5655,0.8151,,0.2496,200.27988,44.51852348,196.6424955,-52.95750445,-26.93085455,
466,45803,Genetic bank,ABC-22507,Desmanthus,subulatus,Desmanthus subulatus,Fabaceae,Fabales,Shrub,F24-3655,15,38,2,2,47,0.5842,0.826,,0.2418,208.3497,46.28453601,196.7604339,-45.03956613,-22.89056049,
467,45803,Genetic bank,ABC-22507,Desmanthus,subulatus,Desmanthus subulatus,Fabaceae,Fabales,Shrub,F24-3655,15,38,2,3,48,0.5683,0.7857,,0.2174,232.56982,51.68564861,196.6818083,-20.71819168,-10.53386272,
468,45803,Genetic bank,ABC-22510,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3656,15,38,2,1,49,0.5899,0.8468,,0.2569,182.93795,41.59212501,188.5585292,-68.34147084,-36.2441684,
469,45803,Genetic bank,ABC-22510,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3656,15,38,2,2,50,0.5668,0.8338,,0.267,172.9259,39.30796073,188.5962333,-78.40376667,-41.57228662,
470,45803,Genetic bank,ABC-22510,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3656,15,38,2,3,51,0.5747,0.8597,,0.285,155.01385,35.22931153,188.6339375,-96.36606251,-51.08628054,
471,45803,,BLANK 8H,,,BLANK 8H,,,,BLANK 8H,15,38,2,1,52,-,-,,,,,,,,
472,45803,,BLANK 8H,,,BLANK 8H,,,,BLANK 8H,15,38,2,2,53,-,-,,,,,,,,
473,45803,Genetic bank,ABC-22598,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3657,15,38,2,1,54,0.5967,0.7851,,0.1884,256.63074,57.66584573,202.1107106,13.71071057,6.78376249,
474,45803,Genetic bank,ABC-22598,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3657,15,38,2,2,55,0.5817,0.7709,,0.1892,255.563935,57.46057962,201.9895411,12.78954108,6.33178382,
475,45803,Genetic bank,ABC-22598,Lablab,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,F24-3657,15,38,2,3,56,0.5911,0.7657,,0.1746,270.341805,60.75891318,202.0703207,27.47032074,13.59443615,
476,45803,Genetic bank,ABC-22784,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3658,15,38,2,1,57,0.5952,0.8794,,0.2842,178.925,38.634278,192.937875,-91.262125,-47.301301,
477,45803,Genetic bank,ABC-22784,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3658,15,38,2,2,58,0.5804,0.8058,,0.2254,237.817625,51.3403662,192.9764626,-32.42353742,-16.8018094,
478,45803,Genetic bank,ABC-22784,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,F24-3658,15,38,2,3,59,0.5906,0.8369,,0.2463,216.825,46.81781377,192.937875,-53.362125,-27.65767219,
479,45803,Genetic bank,ABC-25113,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3659,15,38,2,1,60,0.5904,0.7785,,0.1881,270.9,59.01960784,246.50595,58.40595,23.69352545,
480,45803,Genetic bank,ABC-25113,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3659,15,38,2,2,61,0.5815,0.7948,,0.2133,245.8836,53.54799257,246.6045524,33.30455238,13.50524638,
481,45803,Genetic bank,ABC-25113,Centrosema,brasilianum,Centrosema brasilianum,Fabaceae,Fabales,Climber,F24-3659,15,38,2,3,62,0.591,0.8335,,0.2425,216.6836,47.18888044,246.6045524,4.10455238,1.664426849,
482,45803,Genetic bank,ABC-33114,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Shrub,F24-3660,15,38,2,1,63,0.5714,0.8847,,0.3133,144.62459,31.5826215,251.8814207,-61.41857927,-24.38392601,
483,45803,Genetic bank,ABC-33114,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Shrub,F24-3660,15,38,2,2,64,0.5889,0.9002,,0.3113,146.62459,32.01937463,251.8814207,-59.41857927,-23.58990159,
484,45803,Genetic bank,ABC-33114,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Shrub,F24-3660,15,38,2,3,65,0.5419,0.8666,,0.3247,133.31612,29.10729867,251.9317668,-72.76823319,-28.88410387,
485,45803,Genetic bank,ABC-43477,Desmodium,cinereum,Desmodium cinereum,Fabaceae,Fabales,Shrub,F24-3662,15,38,2,1,66,0.5739,0.8581,,0.2842,171.980725,37.7001297,174.945308,-109.254692,-62.45077001,
