31_no,31_date,31_requisitioner,31_gene_bank_id,31_tax_name,31_family,31_order,31_genus2,31_species3,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrangue_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks_1,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_column8
No,Date,Requisitioner,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Column8
708,45960,Genetic bank,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,52,1,2,177,0.5,460.9269348,226.5269348,0.341666667,40.5,0.690972222,77,12.2,40,0.367361111,87,14.4,,36.5,47,33.54997748,43.12809544,76.67807292,4.093097253,6.210445744,10.303543,166.3562425,49.14595301,2.954259623,12.2,13.43740473,22.35396159,45.48484711,209.6519116,12.40683543,25.24487708,
709,45960,Genetic bank,ABC-11313-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3559,25,52,1,3,178,0.5001,461.0191202,223.3191202,0.341666667,41,0.690972222,75,12.5,40.5,0.368055556,85,14.2,,34,44.5,31.04997748,40.62809544,71.67807292,3.881247185,5.769189553,9.650436738,155.4774407,48.44031634,3.11558488,12.5,13.46358286,20.93283405,43.21366092,199.2232394,11.61808506,23.98432945,
710,45960,Genetic bank,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,52,1,1,179,0.5,457.5127358,229.9127358,0.342361111,41,0.691666667,73.5,12.7,40.5,0.36875,83,12.1,,32.5,42.5,29.54997748,38.62809544,68.17807292,3.75284714,4.673999548,8.426846688,149.0189619,50.25275097,3.372238696,12.7,12.36005409,18.41882429,36.65237013,167.6892613,10.22276614,20.34269955,
711,45960,Genetic bank,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,52,1,2,180,0.5,457.5127358,162.7127358,0.342361111,41,0.692361111,75,12.8,41,0.36875,85,12,Embolo duro 24h,34,44,31.04997748,40.12809544,71.17807292,3.974397117,4.815371453,8.78976857,155.5761564,35.56463526,2.285995238,12.8,12.34898363,19.21207408,54.02016339,247.1491274,10.6630335,29.98212528,
712,45960,Genetic bank,ABC-11417-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3560,25,52,1,3,181,0.5,457.5127358,218.8127358,0.342361111,40.5,0.693055556,71,12.5,40,0.369444444,82,11.9,,30.5,42,27.54997748,38.12809544,65.67807292,3.443747185,4.537243358,7.980990543,143.5546331,47.826589,3.331594945,12.5,12.15168197,17.44430246,36.47406772,166.8735051,9.681889671,20.24373863,
713,45960,Genetic bank,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,52,1,1,182,0.5002,460.3860681,216.8860681,0.342361111,41,0.693055556,77,12.3,40.5,0.370138889,87.5,13.7,,36,47,33.04997748,43.12809544,76.17807292,4.06514723,5.908549076,9.973696306,165.4656346,47.10960716,2.84709313,12.3,13.09260778,21.66376656,45.98587818,211.7125764,12.02376525,25.52295799,
714,45960,Genetic bank,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,52,1,2,183,0.5001,460.2940277,275.2940277,0.343055556,40.5,0.69375,76,12.9,40,0.370833333,85,14,,35.5,45,32.54997748,41.12809544,73.67807292,4.198947095,5.757933362,9.956880457,160.0674102,59.80829886,3.736444464,12.9,13.51403486,21.6315656,36.16816732,166.4799141,12.00589316,20.07395861,
715,45960,Genetic bank,ABC-11624-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3561,25,52,1,3,184,0.5001,460.2940277,240.3940277,0.343055556,41,0.69375,80.5,12.9,41,0.371527778,89,14.3,,39.5,48,36.54997748,44.12809544,80.67807292,4.714947095,6.310317648,11.02526474,175.2750809,52.22618875,2.979669928,12.9,13.66575123,23.95265652,45.86330554,211.1060563,13.29413877,25.45492806,
716,45960,Genetic bank,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,52,1,1,185,0.5,453.375,192.475,0.34375,40.5,0.694444444,80,12.3,40,0.372222222,86,14.4,Muestra despues del clic,39.5,46,36.54997748,42.12809544,78.67807292,4.49564723,6.066445744,10.56209297,173.5386224,42.45381858,2.446361392,12.3,13.4244429,23.29659327,54.87514209,248.7901754,12.93001232,30.45665326,
717,45960,Genetic bank,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,52,1,2,186,0.5003,453.647025,233.047025,0.34375,41.5,0.694444444,80,12.4,40.5,0.372222222,86,14.4,,38.5,45.5,35.54997748,41.62809544,77.17807292,4.408197207,5.994445744,10.40264295,170.1280261,51.37188434,3.019601503,12.4,13.47875447,22.93113892,44.63752735,202.4968148,12.72717883,24.77459995,
718,45960,Genetic bank,ABC-11690-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3562,25,52,1,3,187,0.5001,453.465675,209.365675,0.34375,40.5,0.695833333,79,12.7,40,0.372916667,85,14.6,,38.5,45,35.54997748,41.12809544,76.67807292,4.51484714,6.004701935,10.51954907,169.0934444,46.17012633,2.730450402,12.7,13.71910988,23.19811544,50.24486022,227.8431945,12.87535542,27.88676671,
719,45960,Genetic bank,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,52,1,1,188,0.5001,453.6226902,219.6226902,0.34375,41.5,0.696527778,82,13.9,40.5,0.373611111,89,15.6,,40.5,48.5,37.54997748,44.62809544,82.17807292,5.21944687,6.961982889,12.18142976,181.159529,48.41527881,2.672521786,13.9,14.82321175,26.85366059,55.46526065,251.6030075,14.90424622,30.78417927,
720,45960,Genetic bank,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,52,1,2,189,0.5001,453.6226902,186.2226902,0.34375,40.5,0.697916667,82,13.7,40.5,0.374305556,87,15.7,,41.5,46.5,38.54997748,42.62809544,81.17807292,5.281346915,6.692610984,11.9739579,178.9550538,41.05233143,2.294002352,13.7,14.75023669,26.39629401,64.299135,291.675466,14.65039986,35.68713237,
721,45960,Genetic bank,ABC-11762-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3563,25,52,1,3,190,0.5001,453.6226902,240.9226902,0.344444444,40.5,0.698611111,85,13.1,40,0.374305556,88,15.9,,44.5,48,41.54997748,44.12809544,85.67807292,5.44304705,7.016367175,12.45941423,188.8751925,53.11081113,2.81195272,13.1,14.54212706,27.46647047,51.71540386,234.5928063,15.24436631,28.70294387,
722,45960,Genetic bank,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,52,1,1,191,0.5002,460.4631408,255.3631408,0.344444444,40.5,0.700694444,88,12.8,41,0.375,94,15.5,,47.5,53,44.54997748,49.12809544,93.67807292,5.702397117,7.614854794,13.31725191,203.4431524,55.45788971,2.725964923,12.8,14.21597552,28.92142873,52.15025109,240.1326841,16.05189332,28.94429161,
723,45960,Genetic bank,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,52,1,2,192,0.5002,460.4631408,299.4631408,0.345138889,41,0.700694444,84,13.7,41,0.375694444,90,15.8,,43,49,40.04997748,45.12809544,85.17807292,5.486846915,7.13023908,12.61708599,184.9834772,65.03520353,3.515730405,13.7,14.81259855,27.40085987,42.13235045,194.0039442,15.20795129,23.38418343,
724,45960,Genetic bank,ABC-11778-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3564,25,52,1,3,193,0.5001,460.371085,206.271085,0.345138889,41,0.701388889,86,12.8,40.5,0.376388889,90,15.6,,45,49.5,42.04997748,45.62809544,87.67807292,5.382397117,7.117982889,12.50038001,190.4508684,44.80539541,2.352596015,12.8,14.25713361,27.15283478,60.60170773,278.9927394,15.07029307,33.63499626,
725,45960,Genetic bank,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,52,1,1,194,0.5,461.5038496,240.0038496,0.345138889,40,0.702083333,75.5,13.9,40,0.376388889,80,15.7,,35.5,40,32.54997748,36.12809544,68.67807292,4.52444687,5.672110984,10.19655785,148.8136512,52.00473405,3.4946212,13.9,14.84688987,22.09419892,42.48497626,196.069801,12.26266265,23.57989686,
726,45960,Genetic bank,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,52,1,2,195,0.5002,461.6884512,179.6884512,0.345138889,40.5,0.702777778,84.5,13.3,40,0.377083333,87,15.6,,44,47,41.04997748,43.12809544,84.17807292,5.459647005,6.727982889,12.18762989,182.3265726,38.91984967,2.134623007,13.3,14.47839024,26.3979527,67.82645081,313.1468902,14.65132046,37.64485367,
727,45960,Genetic bank,ABC-11784-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3565,25,52,1,3,196,0.5003,461.7807519,158.7807519,0.345833333,40.5,0.703472222,79.5,13.9,40,0.377777778,87,15.6,Muestra en la meguera 0h,39,47,36.04997748,43.12809544,79.17807292,5.01094687,6.727982889,11.73892976,171.46248,34.38444571,2.005362673,13.9,14.82598569,25.42100274,73.9316927,341.4023265,14.10909633,41.03336855,
728,45960,Genetic bank,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,52,1,1,197,0.5001,459.1188752,274.3188752,0.345833333,41,0.703472222,84,13.1,41,0.378472222,88,15.4,,43,47,40.04997748,43.12809544,83.17807292,5.24654705,6.641726698,11.88827375,181.1689247,59.7489866,3.297971035,13.1,14.29255732,25.8936724,43.33742525,198.9702993,14.37143617,24.05302079,
729,45960,Genetic bank,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,52,1,2,198,0.5001,459.1188752,144.0188752,0.345833333,40.5,0.704166667,84.5,12.6,40.5,0.378472222,84.5,15.4,,44,44,41.04997748,40.12809544,81.17807292,5.172297162,6.179726698,11.35202386,176.8127544,31.36853721,1.774110545,12.6,13.98410119,24.72567449,78.82316706,361.892038,13.72317712,43.74822144,
730,45960,Genetic bank,ABC-11820-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3566,25,52,1,3,199,0.5001,459.1188752,266.2188752,0.346527778,40.5,0.704861111,82,12.7,40,0.379166667,86.5,15.2,,41.5,46.5,38.54997748,42.62809544,81.17807292,4.89584714,6.479470507,11.37531765,176.8127544,57.98473763,3.27944315,12.7,14.01279587,24.77641034,42.72919281,196.1777894,13.7513364,23.71544127,
731,45960,Genetic bank,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,52,1,1,200,0.5003,457.0055053,114.0055053,0.346527778,41,0.704861111,79,12.6,40,0.379861111,85,14.2,,38,45,35.04997748,41.12809544,76.17807292,4.416297162,5.840189553,10.25648672,166.6896176,24.94619955,1.496565887,12.6,13.46383063,22.44280779,89.96483712,411.1442585,12.45614661,49.93204108,
732,45960,Genetic bank,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,52,1,2,201,0.5003,457.0055053,173.2055053,0.346527778,41.5,0.705555556,78,13,41,0.380555556,87,14.2,,36.5,46,33.54997748,42.12809544,75.67807292,4.361497072,5.982189553,10.34368663,165.5955389,37.90009164,2.288714533,13,13.66801007,22.63361492,59.71915619,272.9198315,12.56204787,33.14516489,
733,45960,Genetic bank,ABC-12042-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3567,25,52,1,3,202,0.5001,456.8228127,0,0.346527778,40.5,0.70625,58,13,39,0.38125,62,14,"Embolo duro 0h, en la primera agitación se observa líquido por la parte superior del embolo, embolo duro 24h",17.5,23,14.54997748,19.12809544,33.67807292,1.891497072,2.677933362,4.569430434,73.72239736,0,0,13,13.56796882,10.00263189,#DIV/0!,#DIV/0!,5.551633754,#DIV/0!,
734,45960,LMF-invivo,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,52,1,1,203,0.5,445,46.3,0.347222222,40,0.706944444,61,15.8,40,0.381944444,71,14.5,,21,31,18.04997748,27.12809544,45.17807292,2.851896442,3.933573839,6.785470281,101.5237594,10.40449438,1.024833443,15.8,15.01938848,15.24824782,146.5544337,652.16723,8.463041352,81.34024625,
735,45960,LMF-invivo,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,52,1,2,204,0.5002,445.178,-20.422,0.347222222,41.5,0.707638889,62.5,15.7,41,0.382638889,74,14.5,,21,33,18.04997748,29.12809544,47.17807292,2.833846464,4.223573839,7.057420303,105.9757511,-4.587378532,-0.432870584,15.7,14.95911102,15.85303026,-345.5792921,-1538.442981,8.798706066,-191.802486,
736,45960,LMF-invivo,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,Dieta 1_Exp1,25,52,1,3,205,0.4993,444.377,-66.323,0.347222222,41.5,0.707638889,60,16.7,41,0.383333333,71.5,14.6,,18.5,30.5,15.54997748,26.62809544,42.17807292,2.596846239,3.887701935,6.484548174,94.91506744,-14.92493986,-1.572452116,16.7,15.37421633,14.59244779,-97.77223849,-434.4773403,8.099060991,-54.26528393,
737,45960,LMF-invivo,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,52,1,1,206,0.5003,445.267,163.967,0.347222222,41,0.708333333,71.5,13.5,40.5,0.384027778,73,14.5,,30.5,32.5,27.54997748,28.62809544,56.17807292,3.71924696,4.151073839,7.870320799,126.1671602,36.8244222,2.918701042,13.5,14.00959554,17.67550885,47.99941939,213.7255747,9.810213216,26.6405082,
738,45960,LMF-invivo,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,52,1,2,207,0.5002,445.178,88.478,0.347916667,40.5,0.709027778,73.5,13.2,40,0.384722222,73.5,14.6,,33,33.5,30.04997748,29.62809544,59.67807292,3.966597027,4.325701935,8.292298962,134.0544073,19.87474673,1.482588088,13.2,13.89505149,18.62692892,93.72159138,417.2279061,10.33826781,52.0171047,
739,45960,LMF-invivo,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,Dieta 2_Exp1,25,52,1,3,208,0.4996,444.644,151.544,0.347916667,41.5,0.709722222,73,13.5,40,0.384722222,71,14.2,,31.5,31,28.54997748,27.12809544,55.67807292,3.85424696,3.852189553,7.706436513,125.2194405,34.08209714,2.721789603,13.5,13.84106185,17.33170022,50.85279861,226.1139179,9.619393478,28.22418303,
740,45960,LMF,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,,,,F25-0017,25,52,1,1,209,0.2502,228.5152454,120.6152454,0.348611111,41,0.709722222,67,15.6,40.5,0.386111111,72,16.2,,26,31.5,23.04997748,27.62809544,50.67807292,3.595796487,4.475751462,8.071547948,221.7710806,52.78214379,2.380028254,15.6,15.92710118,35.32170439,66.91979874,152.9219423,19.60415704,37.14164608,
741,45960,LMF,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,,,,F25-0017,25,52,1,2,210,0.2501,228.4239124,80.62391239,0.348611111,40,0.710416667,70,14.1,40,0.386111111,69,16.2,,30,29,27.04997748,25.12809544,52.17807292,3.814046825,4.070751462,7.884798286,228.4264917,35.29574095,1.545168456,14.1,15.11132521,34.51827002,97.79726699,223.3923435,19.15823706,54.27917517,
742,45960,LMF,Hohenheimer Heustandard/IAG 2025/1 S1,Hohenheimer Heustandard/Green meal ,Hohenheimer,Heustandard,,,,F25-0017,25,52,1,3,211,0.25,228.3325794,128.6325794,0.348611111,40.5,0.711111111,65.5,15.1,40,0.386805556,70,16.2,,25,30,22.04997748,26.12809544,48.17807292,3.329546599,4.232751462,7.562298061,210.9995562,56.33562224,2.669940318,15.1,15.69655572,33.11966292,58.78991231,134.2365232,18.38198592,32.62941846,
743,45960,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,Sample 8,25,52,1,1,212,0.5003,468.935872,123.435872,0.348611111,41,0.711111111,67,14.7,40.5,0.3875,79,15.8,,26,38.5,23.04997748,34.62809544,57.67807292,3.38834669,5.47123908,8.859585769,122.9977836,26.32254843,2.140083151,14.7,15.3604053,18.89295807,71.77480601,336.5778124,10.4859186,39.83625911,
744,45960,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,Sample 8,25,52,1,2,213,0.5001,468.7484102,134.9484102,0.349305556,41,0.711805556,64,15.4,41.5,0.388194444,76,16.1,,23,34.5,20.04997748,30.62809544,50.67807292,3.087696532,4.931123366,8.018819898,108.1135889,28.78909181,2.662855992,15.4,15.82305608,17.1068738,59.42137361,278.5367441,9.494610927,32.9798904,
745,45960,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,Sample 8,25,52,1,3,214,0.5005,469.1233339,95.8233339,0.349305556,41,0.7125,67,13.9,40,0.388194444,77.5,15.5,,26,37.5,23.04997748,33.62809544,56.67807292,3.20394687,5.212354794,8.416301663,120.8169981,20.426043,1.690659702,13.9,14.84930808,17.94048826,87.83144272,412.0377923,9.957281372,48.74797029,
746,,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,25,52,1,1,215,,,0,0.349305556,40,0.713194444,43,,40,0.388888889,44,,,3,4,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
747,,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,25,52,1,2,216,,,0,0.35,39.5,0.671527778,43,,40,0.389583333,44.5,,,3.5,4.5,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
748,45966,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,25,53,2,1,1,,,0,0.329861111,40,0.667361111,41.5,,40,0.333333333,42.5,,,1.5,2.5,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
749,45966,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,25,53,2,2,2,,,0,0.330555556,40,0.668055556,43,,40,0.334027778,44,,,3,4,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
750,45966,Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2136,25,53,2,1,3,0.5001,484.7811263,212.5811263,0.33125,40.5,0.669444444,79,12.8,40,0.335416667,87.5,15,,38.5,47.5,36.5087348,44.84497973,81.35371453,4.673118054,6.72674696,11.39986501,167.8153503,43.85094938,2.613047573,12.8,14.01271605,23.51548853,53.62595077,259.9684881,13.05150297,29.76333046,
751,45966,Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2136,25,53,2,2,4,0.5001,484.7811263,217.2811263,0.33125,40.5,0.669444444,77.5,12.8,40,0.336111111,85.5,0.336111111,,37,45.5,35.0087348,42.84497973,77.85371453,4.481118054,0.144006737,4.625124792,160.5955973,44.82045907,2.790889653,12.8,5.940788849,9.540645336,21.28636237,103.1922673,5.295223224,11.81429939,
752,45966,Benchmark,CIAT_6962_Mombaza _Ex,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,grasses,F25-2136,25,53,2,3,5,0.5001,484.7811263,199.0811263,0.33125,41,0.670138889,78.5,13.5,40,0.336111111,84.5,15.1,,37.5,44.5,35.5087348,41.84497973,77.35371453,4.793679198,6.318591939,11.11227114,159.564204,41.0661875,2.573646625,13.5,14.36553009,22.92224374,55.81780324,270.5941752,12.72224185,30.9798465,
753,45966,Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2137,25,53,2,1,6,0.5006,484.5073193,283.7073193,0.331944444,40.5,0.670833333,78.5,12.8,40.5,0.336805556,101,13.5,,38,60.5,36.0087348,57.84497973,93.85371453,4.609118054,7.809072264,12.41819032,193.7095907,58.55583765,3.022867243,12.8,13.23143189,25.63055257,43.77113128,212.0743348,14.22540011,24.29373515,
754,45966,Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2137,25,53,2,2,7,0.5005,484.4105339,254.1105339,0.331944444,41,0.671527778,76.5,13.4,40.5,0.336805556,100,13.6,,35.5,59.5,33.5087348,56.84497973,90.35371453,4.490170463,7.730917244,12.22108771,186.5230176,52.45768127,2.812397202,13.4,13.52582765,25.22878189,48.0935895,232.9704137,14.00241043,26.69277424,
755,45966,Benchmark, CIAT_606_Basilisk_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2137,25,53,2,3,8,0.5002,484.120178,257.220178,0.331944444,41,0.671527778,76,13.3,40.5,0.336805556,100,13.6,,35,59.5,33.0087348,56.84497973,89.85371453,4.390161728,7.730917244,12.12107897,185.6020852,53.13147224,2.86265492,13.3,13.48979175,25.03733478,47.12335971,228.1336929,13.89615398,26.15427992,
756,45966,Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2138,25,53,2,1,9,0.5002,480.772142,263.472142,0.332638889,40.5,0.672222222,77.5,12.9,40,0.3375,99,13.7,,37,59,35.0087348,56.34497973,91.35371453,4.516126789,7.719262223,12.23538901,190.0145756,54.80187369,2.884087892,12.9,13.39342256,25.44945504,46.43902357,223.2658883,14.12488785,25.77446152,
757,45966,Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2138,25,53,2,2,10,0.5002,480.772142,240.472142,0.332638889,40.5,0.672222222,76.5,13.4,40,0.3375,96.6,13.8,,36,56.6,34.0087348,53.94497973,87.95371453,4.557170463,7.444407203,12.00157767,182.9426184,50.01790266,2.734076023,13.4,13.64533349,24.96313038,49.90839091,239.94564,13.85496925,27.70002042,
758,45966,Benchmark, CIAT_6294_Marandu_Opt,Brachiaria interespecifico ,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2138,25,53,2,3,11,0.5,480.57991,268.37991,0.332638889,40.5,0.672916667,77.5,13.1,40.5,0.338194444,98,13.8,,37,57.5,35.0087348,54.84497973,89.85371453,4.586144259,7.568607203,12.15475146,186.9693523,55.84501234,2.986853815,13.1,13.52726654,25.29184264,45.28934919,217.6515136,14.03741024,25.13637235,
759,45966,Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2139,25,53,2,1,12,0.5,484.7553203,275.7553203,0.333333333,40.5,0.673611111,80,13,40,0.338194444,91,14,,39.5,51,37.5087348,48.34497973,85.85371453,4.876135524,6.768297162,11.64443269,177.1073177,56.88546546,3.21192067,13,13.56310877,24.02125815,42.22740897,204.6996116,13.33221386,23.43694256,
760,45966,Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2139,25,53,2,2,13,0.5002,484.9492224,277.9492224,0.333333333,40.5,0.673611111,79.5,13,40.5,0.338888889,92,14.1,,39,51.5,37.0087348,48.84497973,85.85371453,4.811135524,6.887142142,11.69827767,177.0365031,57.31511869,3.237474627,13,13.62582589,24.12268569,42.08782296,204.1045702,13.3885079,23.35946991,
761,45966,Benchmark,CIAT_36087_MulatoII_Opt, Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,grasses,F25-2139,25,53,2,3,14,0.5001,484.8522714,251.0522714,0.333333333,40.5,0.674305556,80.5,12.7,40,0.338888889,92,13.9,,40,52,38.0087348,49.34497973,87.35371453,4.827109319,6.858952183,11.6860615,180.1656292,51.77912659,2.873973622,12.7,13.37786443,24.10231362,46.54832015,225.6905875,13.37720105,25.83512302,
762,45966,Benchmark,CIAT_6133_Llanero _Opt,Brachiaria humidicola,Brachiaria,humidicola,Poaceae,Poales,grasses,F25-2140,25,53,2,1,15,0.5001,487.0480251,238.1480251,0.334027778,40,0.674305556,75.5,13.8,39.5,0.339583333,90,14,,35.5,50.5,33.5087348,47.84497973,81.35371453,4.624205402,6.698297162,11.32250256,167.0342766,48.89620999,2.927315937,13.8,13.91762211,23.24719942,47.54397002,231.561967,12.90259788,26.38772592,
