32_no,32_date,32_gene_bank_id,32_tax_name,32_family,32_order,32_genus2,32_species3,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks2
No,Date,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks
1202,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252629,26,56,3,3,23,0.5625,0.7855,,0.223,254.6056206,53.30875719,253.096765,30.09676499,11.89140643,
1203,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,56,3,1,24,0.5693,0.7621,EMBOLO DURO 8H,0.1928,277.1020775,58.97017502,233.2452636,40.44526355,17.34022931,
1204,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,56,3,2,25,0.5635,0.7666,,0.2031,266.8020775,56.77822897,233.2452636,30.14526355,12.92427683,
1205,,CIAT 20692,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252630,26,56,3,3,26,0.5669,0.7903,,0.2234,246.5020775,52.45817998,233.2452636,9.845263553,4.220991845,
1206,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,1,27,0.564,0.785,,0.221,243.2250036,52.39377494,255.3771246,34.37712463,13.46131713,
1207,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,2,28,0.5629,0.7963,,0.2334,230.8250036,49.72265643,255.3771246,21.97712463,8.605753026,
1208,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252631,26,56,3,3,29,0.5775,0.807,,0.2295,234.7250036,50.56276628,255.3771246,25.87712463,10.13290625,
1209,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,1,30,0.5607,0.742,,0.1813,286.4972334,61.24389222,223.1719793,41.87197928,18.76220277,
1210,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,2,31,0.577,0.7656,,0.1886,279.1972334,59.68338705,223.1719793,34.57197928,15.4911828,
1211,,CIAT 17768,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252632,26,56,3,3,32,0.5753,0.7844,,0.2091,258.6972334,55.30114651,223.1719793,14.07197928,6.305441804,
1212,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,1,33,0.5538,0.7465,,0.1927,282.922565,59.48468088,249.4907819,56.79078193,22.76267744,
1213,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,2,34,0.5505,0.7639,,0.2134,262.222565,55.1324904,249.4907819,36.09078193,14.46577771,
1214,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252633,26,56,3,3,35,0.5721,0.773,,0.2009,274.722565,57.76062475,249.4907819,48.59078193,19.47598286,
1215,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,1,36,0.5637,0.7752,,0.2115,245.0891386,53.67826737,230.0798168,18.57981678,8.075378815,
1216,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,2,37,0.594,0.8158,,0.2218,234.7891386,51.42240994,230.0798168,8.279816782,3.598671495,
1217,,CIAT 712,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252634,26,56,3,3,38,0.5505,0.755,,0.2045,252.0891386,55.21137436,230.0798168,25.57981678,11.11780127,
1218,,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,1,39,0.5613,0.8169,,0.2556,226.4362507,46.97494231,279.8303836,24.23038363,8.658953797,
1219,,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,2,40,0.5627,0.8601,,0.2974,184.6362507,38.30339532,279.8303836,-17.56961637,-6.278666435,
1220,,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252635,26,56,3,3,41,0.5784,0.84,,0.2616,220.4362507,45.73022264,279.8303836,18.23038363,6.514797783,
1221,,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,1,42,0.5925,0.8821,,0.2896,182.8278805,38.6996382,237.0860249,-52.51397509,-22.14975561,
1222,,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,2,43,0.5681,0.7862,,0.2181,254.3278805,53.83422338,237.0860249,18.98602491,8.008074248,
1223,,CIAT 9432,Clitoria ternatea ,Clitoria,ternatea,Fabaceae,Fabales,Herbáceas ,F252636,26,56,3,3,44,0.5804,0.8319,"En la primera agitación se observa muestra en la manguera,",0.2515,220.9278805,46.76436121,237.0860249,-14.41397509,-6.079639278,
1224,,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,1,45,0.5621,0.8371,,0.275,188.4084124,40.65709801,266.5265848,-8.473415246,-3.179200774,
1225,,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,2,46,0.5575,0.8567,,0.2992,164.2084124,35.43492263,266.5265848,-32.67341525,-12.25897044,
1226,,CIAT 17462,Leucaena leucocephala ,Leucaena,leucocephala,Leguminosae,Fabales,Arbustiva ,F252637,26,56,3,3,47,0.5722,0.8376,Embolo duro 0H,0.2654,198.0084124,42.72870477,266.5265848,1.126584754,0.422691325,
1227,,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,1,48,0.5449,0.7573,,0.2124,249.0133133,53.96751809,194.9223295,-17.47767051,-8.966479393,
1228,,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,2,49,0.5785,0.8164,,0.2379,223.5133133,48.44101955,194.9223295,-42.97767051,-22.04861322,
1229,,N/A,Tithonia diversifolia,Tithonia,diversifolia,Compositae,Asterales,Arbustiva ,F252638,26,56,3,3,50,0.5688,0.8369,,0.2681,193.3133133,41.89591149,194.9223295,-73.17767051,-37.54196387,
1230,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,26,56,3,1,51,-,,,,,,,,,
1231,,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,BLANK 8H,26,56,3,2,52,-,,,,,,,,,
1232,,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,1,53,0.5789,0.804,,0.2251,219.8195367,49.40658221,181.3466508,-43.75334916,-24.12691327,
1233,,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,2,54,0.5842,0.7165,,0.1323,312.6195367,70.26428621,181.3466508,49.04665084,27.04579909,
1234,,N/A,Gliricidia sepium ,Gliricidia,sepium,Fabaceae,Fabales,Arbustiva ,F252639,26,56,3,3,55,0.5611,0.8273,Mtra despues del Clip 0H,0.2662,178.7195367,40.16895684,181.3466508,-84.85334916,-46.79068997,
1235,,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,1,56,0.559,0.9399,,0.3809,64.278,14.43871889,#DIV/0!,#DIV/0!,#DIV/0!,
1236,,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,2,57,0.5485,0.931,,0.3825,62.678,14.0793121,#DIV/0!,#DIV/0!,#DIV/0!,
1237,,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,Dieta 1_Exp2,26,56,3,3,58,0.5625,0.9424,,0.3799,65.278,14.66334814,#DIV/0!,#DIV/0!,#DIV/0!,
1238,,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,1,59,0.5792,0.927,,0.3478,97.378,21.87394705,#DIV/0!,#DIV/0!,#DIV/0!,
1239,,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,2,60,0.5726,,"Embolo duro 0H en l aprimera agitacion se rego la muestra por el embolo, volumen 43 y no se lee  gas debido a que solo se producieron 2ml gas y quedo en 37. DESCARTADA",-0.5726,1017.778,228.6227082,#DIV/0!,#DIV/0!,#DIV/0!,
1240,,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,Dieta 2_Exp2,26,56,3,3,61,0.561,0.8946,,0.3336,111.578,25.06368239,#DIV/0!,#DIV/0!,#DIV/0!,
1241,,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,1,62,0.5619,0.7373,,0.1754,287.1636757,62.08089627,256.9480733,81.54807334,31.73718031,
1242,,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,2,63,0.5715,0.8272,,0.2557,206.8636757,44.72112416,256.9480733,1.248073339,0.485729791,
1243,,ABC-12115-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3568,26,56,3,3,64,0.5754,0.7421,,0.1667,295.8636757,63.96171841,256.9480733,90.24807334,35.12307844,
1244,,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,1,65,0.5514,0.7185,,0.1671,290.84157,63.51062866,247.981296,80.88129595,32.61588566,
1245,,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,2,66,0.5843,0.8736,En la segunda agitación se observa liquido por la parte superior del embolo,0.2893,168.64157,36.82600162,247.981296,-41.31870405,-16.6620244,
1246,,ABC-12140-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3569,26,56,3,3,67,0.5685,0.7407,,0.1722,285.74157,62.39694946,247.981296,75.78129595,30.55927894,
1247,,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,1,68,0.5735,0.8057,,0.2322,230.6673386,49.83443837,224.4256392,-7.774360763,-3.464114345,
1248,,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,2,69,0.5684,0.7337,,0.1653,297.5673386,64.2878237,224.4256392,59.12563924,26.34531395,
1249,,ABC-12184-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3570,26,56,3,3,70,0.5856,0.8382,,0.2526,210.2673386,45.42712805,224.4256392,-28.17436076,-12.55398486,
1250,,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,1,71,0.568,0.7337,,0.1657,297.8028794,64.25049178,222.7538909,57.05389087,25.61297163,
1251,,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,2,72,0.59,0.8497,,0.2597,203.8028794,43.97014311,222.7538909,-36.94610913,-16.5860668,
1252,,ABC-12202-1,Stylosanthes humilis,Stylosanthes,humilis,Fabaceae,Fabales,Herbaceous,F24-3571,26,56,3,3,73,0.5997,0.7621,,0.1624,301.1028794,64.96246146,222.7538909,60.35389087,27.09442723,
1253,,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,1,74,0.5689,0.811,,0.2421,216.802126,47.24365256,246.3463879,4.246387902,1.723746769,
1254,,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,2,75,0.5521,0.7178,,0.1657,293.202126,63.89208273,246.3463879,80.6463879,32.73698819,
1255,,ABC-12311-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3572,26,56,3,3,76,0.5671,0.806,,0.2389,220.002126,47.94096901,246.3463879,7.446387902,3.022730703,
1256,,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,1,77,0.565,0.7765,,0.2115,249.8230569,54.15360303,262.0594853,50.55948525,19.29313309,
1257,,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,2,78,0.5711,0.8201,,0.249,212.3230569,46.02480924,262.0594853,13.05948525,4.983404909,
1258,,ABC-12381-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3573,26,56,3,3,79,0.5895,0.8484,,0.2589,202.4230569,43.87880768,262.0594853,3.159485252,1.20563667,
1259,,ABC-12374-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3574,26,56,3,1,80,0.5712,0.7803,,0.2091,250.6018473,54.51399614,258.6486374,49.5486374,19.1567363,
1260,,ABC-12374-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3574,26,56,3,2,81,0.5471,0.7311,,0.184,275.7018473,59.97405686,258.6486374,74.6486374,28.86102094,
1261,,ABC-12374-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3574,26,56,3,3,82,0.5792,0.7919,,0.2127,247.0018473,53.73087986,258.6486374,45.9486374,17.76488671,
1262,,ABC-12457-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3575,26,56,3,1,83,0.5934,0.7999,,0.2065,262.3513411,55.95618869,259.8832281,53.38322811,20.54123635,
1263,,ABC-12457-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3575,26,56,3,2,84,0.5721,0.8268,,0.2547,214.1513411,45.6757446,259.8832281,5.183228108,1.994445023,
1264,,ABC-12457-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3575,26,56,3,3,85,0.5583,0.7329,,0.1746,294.2513411,62.76005107,259.8832281,85.28322811,32.81597998,
1265,,ABC-12462-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3576,26,56,3,1,86,0.579,0.7974,,0.2184,244.4518394,52.81427416,265.8939181,47.4939181,17.86197986,
1266,,ABC-12462-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3576,26,56,3,2,87,0.5655,0.7391,,0.1736,289.2518394,62.49339741,265.8939181,92.2939181,34.7108045,
1267,,ABC-12462-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3576,26,56,3,3,88,0.5615,0.738,,0.1765,286.3518394,61.86684702,265.8939181,89.3939181,33.62014398,
1268,,ABC-12485-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3577,26,56,3,1,89,0.5736,0.8332,,0.2596,210.3424111,44.75918881,262.1582037,2.558203744,0.97582441,
1269,,ABC-12485-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3577,26,56,3,2,90,0.5545,0.8118,,0.2573,212.6424111,45.24861048,262.1582037,4.858203744,1.853157244,
1270,,ABC-12485-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3577,26,56,3,3,92,0.5851,0.775,,0.1899,280.0424111,59.59079335,262.1582037,72.25820374,27.56282379,
1271,,ABC-12615-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3578,26,56,3,1,91,0.5824,0.805,,0.2226,226.364744,50.41926945,240.0266753,17.42667534,7.260307762,
1272,,ABC-12615-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3578,26,56,3,2,93,0.5761,0.8419,MUESTRA EN LA MANGUERA DESPUES DEL CLICK 8H y 24H,0.2658,183.164744,40.79713306,240.0266753,-25.77332466,-10.73769181,
1273,,ABC-12615-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3578,26,56,3,3,94,0.551,0.7496,,0.1986,250.364744,55.76490078,240.0266753,41.42667534,17.25919641,
1274,,ABC-12686-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3579,26,56,3,1,95,0.5732,0.8341,,0.2609,193.9682127,42.64272756,222.6267846,-38.27321537,-17.19164899,
1275,,ABC-12686-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3579,26,56,3,2,96,0.5966,0.8222,,0.2256,229.2682127,50.40321709,222.6267846,-2.973215372,-1.33551557,
1276,,ABC-12686-1,Stylosanthes hamata,Stylosanthes,hamata,Fabaceae,Fabales,Herbaceous,F24-3579,26,56,3,3,97,0.5859,0.8339,,0.248,206.8682127,45.47871382,222.6267846,-25.37321537,-11.39719797,
1277,,ABC-12710-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,56,3,1,98,0.5837,0.8174,,0.2337,225.200175,49.07389172,267.88419,34.18418997,12.76080906,
1278,,ABC-12710-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,56,3,2,99,0.5699,0.8323,,0.2624,196.500175,42.81980825,267.88419,5.484189974,2.047224203,
1279,,ABC-12710-1,Stylosanthes scabra,Stylosanthes,scabra,Fabaceae,Fabales,Herbaceous,F24-3580,26,56,3,3,100,0.5846,0.838,,0.2534,205.500175,44.7810191,267.88419,14.48418997,5.406884959,
1280,,ABC-12758-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3581,26,56,3,1,101,0.5797,0.8307,,0.251,206.1534317,45.09502006,260.425588,9.42558796,3.619301787,
1281,,ABC-12758-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3581,26,56,3,2,102,0.5664,0.8304,,0.264,193.1534317,42.25133584,260.425588,-3.57441204,-1.372527204,
1282,,ABC-12758-1,Stylosanthes guianensis,Stylosanthes,guianensis,Fabaceae,Fabales,Herbaceous,F24-3581,26,56,3,3,103,0.5762,0.8126,,0.2364,220.7534317,48.28869618,260.425588,24.02558796,9.225509731,
1283,,Hohenheimer Heustandard IAG 2025/1 S1,Hohenheimer Heustandard,0,0,0,0,0,F25-2134,26,56,3,1,104,0.579,0.7268,,0.1478,80.53257936,35.26985925,#DIV/0!,#DIV/0!,#DIV/0!,
1284,,Hohenheimer Heustandard IAG 2025/1 S1,Hohenheimer Heustandard,0,0,0,0,0,F25-2134,26,56,3,2,105,0.5597,0.6756,,0.1159,112.4325794,49.2407083,#DIV/0!,#DIV/0!,#DIV/0!,
1285,,Hohenheimer Heustandard IAG 2025/1 S1,Hohenheimer Heustandard,0,0,0,0,0,F25-2134,26,56,3,3,,0.5572,0.7147,,0.1575,70.83257936,31.02167004,#DIV/0!,#DIV/0!,#DIV/0!,
1286,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,26,56,3,1,,-,,,,,,,,,
1287,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,26,56,3,2,,-,,,,,,,,,
1288,,,,,,,,,,,,,,,,,,,,,,,,
1289,,,,,,,,,,,,,,,,,,,,,,,,
1290,,,,,,,,,,,,,,,,,,,,,,,,
1291,,,,,,,,,,,,,,,,,,,,,,,,
1292,,,,,,,,,,,,,,,,,,,,,,,,
1293,,,,,,,,,,,,,,,,,,,,,,,,
1294,,,,,,,,,,,,,,,,,,,,,,,,
1295,,,,,,,,,,,,,,,,,,,,,,,,
1296,,,,,,,,,,,,,,,,,,,,,,,,
1297,,,,,,,,,,,,,,,,,,,,,,,,
1298,,,,,,,,,,,,,,,,,,,,,,,,
1299,,,,,,,,,,,,,,,,,,,,,,,,
1300,,,,,,,,,,,,,,,,,,,,,,,,
1301,,,,,,,,,,,,,,,,,,,,,,,,
1302,,,,,,,,,,,,,,,,,,,,,,,,
1303,,,,,,,,,,,,,,,,,,,,,,,,
1304,,,,,,,,,,,,,,,,,,,,,,,,
1305,,,,,,,,,,,,,,,,,,,,,,,,
1306,,,,,,,,,,,,,,,,,,,,,,,,
1307,,,,,,,,,,,,,,,,,,,,,,,,
1308,,,,,,,,,,,,,,,,,,,,,,,,
1309,,,,,,,,,,,,,,,,,,,,,,,,
1310,,,,,,,,,,,,,,,,,,,,,,,,
1311,,,,,,,,,,,,,,,,,,,,,,,,
1312,,,,,,,,,,,,,,,,,,,,,,,,
1313,,,,,,,,,,,,,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,,,,,,,,,
1315,,,,,,,,,,,,,,,,,,,,,,,,
1316,,,,,,,,,,,,,,,,,,,,,,,,
1317,,,,,,,,,,,,,,,,,,,,,,,,
1318,,,,,,,,,,,,,,,,,,,,,,,,
1319,,,,,,,,,,,,,,,,,,,,,,,,
1320,,,,,,,,,,,,,,,,,,,,,,,,
1321,,,,,,,,,,,,,,,,,,,,,,,,
1322,,,,,,,,,,,,,,,,,,,,,,,,
1323,,,,,,,,,,,,,,,,,,,,,,,,
1324,,,,,,,,,,,,,,,,,,,,,,,,
1325,,,,,,,,,,,,,,,,,,,,,,,,
1326,,,,,,,,,,,,,,,,,,,,,,,,
1327,,,,,,,,,,,,,,,,,,,,,,,,
1328,,,,,,,,,,,,,,,,,,,,,,,,
1329,,,,,,,,,,,,,,,,,,,,,,,,
1330,,,,,,,,,,,,,,,,,,,,,,,,
1331,,,,,,,,,,,,,,,,,,,,,,,,
1332,,,,,,,,,,,,,,,,,,,,,,,,
1333,,,,,,,,,,,,,,,,,,,,,,,,
1334,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,,,,,,,,,,,,,,,,,,,,,,
1336,,,,,,,,,,,,,,,,,,,,,,,,
1337,,,,,,,,,,,,,,,,,,,,,,,,
1338,,,,,,,,,,,,,,,,,,,,,,,,
1339,,,,,,,,,,,,,,,,,,,,,,,,
1340,,,,,,,,,,,,,,,,,,,,,,,,
1341,,,,,,,,,,,,,,,,,,,,,,,,
1342,,,,,,,,,,,,,,,,,,,,,,,,
1343,,,,,,,,,,,,,,,,,,,,,,,,
1344,,,,,,,,,,,,,,,,,,,,,,,,
1345,,,,,,,,,,,,,,,,,,,,,,,,
1346,,,,,,,,,,,,,,,,,,,,,,,,
1347,,,,,,,,,,,,,,,,,,,,,,,,
1348,,,,,,,,,,,,,,,,,,,,,,,,
1349,,,,,,,,,,,,,,,,,,,,,,,,
1350,,,,,,,,,,,,,,,,,,,,,,,,
1351,,,,,,,,,,,,,,,,,,,,,,,,
1352,,,,,,,,,,,,,,,,,,,,,,,,
1353,,,,,,,,,,,,,,,,,,,,,,,,
1354,,,,,,,,,,,,,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,,,,,,,,,
1356,,,,,,,,,,,,,,,,,,,,,,,,
1357,,,,,,,,,,,,,,,,,,,,,,,,
1358,,,,,,,,,,,,,,,,,,,,,,,,
1359,,,,,,,,,,,,,,,,,,,,,,,,
1360,,,,,,,,,,,,,,,,,,,,,,,,
1361,,,,,,,,,,,,,,,,,,,,,,,,
1362,,,,,,,,,,,,,,,,,,,,,,,,
1363,,,,,,,,,,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,,,,,,,,,,
1365,,,,,,,,,,,,,,,,,,,,,,,,
1366,,,,,,,,,,,,,,,,,,,,,,,,
1367,,,,,,,,,,,,,,,,,,,,,,,,
1368,,,,,,,,,,,,,,,,,,,,,,,,
1369,,,,,,,,,,,,,,,,,,,,,,,,
1370,,,,,,,,,,,,,,,,,,,,,,,,
1371,,,,,,,,,,,,,,,,,,,,,,,,
1372,,,,,,,,,,,,,,,,,,,,,,,,
1373,,,,,,,,,,,,,,,,,,,,,,,,
1374,,,,,,,,,,,,,,,,,,,,,,,,
1375,,,,,,,,,,,,,,,,,,,,,,,,
1376,,,,,,,,,,,,,,,,,,,,,,,,
1377,,,,,,,,,,,,,,,,,,,,,,,,
1378,,,,,,,,,,,,,,,,,,,,,,,,
1379,,,,,,,,,,,,,,,,,,,,,,,,
1380,,,,,,,,,,,,,,,,,,,,,,,,
1381,,,,,,,,,,,,,,,,,,,,,,,,
1382,,,,,,,,,,,,,,,,,,,,,,,,
1383,,,,,,,,,,,,,,,,,,,,,,,,
1384,,,,,,,,,,,,,,,,,,,,,,,,
1385,,,,,,,,,,,,,,,,,,,,,,,,
1386,,,,,,,,,,,,,,,,,,,,,,,,
1387,,,,,,,,,,,,,,,,,,,,,,,,
1388,,,,,,,,,,,,,,,,,,,,,,,,
1389,,,,,,,,,,,,,,,,,,,,,,,,
1390,,,,,,,,,,,,,,,,,,,,,,,,
1391,,,,,,,,,,,,,,,,,,,,,,,,
1392,,,,,,,,,,,,,,,,,,,,,,,,
1393,,,,,,,,,,,,,,,,,,,,,,,,
1394,,,,,,,,,,,,,,,,,,,,,,,,
1395,,,,,,,,,,,,,,,,,,,,,,,,
1396,,,,,,,,,,,,,,,,,,,,,,,,
1397,,,,,,,,,,,,,,,,,,,,,,,,
1398,,,,,,,,,,,,,,,,,,,,,,,,
1399,,,,,,,,,,,,,,,,,,,,,,,,
1400,,,,,,,,,,,,,,,,,,,,,,,,
1401,,,,,,,,,,,,,,,,,,,,,,,,
1402,,,,,,,,,,,,,,,,,,,,,,,,
1403,,,,,,,,,,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,,,,,,,,,,
1405,,,,,,,,,,,,,,,,,,,,,,,,
1406,,,,,,,,,,,,,,,,,,,,,,,,
1407,,,,,,,,,,,,,,,,,,,,,,,,
