31_no,31_date,31_requisitioner,31_gene_bank,31_tax_name,31_family,31_order,31_genus2,31_species3,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_dm,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h_ml,31_net_gas_8h_ml,31_net_gas_8_24h_ml2,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_column8,31_column9
No,Date,Requisitioner,Gene Bank ID,Tax Name,Family,Order,Genus2,Species3,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml2","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Column8,Column9
271,45931,Genetic bank,CIAT-8434,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1663,23,48,3,3,61,0.5002,467.766913,78.76691299,0.3625,40.5,0.697222222,70.5,12.7,39,0.384722222,72.5,16.2,,30,33.5,28.81999099,31.17685727,59.99684826,3.660138856,5.050650877,8.710789733,,,,,,18.62207328,110.5894519,-89.74008557,10.33557285,61.3790591,Eliminado Dig 16.8%,
272,45931,Genetic bank,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,48,3,1,62,0.5002,465.2303138,248.2303138,0.3625,39.5,0.697222222,72,13.4,40,0.384722222,74,17,MUESTRA REGADA EN EL EMBOLO EN LA PARTE SUPERIOR 24h,32.5,34,31.31999099,31.67685727,62.99684826,4.196878793,5.385065735,9.581944528,135.4100247,53.35643582,3.940360838,13.4,15.21019669,20.59613109,38.60102492,473.3871966,11.43120909,21.42423667,,
273,45931,Genetic bank,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,48,3,2,63,0.5004,465.4163315,129.4163315,0.363194444,41.5,0.697916667,77,13,41,0.385416667,76.5,16.9,,35.5,35.5,34.31999099,33.17685727,67.49684826,4.461598829,5.606888878,10.06848771,145.0246665,27.8065729,1.917368512,13,14.91697459,21.63329266,77.79920502,-102.048345,12.0068517,43.17990479,,
274,45931,Genetic bank,CIAT-8702,Calopogonium caeruleum,Calopogonium,caeruleum,Fabaceae,Fabales,Climber,F25-1664,23,48,3,3,64,0.5003,465.3233226,229.3233226,0.363194444,40.5,0.698611111,77,13.3,41,0.386111111,77,16.7,,36.5,36,35.31999099,33.67685727,68.99684826,4.697558802,5.624035163,10.32159397,148.2772191,49.28257654,3.323678232,13.3,14.95951515,22.18155305,45.00891513,8009.48919,12.31114571,24.9807266,,
275,45931,Genetic bank,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,48,3,1,65,0.5002,467.4167961,268.4167961,0.363888889,40.5,0.698611111,93.5,13,40,0.386111111,91.5,16.1,,53,51.5,51.81999099,49.17685727,100.9968483,6.736598829,7.91747402,14.65407285,216.0744952,57.42557785,2.657674975,13,14.50943579,31.35119014,54.59447046,-3654.315693,17.40045293,30.30087565,,
276,45931,Genetic bank,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,48,3,2,66,0.5001,467.3233502,340.3233502,0.363888889,40.5,0.699305556,94,13,40,0.386805556,90.5,15.9,,53.5,50.5,52.31999099,48.17685727,100.4968483,6.801598829,7.660120305,14.46171913,215.0477784,72.82395584,3.386408192,13,14.39022157,30.94585179,42.49405492,212.8258735,17.17548314,23.58493567,,
277,45931,Genetic bank,CIAT-8816,Crotalaria micans,Crotalaria,micans,Fabaceae,Fabales,Herbaceous,F25-1665,23,48,3,3,67,0.5001,467.3233502,273.3233502,0.364583333,40,0.7,94,12.6,40,0.386805556,89.5,16.1,,54,49.5,52.81999099,47.17685727,99.99684826,6.655318865,7.59547402,14.25079288,213.9778554,58.48698766,2.733319649,12.6,14.25124205,30.4945021,52.13895145,14985.93442,16.92497625,28.93802011,,
278,45931,Genetic bank,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,48,3,1,68,0.5004,468.9091809,353.9091809,0.364583333,40,0.700694444,81.5,10.5,39,0.3875,98,12.3,,41.5,59,40.31999099,56.67685727,96.99684826,4.233599054,6.971253444,11.2048525,206.8563641,75.47499502,3.64866681,10.5,11.55176967,23.89557073,31.66024817,169.5880067,13.26245517,17.57198549,,
279,45931,Genetic bank,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,48,3,2,69,0.5001,468.6280603,265.6280603,0.364583333,40,0.701388889,84,10.2,40,0.3875,100,12.2,,44,60,42.81999099,57.67685727,100.4968483,4.367639081,7.036576586,11.40421567,214.4490626,56.68206469,2.643148168,10.2,11.34783415,24.33532397,42.93302317,-517.4905004,13.50652583,23.82857064,,
280,45931,Genetic bank,CIAT-8826,Zapoteca formosa,Zapoteca,formosa,Fabaceae,Fabales,Shrub,F25-1666,23,48,3,3,70,0.5,468.5343535,350.5343535,0.365277778,39.5,0.701388889,80.5,10.2,39,0.388194444,96,12.2,,41,57,39.81999099,54.67685727,94.49684826,4.061639081,6.670576586,10.73221567,201.6860611,74.81508045,3.709481955,10.2,11.35722076,22.9059312,30.61673003,170.5522069,12.71318812,16.99281487,,
281,45931,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,48,3,1,71,0.5002,475.5700632,55.57006324,0.365972222,40.5,0.702083333,64,11,38.8,0.388194444,59.5,14.3,,23.5,20.7,,,,,,,,,,,,,,,,,,Eliminada_Se repite Bache 24
282,45931,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,48,3,2,72,0.5003,475.6651392,,0.365972222,40.5,0.702083333,63.5,11.3,39.5,0.388888889,59.5,14.7,,23,20,,,,,,,,,,,,,,,,,Eliminado Dig 4%,Eliminada_Se repite Bache 24
283,45931,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,23,48,3,3,73,0.5002,475.5700632,,0.365972222,41,0.702777778,65.5,11.3,40,0.388888889,60,14.7,,24.5,20,,,,,,,,,,,,,,,,,Eliminado Dig 4%,Eliminada_Se repite Bache 24
284,45931,Genetic bank,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,48,3,1,74,0.5003,477.194257,261.194257,0.365972222,40,0.703472222,81,9.9,39,0.389583333,85.5,16.2,,41,46.5,39.81999099,44.17685727,83.99684826,3.942179108,7.156650877,11.09882999,176.0223369,54.73541501,3.109572113,9.9,13.21338862,23.25851542,42.49262642,284.8692531,12.90887846,23.58414283,,
285,45931,Genetic bank,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,48,3,2,75,0.5002,477.0988753,170.0988753,0.366666667,40,0.704166667,81,9.5,40,0.389583333,87,16.6,,41,47,39.81999099,44.67685727,84.49684826,3.782899144,7.416358306,11.19925745,177.1055281,35.65275127,2.013079527,9.5,13.25405347,23.47366139,65.83969134,-214.9989468,13.02828819,36.54216779,,
286,45931,Genetic bank,CIAT-9740,Chamaecrista desvauxii,Chamaecrista,desvauxii,Fabaceae,Fabales,Herbaceous,F25-1668,23,48,3,3,76,0.5,476.9081121,238.9081121,0.366666667,41,0.70625,84,9,40,0.390277778,86.5,16.4,,43,46.5,41.81999099,44.17685727,85.99684826,3.763799189,7.245004592,11.00880378,180.3216303,50.09520829,2.778103116,9,12.80140378,23.08369999,46.07965667,654.964227,12.81185286,25.57500668,,
287,45931,Genetic bank,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,48,3,1,77,0.5001,469.118805,183.118805,0.367361111,41.5,0.706944444,96,12.3,40.5,0.390277778,88,16.3,,54.5,47.5,53.31999099,45.17685727,98.49684826,6.558358892,7.363827734,13.92218663,209.9614153,39.03463324,1.85913365,12.3,14.13465189,29.67731517,76.02816448,17294.91284,16.47142337,42.19694665,,
288,45931,Genetic bank,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,48,3,2,78,0.5001,469.118805,219.118805,0.367361111,41.5,0.707638889,94,12.6,40.5,0.390972222,87,16.3,,52.5,46.5,51.31999099,44.17685727,95.49684826,6.466318865,7.200827734,13.6671466,203.5664468,46.70859549,2.294513473,12.6,14.31162059,29.13365752,62.37322533,371.3395268,16.16968396,34.61821918,,
289,45931,Genetic bank,CIAT-9934,Aeschynomene americana,Aeschynomene,americana,Fabaceae,Fabales,Herbaceous,F25-1669,23,48,3,3,79,0.5004,469.40022,283.40022,0.367361111,41,0.708333333,96.5,12.5,40.5,0.390972222,87,16.2,,55.5,46.5,54.31999099,44.17685727,98.49684826,6.789998874,7.156650877,13.94664975,209.8355392,60.37496531,2.877251658,12.5,14.15948835,29.71163872,49.21185224,138.1170443,16.49047353,27.31342941,,
290,45931,Breeding,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,48,3,1,80,0.5003,477.73647,179.73647,0.368055556,40,0.709027778,69.5,13.1,39.5,0.391666667,99,15.5,,29.5,59.5,28.31999099,57.17685727,85.49684826,3.70991882,8.862412876,12.5723317,178.9623645,37.62251394,2.10225843,13.1,14.70502358,26.31645789,69.94869598,271.6533681,14.60608943,38.82273645,,
291,45931,Breeding,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,48,3,2,81,0.5,477.45,251.45,0.368055556,40.5,0.709027778,72.5,12.9,40.5,0.391666667,102.5,15.6,,32,62,30.81999099,59.67685727,90.49684826,3.975778838,9.309589733,13.28536857,189.5420426,52.66520054,2.778549804,12.9,14.68047653,27.82567509,52.8350311,112.5169812,15.44373109,29.32435636,,
292,45931,Breeding,CIAT-PM21_4448,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2096,23,48,3,3,82,0.5005,477.92745,232.92745,0.368055556,40,0.709722222,71,13,40,0.392361111,100,15.4,,31,60,29.81999099,57.67685727,87.49684826,3.876598829,8.882236019,12.75883485,183.0755866,48.73698926,2.662123889,13,14.58205078,26.69617501,54.77600363,128.3347216,14.816839,30.4016297,,
293,45931,Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,48,3,1,83,0.5005,465.61515,152.61515,0.36875,40.5,0.710416667,70,12.7,40,0.392361111,94,16.4,,29.5,54,28.31999099,51.67685727,79.99684826,3.596638856,8.475004592,12.07164345,171.8089462,32.77710143,1.907764535,12.7,15.09014881,25.92622566,79.09859177,-3662.42098,14.38950379,43.90108692,,
294,45931,Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,48,3,2,84,0.5001,465.24303,89.24303,0.36875,40,0.710416667,69,12.9,40,0.393055556,94,16.6,,29,54,27.81999099,51.67685727,79.49684826,3.588778838,8.578358306,12.16713714,170.8716587,19.18202407,1.122598341,12.9,15.30518179,26.152218,136.3371139,-182.8445921,14.51493345,75.66945698,,
295,45931,Breeding,CIAT-CIAT_16071,Megathyrsus maximus,Megathyrsus,maximus,Poaceae,Poales,Grasses,F25-2101,23,48,3,3,85,0.5001,465.24303,225.24303,0.369444444,40,0.711111111,67,13.3,39.5,0.393055556,90,17,,27,50.5,25.81999099,48.17685727,73.99684826,3.434058802,8.190065735,11.62412454,159.0498804,48.41405792,3.043954375,13.3,15.70894546,24.98505896,51.60703324,167.3585775,13.86713999,28.64279631,,
296,45931,Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,48,3,1,86,0.5001,461.617305,106.617305,0.370138889,40,0.711805556,77.5,11.8,40,0.39375,92,14.7,,37.5,52,36.31999099,49.67685727,85.99684826,4.285758937,7.302498018,11.58825696,186.2946803,23.09647057,1.23978154,11.8,13.47521123,25.10360168,108.690207,-139.9033662,13.93293325,60.32494536,,
297,45931,Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,48,3,2,87,0.5002,461.70961,248.70961,0.370138889,40.5,0.7125,75,12,40,0.39375,96,14.3,,34.5,56,33.31999099,53.67685727,86.99684826,3.998398919,7.675790589,11.67418951,188.4232998,53.86710708,2.858834716,12,13.41909476,25.28470115,46.93903669,197.1192803,14.03344659,26.05197745,,
298,45931,Breeding,CIAT-BR09_4467,Brachiaria interespecifico,Brachiaria,interespecifico,Poaceae,Poales,Grasses,F25-2105,23,48,3,3,88,0.5,461.525,229.525,0.370138889,41,0.713194444,76.5,11.5,40.5,0.39375,92.5,14.3,,35.5,52,34.31999099,49.67685727,83.99684826,3.946798964,7.103790589,11.05058955,181.9984795,49.73186718,2.732543003,11.5,13.15595737,23.94364239,48.1454724,275.4717933,13.28913578,26.72157015,,
299,45931,LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,48,3,1,89,0.5001,460.64211,,0.370833333,40.5,0.713888889,64.5,13.4,40,0.394444444,78,14.8,,24,38,,,,,,,,,,,,,,,,,Elimiando Dig 8.82%,
300,45931,LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,48,3,2,90,0.5001,460.64211,131.64211,0.370833333,40.5,0.714583333,65,13.5,40,0.394444444,78,15,,24.5,38,23.31999099,35.67685727,58.99684826,3.148198784,5.35152859,8.499727374,128.0752388,28.57795828,2.2313414,13.5,14.4070872,18.45191134,64.56693359,289.9895071,10.24113003,35.83576522,,
301,45931,LMF-invivo,Muestra # 02,Cynodon nlemfuensis,Cynodon,nlemfuensis,Poaceae,Poales,Grasses,F25-2131,23,48,3,3,92,0.5001,460.64211,,0.370833333,40,0.715277778,60.5,14,40,0.395138889,75,14.8,,20.5,35,,,,,,,,,,,,,,,,,Eliminado Dig 12.30%,
302,45931,Breeding,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,48,3,1,91,0.5002,487.61997,209.61997,0.371527778,40,0.715972222,74,13.5,40,0.395138889,92.5,14.3,,34,52.5,32.81999099,50.17685727,82.99684826,4.430698784,7.175290589,11.60598937,170.2080582,42.98838909,2.525637713,13.5,13.98365072,23.80130037,55.36681153,156.1417886,13.21013349,30.7295383,,
303,45931,Breeding,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,48,3,2,93,0.5002,487.61997,242.61997,0.371527778,40.5,0.716666667,73.5,13.4,40,0.395833333,93.5,14.2,,33,53.5,31.81999099,51.17685727,82.99684826,4.263878793,7.267113732,11.53099252,170.2080582,49.75595442,2.923243172,13.4,13.89328964,23.64749853,47.52697202,107.4351347,13.12477081,26.37829173,,
304,45931,Breeding,CIAT-BH22_0765,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2170,23,48,3,3,94,0.5002,487.61997,259.61997,0.372222222,40,0.716666667,75,13.8,40,0.395833333,94,14.2,,35,54,33.81999099,51.67685727,85.49684826,4.667158757,7.338113732,12.00527249,175.3350017,53.24227595,3.036602814,13.8,14.04177199,24.62014115,46.24171434,96.5598882,13.66460429,25.66495149,,
305,45931,Breeding,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,48,3,1,95,0.5004,482.6358,86.6358,0.372222222,40,0.717361111,73.5,12.6,39.5,0.396527778,98,14.4,,,,,,,,,,,,,,,,,0,,,Eliminado Dig 18%,
306,45931,Breeding,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,48,3,2,96,0.5001,482.34645,230.34645,0.372916667,40.5,0.71875,76,12.3,40,0.396527778,100.5,14,,35.5,60.5,34.31999099,58.17685727,92.49684826,4.221358892,8.144760017,12.36611891,191.7643392,47.75539449,2.490316744,12.3,13.36923273,25.6374208,53.68486864,135.1087632,14.2292121,29.7960309,,
307,45931,Breeding,CIAT-BH22_2531,Urochloa humidicola,Urochloa,humidicola,Poaceae,Poales,Grasses,F25-2171,23,48,3,3,97,0.5002,,,0.372916667,40,0.71875,75,12.5,40,0.397222222,102,14.5,,,,,,,,,,,,,,,,,0,,,,
308,45931,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,48,3,1,98,0.2502,228.5152454,139.5152454,0.373611111,40,0.719444444,67,13.4,39.5,0.397916667,71,16.1,,27,31.5,25.81999099,29.17685727,54.99684826,3.459878793,4.69747402,8.157352813,240.6703682,61.05292676,2.536786195,13.4,14.83240053,35.69719297,58.46925752,#DIV/0!,19.8125597,32.4514495,,
309,45931,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,48,3,2,99,0.2505,228.7892445,,0.373611111,40,0.720138889,65.5,13.6,40,0.398611111,71,16.3,,25.5,31,24.31999099,,,,,,,,,,,,,,,,Eliminado DIG -10.5,
310,45931,LMF,Hohenheimer Heustandard,Hohenheimer Heustandard,Hohenheimer,Heustandard,,,,F25-0017,23,48,3,3,100,0.25,228.3325794,137.3325794,0.373611111,40.5,0.720833333,67,13,39.5,0.398611111,71,15.9,,26.5,31.5,25.31999099,29.17685727,54.49684826,3.291598829,4.639120305,7.930719134,238.6731162,60.1458538,2.520009574,13,14.55261981,34.73319119,57.7482719,#DIV/0!,19.27752203,32.05129001,,
311,45931,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,48,3,1,101,0.5,468.6546792,87.65467922,0.374305556,41,0.720833333,66,13.8,40,0.399305556,83.5,15.7,,25,43.5,23.81999099,41.17685727,64.99684826,3.287158757,6.464766591,9.751925348,138.6881453,18.70346827,1.348598918,13.8,15.00368958,20.8083388,111.2539049,#DIV/0!,11.54898804,61.74784204,,
312,45931,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,48,3,2,102,0.5004,469.029603,202.029603,0.374305556,40,0.721527778,65,13.9,40,0.4,83,15.5,,25,43,23.81999099,40.67685727,64.49684826,3.310978748,6.304912876,9.615891624,137.5112527,43.07395561,3.132394969,13.9,14.90908763,20.50167316,47.59644865,#DIV/0!,11.37878331,26.41685247,,
313,45931,LMF,Sample 8,Cynodon nlemfuensis ,Cynodon,nlemfuensis,,,,F25-0008,23,48,3,3,103,0.5001,468.7484102,114.7484102,0.374305556,40,0.722222222,63,14.5,40,0.4,83.5,15.7,,23,43.5,21.81999099,41.17685727,62.99684826,3.163898694,6.464766591,9.628665284,134.3937321,24.47974386,1.821494461,14.5,15.28436033,20.54122228,83.91109969,#DIV/0!,11.40073375,46.57211208,,
314,45931,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,23,48,3,1,104,-,,,0.375,40,0.722222222,41.5,40,40,0.400694444,42.5,-,,1.5,2.5,,,,,,,,,,,,,,,,,,
315,45931,,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,Blank 24 H,23,48,3,2,105,-,,,0.375,40.5,0.222222222,40.5,39,40,0.400694444,41,-,,0,1,,,,,,,,,,,,,,,,,,
316,45951,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,24,49,1,1,1,,,,0.352777778,39.5,0.655555556,41.5,,39.5,0.334722222,43,,,2,3.5,,,,,,,,,,,,,,,,,,
317,45951,,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,BLANK 24 H,24,49,1,2,2,,,,0.353472222,39.5,0.655555556,41.5,,39.5,0.335416667,43.5,,,2,4,,,,,,,,,,,,,,,,,,
318,45951,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,24,49,1,1,3,0.5002,475.5700632,164.5700632,0.353472222,41,0.655555556,65.5,10.4,40,0.336111111,63.5,12.2,,24.5,23.5,22.36123367,20.40247635,42.76371003,2.325568302,2.489102115,4.814670417,89.92094611,34.60479874,3.848357945,10.4,11.25877622,10.1239981,29.25605254,-514.4883691,5.618994102,16.23761532,,
319,45951,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,24,49,1,2,4,0.5004,475.7602152,144.7602152,0.354166667,41.5,0.65625,62.5,12.4,40.5,0.3375,64,13.6,,21,23.5,18.86123367,20.40247635,39.26371003,2.338792975,2.774736784,5.11352976,82.5283594,30.42713757,3.686870525,12.4,13.02355217,10.74812394,35.32413759,-174.895895,5.965394741,19.60550751,,
320,45951,Genetic bank,CIAT-9578,Dioclea sericea,Dioclea,sericea,Fabaceae,Fabales,Climber,F25-1667,24,49,1,3,5,0.5003,475.6651392,161.6651392,0.354166667,41,0.656944444,65,11.9,40,0.338194444,63,13.9,,24,23,21.86123367,19.90247635,41.76371003,2.601486807,2.766444213,5.36793102,87.80065341,33.98717415,3.870947747,11.9,12.85309906,11.28510496,33.20401075,-436.4928396,6.263428495,18.42880043,,
321,45951,Genetic bank,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-1670,24,49,1,1,6,0.5,467.5863285,242.5863285,0.354166667,42,0.657638889,74.5,12.3,41,0.338888889,76,13.8,,32.5,35,30.36123367,31.90247635,62.26371003,3.734431742,4.402541737,8.136973479,133.1598172,51.88054348,3.896111047,12.3,13.0685651,17.4020774,33.54258886,802.1523464,9.65845403,18.61671714,,
322,45951,Genetic bank,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-1670,24,49,1,2,7,0.5,467.5863285,239.5863285,0.354166667,41.5,0.658333333,73,13.2,40.5,0.338888889,75.5,13.9,,31.5,35,29.36123367,31.90247635,61.26371003,3.875682845,4.434444213,8.310127058,131.0211747,51.23895073,3.910738157,13.2,13.56451814,17.772391,34.68531411,1163.243835,9.863984489,19.25094942,,
323,45951,Genetic bank,CIAT-13158,Desmodium strigillosum,Desmodium,strigillosum,Fabaceae,Fabales,Herbaceous,F25-1670,24,49,1,3,8,0.5006,468.1474321,228.1474321,0.354861111,41,0.659027778,72.5,13.2,40.5,0.339583333,76,13.8,,31.5,35.5,29.36123367,32.40247635,61.76371003,3.875682845,4.471541737,8.347224582,131.9321773,48.7340988,3.693875124,13.2,13.51477199,17.83033295,36.58697583,-1824.967958,9.896143269,20.30640458,,
324,45951,Genetic bank,CIAT-13329,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1671,24,49,1,1,9,0.5003,471.1427819,293.1427819,0.354861111,42,0.659027778,89.5,12.9,41.5,0.339583333,76.5,13.9,,47.5,35,45.36123367,31.90247635,77.26371003,5.851599144,4.434444213,10.28604336,163.9921336,62.21952095,3.794055214,12.9,13.31290376,21.83211492,35.08885087,150.2114119,12.1172015,19.47491931,,
325,45951,Genetic bank,CIAT-13329,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1671,24,49,1,2,10,0.5001,470.9544378,308.9544378,0.354861111,41.5,0.659722222,88.5,13.3,41,0.340277778,81.5,14,,47,40.5,44.86123367,37.40247635,82.26371003,5.966544078,5.23634669,11.20289077,174.6744556,65.60176803,3.755658937,13.3,13.6182659,23.78763182,36.26065658,132.7693713,13.20254721,20.12529175,,
326,45951,Genetic bank,CIAT-13329,Desmodium cajanifolium,Desmodium,cajanifolium,Fabaceae,Fabales,Shrub,F25-1671,24,49,1,3,11,0.5006,471.425298,312.425298,0.355555556,41.5,0.660416667,89,13,41,0.340972222,87,13.8,,47.5,46,45.36123367,42.90247635,88.26371003,5.896960377,5.920541737,11.81750211,187.2273516,66.27249308,3.539680101,13,13.38885722,25.06760279,37.8250487,134.8646459,13.91295324,20.99355644,,
327,45951,Genetic bank,CIAT-13387,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1672,24,49,1,1,12,0.5003,463.1675215,141.1675215,0.355555556,41.5,0.661111111,61.5,12.4,41,0.340972222,57,15,,20,16,17.86123367,12.90247635,30.76371003,2.214792975,1.935371453,4.150164428,66.4202661,30.47871773,4.588767784,12.4,13.49045491,8.960396046,29.39886161,-160.1034267,4.97317483,16.31687683,,
328,45951,Genetic bank,CIAT-13387,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1672,24,49,1,2,13,0.5,462.8897876,150.8897876,0.35625,41.5,0.661805556,62.5,11.5,41,0.341666667,56.5,15,,21,15.5,18.86123367,12.40247635,31.26371003,2.169041872,1.860371453,4.029413325,67.54028899,32.59734642,4.826355781,11.5,12.8884682,8.70490867,26.70434752,-250.2848177,4.831374916,14.82137488,,
329,45951,Genetic bank,CIAT-13387,Desmodium sequax,Desmodium,sequax,Fabaceae,Fabales,Shrub,F25-1672,24,49,1,3,14,0.5006,463.4452554,100.4452554,0.35625,40.5,0.6625,62.5,11.3,40,0.341666667,55.5,15,,22,15.5,19.86123367,12.40247635,32.26371003,2.244319405,1.860371453,4.104690858,69.61708994,21.67359666,3.113258063,11.3,12.72231512,8.856905558,40.86495517,-61.49881116,4.915735818,22.68075713,,
