31_no,31_date,31_requisitioner,31_gene_bank_id,31_genus,31_species,31_tax_name,31_family,31_order,31_functional_group,31_ciat_id,31_set_ciat,31_batch,31_run,31_replication,31_syrange_no,31_sample_weight_g,31_dm_incubated_mg,31_digested_feed_mg,31_time_0h,31_gas_0h_ml,31_time_8h,31_gas_8h_ml,31_ch4_8h_percentage,31_v8_push_back_ml,31_time_24h,31_gas_24h_ml,31_ch4_24h_percentage,31_remarks,31_gp_8h_ml,31_gp_8_24h,31_net_gas_8h_ml,31_net_gas_8_24h_ml,31_net_gas_24h_ml,31_ch4_8h_ml,31_ch4_8_24h_ml,31_ch4_24h_ml,31_gas_ml_g_dm_incubated_24h,31_percentage_dmd_truly_digestibility,31_part_fact,31_ch4_ml_in_gas_8h,31_ch4_ml_in_gas_24h,31_ch4_ml_g_dm_incubated_24h,31_ch4_ml_g_dmd_24h2,31_ch4_ml_g_ndf_digested_in_24h,31_ch4_g_g_dm_incubated_24h,31_ch4_g_g_dmd_24h,31_remarks
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Sample weight, g","DM Incubated, mg","Digested feed, mg",Time 0h,"Gas 0h, ml",Time 8h,"Gas 8h, ml",CH4 8h %,"V8 Push back, ml",Time 24h,"Gas 24h, ml","CH4 24h, %",Remarks,"GP 8h, ml","GP 8-24h, ml","Net gas 8h, ml","Net gas 8-24h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 8-24h, ml","CH4 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 ml in gas, h8","CH4 ml in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h2",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks
61,46041,Genbank,CIAT-33119,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251746,27,58,1,3,241,0.5002,476.6261215,135.6261215,0.390972222,40.5,0.725694444,68.5,16.4,40.5,0.390972222,68.5,18.2,,28,28,25.34497973,24.31247185,49.65745158,4.156576676,4.424869877,8.581446553,104.1853338,28.45545289,2.731234027,16.4,17.28128665,18.00456619,63.27281544,-0.423008929,9.992845734,35.11750726,
62,46041,Genbank,CIAT-33383,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Tree,F251747,27,58,1,1,242,0.5001,473.4524819,123.0524819,0.391666667,42.5,0.725694444,69.5,14.7,41,0.390972222,69.5,17.8,,27,28.5,24.34497973,24.81247185,49.15745158,3.578712021,4.416619989,7.99533201,103.8276352,25.99046084,2.503231513,14.7,16.26474065,16.88729559,64.97497562,-0.335251284,9.372741221,36.0622356,
63,46041,Genbank,CIAT-33383,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Tree,F251747,27,58,1,2,243,0.5004,473.7364966,169.9364966,0.391666667,41.5,0.726388889,70,15.1,41,0.391666667,71,17.6,,28.5,30,25.84497973,26.31247185,52.15745158,3.902591939,4.630995046,8.533586985,110.0980228,35.87152305,3.258144166,15.1,16.36120387,18.01336196,50.21632879,-1.166803943,9.997727536,27.87093127,
64,46041,Genbank,CIAT-33383,Dendrolobium,sp.,Dendrolobium sp.,Fabaceae,Fabales,Tree,F251747,27,58,1,3,244,0.5001,473.4524819,91.95248188,0.392361111,42,0.726388889,68,16.4,42,0.391666667,71.5,17.4,,26,29.5,23.34497973,25.81247185,49.15745158,3.828576676,4.491370102,8.319946778,103.8276352,19.42169181,1.870570563,16.4,16.92509784,17.57292885,90.48093763,-0.238797182,9.753279542,50.2184858,
65,46041,Genbank,CIAT-33402,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251748,27,58,1,1,245,0.5005,473.6326144,130.0326144,0.392361111,42,0.727083333,70.5,15.2,40.5,0.392361111,71.5,17.2,,28.5,31,25.84497973,27.31247185,53.15745158,3.928436919,4.697745158,8.626182077,112.2335117,27.45432018,2.446178486,15.2,16.22760652,18.21281266,66.3386037,-0.416209785,10.10842613,36.81907278,
66,46041,Genbank,CIAT-33402,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251748,27,58,1,2,246,0.5005,473.6326144,122.7326144,0.392361111,41.5,0.727083333,71.5,15.1,41,0.392361111,72,17.1,,30,31,27.34497973,27.31247185,54.65745158,4.129091939,4.670432686,8.799524626,115.4005233,25.91304118,2.24548732,15.1,16.09940524,18.57879791,71.69670968,-0.377816792,10.31155427,39.7929143,
67,46041,Genbank,CIAT-33402,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251748,27,58,1,3,247,0.5,473.159455,98.45945499,0.393055556,41,0.727777778,68.5,15.7,41,0.393055556,70,17.2,,27.5,29,24.84497973,25.31247185,50.15745158,3.900661818,4.353745158,8.254406976,106.0053879,20.80893744,1.963007527,15.7,16.45699037,17.44529648,83.83559483,-0.259700316,9.68244137,46.53020557,
68,46041,Genbank,CIAT-33508,Dendrolobium,umbellatum,Dendrolobium umbellatum,Fabaceae,Fabales,Tree,F251749,27,58,1,1,248,0.5006,469.2937134,67.49371343,0.393055556,42.5,0.727777778,75,14.9,41,0.39375,72.5,19.1,,32.5,31.5,,,,,,,,,,,,,,,,,
69,46041,Genbank,CIAT-33508,Dendrolobium,umbellatum,Dendrolobium umbellatum,Fabaceae,Fabales,Tree,F251749,27,58,1,2,249,0.5004,469.1062209,203.8062209,0.39375,41.5,0.728472222,70.5,15.3,41,0.39375,73.5,19.2,,29,32.5,26.34497973,28.81247185,55.15745158,4.030781899,5.531994595,9.562776494,117.5798766,43.44564447,3.694989799,15.3,17.33723408,20.38509844,46.92092543,3.088385565,11.31408232,26.04192539,
70,46041,Genbank,CIAT-33508,Dendrolobium,umbellatum,Dendrolobium umbellatum,Fabaceae,Fabales,Tree,F251749,27,58,1,3,250,0.5006,469.2937134,115.9937134,0.39375,41.5,0.728472222,72,16.6,42,0.395138889,73.5,19.2,,30.5,31.5,27.84497973,27.81247185,55.65745158,4.622266635,5.339994595,9.962261231,118.5983319,24.71665614,2.0840644,16.6,17.89924071,21.2282009,85.8862169,-0.343585404,11.78201877,47.6683363,
71,46041,Genbank,CIAT-33515,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251750,27,58,1,1,251,0.5005,467.5220035,36.12200346,0.39375,42,0.729166667,66,15.4,40.5,0.395138889,64.5,17.5,,,,,,,,,,,,,,,,,,,,Elimin Dig 7.3%
72,46041,Genbank,CIAT-33515,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251750,27,58,1,2,252,0.5002,467.2417705,88.34177049,0.394444444,42,0.729861111,67.5,14.8,41,0.395138889,63.5,17.4,,25.5,22.5,22.84497973,18.81247185,41.65745158,3.381057,3.273370102,6.654427102,89.15609479,18.90707896,2.120671504,14.8,15.97415792,14.24193538,75.32594225,-0.237037654,7.904520536,41.80720116,
73,46041,Genbank,CIAT-33515,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251750,27,58,1,3,253,0.5002,467.2417705,0,0.394444444,41.5,0.729861111,65,15.7,42.5,0.395833333,67,8.3,,23.5,24.5,,,,,,,,,,,,,,,,,Eliminado Dig neg
74,46041,Genbank,CIAT-7353,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251751,27,58,1,1,254,0.5003,473.4169671,185.2169671,0.395138889,40.5,0.730555556,65.5,12.9,40,0.396527778,62.5,16.7,,25,22.5,22.34497973,18.81247185,41.15745158,2.882502385,3.141682799,6.024185184,86.9370015,39.12343241,4.500204945,12.9,14.63692467,12.72490342,32.52501797,-0.191771149,7.062541552,18.05194769,
75,46041,Genbank,CIAT-7353,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251751,27,58,1,2,255,0.5006,473.700847,217.900847,0.395138889,41,0.730555556,65,11.8,40,0.400694444,57.5,5.4,,24,17.5,21.34497973,13.81247185,35.15745158,2.518707608,0.74587348,3.264581088,74.21868,45.99967435,6.197856705,11.8,9.285602174,6.891651364,14.98195685,-0.197020439,3.82498574,8.315245257,
76,46041,Genbank,CIAT-7353,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251751,27,58,1,3,256,0.5003,473.4169671,248.1169671,0.395138889,42,0.73125,66,12.6,41,0.401388889,58.5,6.1,,24,17.5,21.34497973,13.81247185,35.15745158,2.689467446,0.842560783,3.532028229,74.26318451,52.40981722,7.057308081,12.6,10.04631471,7.460713228,14.23533533,-1.29270767,4.140824919,7.900857396,
77,46041,Genbank,CIAT-7976,Cassia,sp.,Cassia sp.,Fabaceae,Fabales,Tree,F251752,27,58,1,1,257,0.5005,467.5552451,178.8552451,0.395138889,41.5,0.73125,79,12.9,40,0.404861111,70,15.7,,37.5,30,34.84497973,26.31247185,61.15745158,4.495002385,4.13105808,8.626060466,130.8026211,38.25328599,2.924504544,12.9,14.10467612,18.44928606,48.22928432,-0.371683158,10.23967296,26.76808721,
78,46041,Genbank,CIAT-7976,Cassia,sp.,Cassia sp.,Fabaceae,Fabales,Tree,F251752,27,58,1,2,258,0.5,467.0881569,214.0881569,0.396527778,41,0.731944444,75.5,14.4,40.5,0.405555556,72.5,15.7,,34.5,32,31.84497973,28.31247185,60.15745158,4.585677081,4.44505808,9.030735162,128.7925003,45.83463608,3.558796978,14.4,15.01183133,19.3341129,42.18232009,-1.117605193,10.73076716,23.41191745,
79,46041,Genbank,CIAT-7976,Cassia,sp.,Cassia sp.,Fabaceae,Fabales,Tree,F251752,27,58,1,3,259,0.5003,467.3684098,248.8684098,0.383333333,41.5,0.732638889,79.5,13.2,40.5,0.40625,72.5,15.6,,38,32,35.34497973,28.31247185,63.65745158,4.665537325,4.416745609,9.082282933,136.20401,53.24887275,3.909493761,13.2,14.26743093,19.43281305,36.49431818,1.352782608,10.78554745,20.25497798,
80,46041,Genbank,CIAT-8018,Acacia,aroma,Acacia aroma,Fabaceae,Fabales,Tree,F251753,27,58,1,1,260,0.5,468.9780844,100.5780844,0.397916667,40,0.732638889,67.5,14.4,40,0.406944444,59,18.1,,27.5,19,24.84497973,15.31247185,40.15745158,3.577677081,2.771557405,6.349234486,85.62756538,21.4462227,2.504593305,14.4,15.81085013,13.53844603,63.12741513,-0.543307273,7.514071778,35.03680757,
81,46041,Genbank,CIAT-8018,Acacia,aroma,Acacia aroma,Fabaceae,Fabales,Tree,F251753,27,58,1,2,261,0.5006,469.5408581,99.04085808,0.397916667,40.5,0.734027778,68.5,14.8,41,0.406944444,61.5,18.3,,28,20.5,25.34497973,16.81247185,42.15745158,3.751057,3.076682348,6.827739349,89.78441568,21.09312883,2.34930847,14.8,16.19580665,14.54131037,68.93861262,-0.560188441,8.070678835,38.26212271,
82,46041,Genbank,CIAT-8018,Acacia,aroma,Acacia aroma,Fabaceae,Fabales,Tree,F251753,27,58,1,3,262,0.5003,469.2594712,66.55947123,0.397916667,41,0.734027778,71.5,13.7,41,0.407638889,61,18.3,,30.5,20,27.84497973,16.31247185,44.15745158,3.814762223,2.985182348,6.799944572,94.10028841,14.18393774,1.507321389,13.7,15.39931388,14.49079878,102.1634404,-0.308924843,8.042644027,56.70247695,
83,46041,Genbank,CIAT-9990,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251754,27,58,1,1,263,0.5002,465.0570258,227.4570258,0.398611111,41,0.734027778,62,10.6,40,0.408333333,57,4.4,,21,17,18.34497973,13.31247185,31.65745158,1.944567852,0.585748761,2.530316613,68.07219293,48.90949135,7.184944284,10.6,7.992799441,5.440873856,11.12437219,-0.53036689,3.019779123,6.174219031,
84,46041,Genbank,CIAT-9990,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251754,27,58,1,2,264,0.5001,464.9640516,247.8640516,0.398611111,41,0.734722222,57.5,10.6,39.5,0.409027778,54,2,,16.5,14.5,13.84497973,10.81247185,24.65745158,1.467567852,0.216249437,1.683817289,53.03087733,53.30821829,10.05229801,10.6,6.828837453,3.621392413,6.793309792,0.396233982,2.009935443,3.770404466,
85,46041,Genbank,CIAT-9990,Prosopis,juliflora,Prosopis juliflora,Fabaceae,Fabales,Tree,F251754,27,58,1,3,265,0.5005,465.3359484,286.6359484,0.399305556,41,0.734722222,62.5,10.2,40,0.415277778,57,1.8,,21.5,17,18.84497973,13.31247185,32.15745158,1.922187933,0.239624493,2.161812426,69.10588294,61.59763702,8.913515665,10.2,6.722586274,4.645702601,7.542014314,0.101739077,2.578445319,4.185948429,
86,46041,Genbank,CIAT-13258,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251755,27,58,1,1,266,0.5005,473.4601316,98.76013162,0.399305556,40.5,0.735416667,62,13.7,40.5,0.409722222,54.5,12.1,,21.5,14,18.84497973,10.31247185,29.15745158,2.581762223,1.247809094,3.829571317,61.58375254,20.85922869,3.387131805,13.7,13.13410847,8.088476856,38.77649062,-0.136507014,4.489244594,21.52162317,
87,46041,Genbank,CIAT-13258,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251755,27,58,1,2,267,0.5001,473.0817419,69.5817419,0.379166667,40.5,0.736111111,61.5,14.1,39.5,0.411805556,53,15.5,,21,13.5,18.34497973,9.81247185,28.15745158,2.586642142,1.520933137,4.107575279,59.51921008,14.70818587,2.471166174,14.1,14.58788011,8.682591009,59.03237209,-0.108074905,4.818988228,32.76398783,
88,46041,Genbank,CIAT-13258,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251755,27,58,1,3,268,0.5,472.9871445,129.4871445,0.400694444,41.5,0.736805556,65,13.1,40.5,0.411111111,54.5,16.2,,23.5,14,20.84497973,10.31247185,31.15745158,2.730692345,1.67062044,4.401312784,65.87378102,27.3764617,4.155896516,13.1,14.12603586,9.305353932,33.99034555,-0.251377291,5.164632424,18.86522985,
89,46041,Genbank,CIAT-13260,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251756,27,58,1,1,269,0.5004,470.7587015,81.9587015,0.400694444,41,0.736805556,65,14.4,41,0.411111111,56.5,16.7,,24,15.5,21.34497973,11.81247185,33.15745158,3.073677081,1.972682799,5.04635988,70.43407052,17.40991749,2.471803398,14.4,15.219384,10.71963166,61.57198428,-0.189112881,5.949581031,34.17351654,
90,46041,Genbank,CIAT-13260,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251756,27,58,1,2,270,0.5005,470.852778,66.55277797,0.400694444,41,0.736805556,65,14.6,40,0.413888889,55.5,13.4,,24,15.5,21.34497973,11.81247185,33.15745158,3.116367041,1.582871228,4.699238269,70.41999778,14.13451955,2.007174098,14.6,14.17249531,9.98027088,70.60919787,-0.14820126,5.539223007,39.18932643,
91,46041,Genbank,CIAT-13260,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251756,27,58,1,3,271,0.5,470.3823956,68.78239558,0.401388889,41,0.736805556,67.5,13.6,41,0.414583333,56,16.4,,26.5,15,23.84497973,11.31247185,35.15745158,3.242917244,1.855245383,5.098162627,74.74227758,14.62265515,1.956410163,13.6,14.50094474,10.83833637,74.12016671,-0.164670704,6.015464201,41.13797488,
92,46041,Genbank,CIAT-17263,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251757,27,58,1,1,272,0.5001,472.4528516,218.5528516,0.401388889,41,0.7375,76,13.1,41.5,0.415277778,72.5,14.6,,35,31,32.34497973,27.31247185,59.65745158,4.237192345,3.98762089,8.224813235,126.2717568,46.25918774,3.66346275,13.1,13.78673245,17.40874927,37.633063,1.181380619,9.662157033,20.88700106,
93,46041,Genbank,CIAT-17263,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251757,27,58,1,2,273,0.5002,472.5473233,254.9473233,0.401388889,41.5,0.738194444,75.5,13.3,40.5,0.417361111,70.5,16,,34,30,31.34497973,26.31247185,57.65745158,4.168882304,4.209995496,8.3788778,122.0141322,53.95170192,4.421758443,13.3,14.53216812,17.73129883,32.86513344,0.413168143,9.841177619,18.24071766,
94,46041,Genbank,CIAT-17263,Leucaena,leucocephala,Leucaena leucocephala,Fabaceae,Fabales,Tree,F251757,27,58,1,3,274,0.5002,472.5473233,284.3473233,0.402083333,41.5,0.738888889,78,12.2,40.5,0.418055556,72.5,15.6,,36.5,32,33.84497973,28.31247185,62.15745158,4.129087527,4.416745609,8.545833136,131.536988,60.17330102,4.574629688,12.2,13.74868647,18.08460807,30.05420637,0.275222516,10.03727036,16.6806045,
95,46041,Isabel Molina, Cayman Br02_1752,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,F252640,27,58,1,1,275,0.5004,485.3932548,281.9932548,0.402083333,41,0.738888889,85.5,13.1,40.5,0.41875,90,14.1,,44.5,49.5,41.84497973,45.81247185,87.65745158,5.481692345,6.459558531,11.94125088,180.5905845,58.09583302,3.216991251,13.1,13.62263066,24.60118833,42.34587413,0.366768385,13.65408515,23.50269277,
96,46041,Isabel Molina, Cayman Br02_1752,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,F252640,27,58,1,2,276,0.5002,485.1992527,281.9992527,0.402777778,41,0.739583333,78.5,13.2,40.5,0.419444444,94,14.1,,37.5,53.5,34.84497973,49.81247185,84.65745158,4.599537325,7.023558531,11.62309586,174.479765,58.12029824,3.331062387,13.2,13.72956029,23.95530453,41.21676119,0.35656522,13.29560846,22.87601555,
97,46041,Isabel Molina, Cayman Br02_1752,Urochloa,interespecifico,Urochloa interespecifico,Poaceae,Poales,grasses,F252640,27,58,1,3,277,0.5002,485.1992527,256.1992527,0.402777778,40.5,0.739583333,86,13.4,40,0.420138889,88,14.4,,45.5,48,42.84497973,44.31247185,87.15745158,5.741227284,6.380995946,12.12222323,179.6322873,52.80289516,2.939499126,13.4,13.90841863,24.98401051,47.31560729,0.504265167,13.86655808,26.26098066,
98,46041,Isabel Molina,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,58,1,1,278,0.5004,467.86036,313.56036,0.403472222,40,0.740277778,84,13.7,39.5,0.420833333,84,16.6,,44,44.5,41.34497973,40.81247185,82.15745158,5.664262223,6.774870327,12.43913255,175.6025058,67.02007411,3.81657846,13.7,15.14060175,26.58727606,39.67061573,0.41278467,14.7563982,22.01787807,
99,46041,Isabel Molina,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,58,1,2,279,0.5005,467.9538573,301.7538573,0.403472222,41,0.740277778,83,14,40.5,0.420833333,81.5,16.5,,42,41,39.34497973,37.31247185,76.65745158,5.508297162,6.156557855,11.66485502,163.8141248,64.48367774,3.93639302,14,15.2168573,24.92736161,38.6568547,0.471087914,13.83511696,21.45522316,
100,46041,Isabel Molina,N/A,Gliricidia,sepium,Gliricidia sepium ,Fabaceae,Fabales,Arbustiva ,F252641,27,58,1,3,280,0.5004,467.86036,252.96036,0.404166667,41,0.740972222,83.5,13.8,40,0.421527778,83,16.4,,42.5,43,39.84497973,39.31247185,79.15745158,5.498607203,6.447245383,11.94585259,169.1903361,54.06749142,3.195660737,13.8,15.09125464,25.53294446,47.22420772,4.431495261,14.17122592,26.21025231,
101,46041,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,58,1,1,281,0.5004,468.1242,220.0242,0.404861111,40.5,0.741666667,67,15.9,40.5,0.422222222,82.5,16.6,,26.5,42,,,,,,,,,,,,,,,,,
102,46041,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,58,1,2,282,0.5003,468.03065,176.73065,0.404861111,41,0.741666667,70.5,15.6,41,0.422222222,85.5,16.4,,29.5,44.5,,,,,,,,,,,,,,,,,Elimin Dig
103,46041,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,27,58,1,3,283,0.5004,468.1242,163.8242,0.405555556,40.5,0.741666667,68.5,16.1,41,0.422916667,81,16.8,,28,40,25.34497973,36.31247185,61.65745158,4.080541737,6.100495271,10.18103701,131.7117371,34.99588357,2.657005695,16.1,16.51225723,21.74858084,62.14611155,0.69825617,12.07083864,34.4921671,
104,46041,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,27,58,1,1,284,,,0,0.405555556,40,0.742361111,44,,40,0.423611111,44.5,,,4,4.5,,,,,,,,,,,,,,,,,
105,46041,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,27,58,1,2,285,,,0,0.405555556,40,0.743055556,43.5,,40,0.423611111,44.5,,,3.5,4.5,,,,,,,,,,,,,,,,,
106,46043,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,27,59,2,1,286,,,0,,39.5,0.674305556,43.5,,39.5,0.364583333,43.5,,,4,4,,,,,,,,,,,,,,,,,
107,46043,,BLANK 24 H,BLANK,24,BLANK 24 H,,,,BLANK24H,27,59,2,2,287,,,0,0.340277778,39.5,0.674305556,42.5,,39.5,0.364583333,44,,,3,4.5,,,,,,,,,,,,,,,,,
108,46043,Genbank,CIAT-13262,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251728,27,59,2,1,288,0.5001,474.7563421,172.3563421,0.340277778,40.5,0.674305556,69,13.4,40.5,0.365277778,64,15.8,,28.5,23.5,25.62372804,19.81247185,45.43619989,3.433579558,3.130370552,6.56395011,95.70425051,36.30416843,3.793370539,13.4,14.44652089,13.82593454,38.0836007,-1.204601169,7.673632875,21.13705727,
109,46043,Genbank,CIAT-13262,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251728,27,59,2,2,289,0.5002,474.8512744,0,0.347916667,Descartada,,,,,,,,,,,,,,,,,,,,,,,,,,,Eliminada
110,46043,Genbank,CIAT-13262,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251728,27,59,2,3,290,0.5002,474.8512744,179.3512744,0.348611111,39,0.675,68.5,14.3,38.5,0.366666667,56,17.9,,29.5,17.5,26.62372804,13.81247185,40.43619989,3.80719311,2.472432461,6.279625571,85.15550463,37.76998906,4.435413685,14.3,15.52971246,13.22440501,35.01299667,-2.077705503,7.339773576,19.43281891,
111,46043,Genbank,CIAT-13528,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251729,27,59,2,1,291,0.5003,475.5138416,142.6138416,0.349305556,41.5,0.675,68.5,13.1,40,0.366666667,59.5,17.5,,27,19.5,24.12372804,15.81247185,39.93619989,3.160208374,2.767182574,5.927390947,83.98535731,29.99152267,3.571041862,13.1,14.84215064,12.46523325,41.56252213,-0.256797264,6.918420113,23.06791885,
112,46043,Genbank,CIAT-13528,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251729,27,59,2,2,292,0.5004,475.6088873,159.1088873,0.350694444,44.5,0.675694444,75,12,43,0.367361111,58,17.9,,30.5,15,27.62372804,11.31247185,38.93619989,3.314847365,2.024932461,5.339779826,81.86600572,33.4537246,4.086400003,12,13.71417817,11.22724989,33.56053779,-0.314195534,6.23131793,18.6266791,
113,46043,Genbank,CIAT-13528,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251729,27,59,2,3,293,0.5003,475.5138416,151.3138416,0.351388889,41,0.675694444,67.5,13.7,41,0.367361111,60,17.8,,26.5,19,23.62372804,15.31247185,38.93619989,3.236450742,2.725619989,5.962070731,81.8823691,31.82112241,3.886199527,13.7,15.31241042,12.53816442,39.40201814,-0.300123897,6.958898178,21.86880176,
114,46043,Genbank,CIAT-13529,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251730,27,59,2,1,294,0.5005,472.2567008,166.0567008,0.352083333,41.5,0.676388889,71,13.7,41,0.368055556,60,18.2,,29.5,19,26.62372804,15.31247185,41.93619989,3.647450742,2.786869877,6.434320618,88.7995868,35.16238108,3.959746024,13.7,15.34311796,13.62462535,38.74773248,-0.7881644,7.561902791,21.5056619,
115,46043,Genbank,CIAT-13529,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251730,27,59,2,2,295,0.5003,472.0679868,190.1679868,0.352777778,40.5,0.677083333,69.5,14.8,40.5,0.368055556,72,18,,29,31.5,26.12372804,27.81247185,53.93619989,3.86631175,5.006244933,8.872556683,114.2551526,40.28402521,3.525795054,14.8,16.45009604,18.79508234,46.65641589,23.32600727,10.43159587,25.89511803,
116,46043,Genbank,CIAT-13529,Dendrolobium,triangulare,Dendrolobium triangulare,Fabaceae,Fabales,Tree,F251730,27,59,2,3,296,0.5004,472.1623438,168.9623438,0.353472222,41.5,0.677083333,71.5,14.6,41,0.36875,71,17.9,,30,30,27.12372804,26.31247185,53.43619989,3.960064294,4.709932461,8.669996755,113.1733621,35.7847986,3.161945351,14.6,16.22495008,18.3623215,51.31318943,-1.216782494,10.19140612,28.47970791,
117,46043,Genbank,CIAT-13710,Dendrolobium,lanceolatum,Dendrolobium lanceolatum,Fabaceae,Fabales,Tree,F251731,27,59,2,1,297,0.5004,471.039742,87.03974205,0.353472222,40.5,0.677777778,65,14.5,40,0.36875,55,17.8,,24.5,15,21.62372804,11.31247185,32.93619989,3.135440566,2.013619989,5.149060555,69.92233766,18.47821623,2.642677125,14.5,15.6334385,10.93126566,59.1575806,-0.193056992,6.067041562,32.83348072,
