32_no,32_date,32_requisitioner,32_gene_bank_id,32_genus,32_species,32_tax_name,32_family,32_order,32_functional_group,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_percentage_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_percentage_ndf_digestibility_in_24h,32_remarks_1,32_remarks_2
No,Date,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,
739,,Genbank,CIAT4537,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Tree,F252585,28,69,3,2,158,0.584,0.7157,,0.1317,329.4155822,71.43883116,228.851464,97.15146402,42.45175552,,
740,,Genbank,CIAT7289,Chamaecrista,mimosoides,Chamaecrista mimosoides,Fabaceae,Fabales,Tree,F252586,28,69,3,1,159,0.583,0.9038,,0.3208,136.5971032,29.86400707,262.7918747,-58.00812533,-22.07378954,,
741,,Genbank,CIAT7289,Chamaecrista,mimosoides,Chamaecrista mimosoides,Fabaceae,Fabales,Tree,F252586,28,69,3,2,160,0.5881,0.86,,0.2719,185.4056969,40.54305428,262.7393583,-9.160641695,-3.486589049,,
742,,Genbank,CIAT7826,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Tree,F252587,28,69,3,1,161,0.5551,0.8174,,0.2623,191.4842502,42.19720057,243.0874681,-19.21253194,-7.903546858,,
743,,Genbank,CIAT7826,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Tree,F252587,28,69,3,2,162,0.5983,0.9179,,0.3196,134.3657639,29.59821523,243.184703,-76.41529696,-31.42274,,
744,,Genbank,CIAT8014,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Tree,F252588,28,69,3,1,163,0.5758,0.7857,,0.2099,246.852178,54.04510146,250.6581382,40.75813824,16.2604488,,
745,,Genbank,CIAT8014,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Tree,F252588,28,69,3,2,164,0.5615,0.7121,,0.1506,306.4261198,67.04783524,250.808473,100.208473,39.95418169,,
746,,Genbank,CIAT8849,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Tree,F252589,28,69,3,1,165,0.6128,0.8598,,0.247,204.2774323,45.26648524,234.4622053,-12.53779474,-5.347469425,,
747,,Genbank,CIAT8849,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Tree,F252589,28,69,3,2,166,0.5706,0.86,,0.2894,162.0579432,35.8965759,234.5559901,-54.84400986,-23.38205467,,
748,,Genbank,CIAT9326,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Tree,F252590,28,69,3,1,167,0.5588,0.7931,,0.2343,225.7289971,49.06842797,229.9786015,-4.321398506,-1.879043736,,
749,,Genbank,CIAT9326,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Tree,F252590,28,69,3,2,168,0.5786,0.779,,0.2004,260.0890261,56.48104762,230.2085801,29.8085801,12.9485096,,
750,,Genbank,CIAT9337,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Tree,F252591,28,69,3,1,169,0.5568,0.8375,,0.2807,180.3210658,39.11341133,217.247301,-63.45269901,-29.2075891,,
751,,Genbank,CIAT9337,Crotalaria,retusa,Crotalaria retusa,Fabaceae,Fabales,Tree,F252591,28,69,3,2,170,0.5877,0.8676,,0.2799,181.0288984,39.27479901,217.2038689,-62.69613109,-28.86510789,,
752,,Genbank,CIAT9350,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Tree,F252592,28,69,3,1,171,0.5627,0.7485,,0.1858,270.2544037,59.25924659,226.7721551,40.97215512,18.06754233,,
753,,Genbank,CIAT9350,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Tree,F252592,28,69,3,2,172,0.5492,0.7217,,0.1725,283.6455963,62.18312719,226.8175005,54.31750048,23.94766734,,
754,,Genbank,CIAT9352,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Tree,F252593,28,69,3,1,173,0.5789,0.7793,,0.2004,266.7250422,57.09928137,263.6806712,63.28067118,23.99897986,,
755,,Genbank,CIAT9352,Crotalaria,pumila,Crotalaria pumila,Fabaceae,Fabales,Tree,F252593,28,69,3,2,174,0.5656,0.8284,,0.2628,204.6986675,43.78593603,263.8915735,1.091573538,0.413644711,,
756,,Genbank,CIAT9472,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Tree,F252594,28,69,3,1,175,0.5621,0.8424,,0.2803,180.5493012,39.17751438,227.9680504,-52.33194964,-22.95582629,,
757,,Genbank,CIAT9472,Zornia,brasiliensis,Zornia brasiliensis,Fabaceae,Fabales,Tree,F252594,28,69,3,2,176,0.5714,0.9225,,0.3511,109.3809165,23.75362639,227.7858217,-123.3141783,-54.13602013,,
758,,Genbank,CIAT9531,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Tree,F252595,28,69,3,1,177,0.5557,0.7799,,0.2242,233.7919265,51.04717201,195.4305513,-28.76944867,-14.72105997,,
759,,Genbank,CIAT9531,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Tree,F252595,28,69,3,2,178,0.57,0.7805,,0.2105,247.4919265,54.03849111,195.4305513,-15.06944867,-7.710897075,,
760,,Genbank,CIAT10026,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Tree,F252596,28,69,3,1,179,0.5826,0.8967,,0.3141,149.9123081,32.30783009,265.6357064,-48.46429361,-18.24464575,,
761,,Genbank,CIAT10026,Stylosanthes,seabrana,Stylosanthes seabrana,Fabaceae,Fabales,Tree,F252596,28,69,3,2,180,0.562,0.8874,,0.3254,138.4268145,29.84450449,265.5295158,-59.87048418,-22.54758157,,
762,,Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Tree,F252597,28,69,3,1,181,0.5932,0.8077,,0.2145,244.1062165,53.22784727,280.2767608,65.77676078,23.46850327,,
763,,Genbank,CIAT12411,Stylosanthes,sympodialis,Stylosanthes sympodialis,Fabaceae,Fabales,Tree,F252597,28,69,3,2,182,0.5791,0.8136,,0.2345,224.2896589,48.88725249,280.3888715,45.88887148,16.36615292,,
764,,Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Tree,F252598,28,69,3,1,183,0.5661,0.8346,,0.2685,190.1062602,41.45304517,232.6027528,-35.89724718,-15.43285569,,
765,,Genbank,CIAT13494,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Tree,F252598,28,69,3,2,184,0.5877,0.8704,,0.2827,175.9979265,38.36902596,232.6492455,-50.05075452,-21.51339645,,
766,,Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Tree,F252599,28,69,3,1,185,0.5536,0.8244,,0.2708,188.3520344,41.021714,231.0244638,-39.77553621,-17.2170235,,
767,,Genbank,CIAT13562,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Tree,F252599,28,69,3,2,186,0.5734,0.8083,,0.2349,224.1602223,48.83024306,230.9782681,-3.921731867,-1.697879155,,
768,,Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Tree,F252600,28,69,3,1,187,0.5898,0.9735,,0.3837,69.84357571,15.39952927,264.3919278,-119.3080722,-45.12545943,,
769,,Genbank,CIAT13593,Desmodium,scorpiurus,Desmodium scorpiurus,Fabaceae,Fabales,Tree,F252600,28,69,3,2,188,0.5699,0.842,,0.2721,181.4435757,40.0057647,264.3919278,-7.708072151,-2.915396175,,
770,,Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Tree,F252601,28,69,3,1,189,0.5752,0.9067,,0.3315,131.6380027,28.42306223,275.6426674,-55.8573326,-20.26439997,,
771,,Genbank,CIAT13608,Desmodium,incanum,Desmodium incanum,Fabaceae,Fabales,Tree,F252601,28,69,3,2,190,0.5818,0.9232,,0.3414,121.8306118,26.30020744,275.6977849,-65.70221509,-23.83124518,,
772,,Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Tree,F252602,28,69,3,1,191,0.5914,0.9139,,0.3225,126.7276657,28.21012047,224.42023,-98.07977004,-43.70362247,,
773,,Genbank,CIAT18277,Indigofera,jamaicensis,Indigofera jamaicensis,Fabaceae,Fabales,Tree,F252602,28,69,3,2,192,0.5677,0.8227,,0.255,194.3174933,43.24725749,224.465105,-30.53489497,-13.60340395,,
774,,Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Tree,F252603,28,69,3,1,193,0.5715,0.9382,,0.3667,85.1048866,18.83664589,217.5254172,-149.1745828,-68.57800098,,
775,,Genbank,CIAT18952,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Tree,F252603,28,69,3,2,194,0.5741,0.8717,,0.2976,154.2048866,34.13085851,217.5254172,-80.07458277,-36.81159829,,
776,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,69,3,1,195,0.5824,0.8522,,0.2698,198.1371,42.34267811,356.1001331,86.3001331,24.23479383,,
777,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,28,69,3,2,196,0.5568,0.993,,0.4362,31.55,6.74505612,355.95775,-80.24225,-22.54263322,,
778,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,28,69,3,1,197,,,,,,,,,,,
779,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,28,69,3,2,198,,,,,,,,,,,
780,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,62,1,1,161,,,,,,,,,,,
781,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,62,1,2,162,,,,,,,,,,,
782,,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,62,1,1,93,0.5904,1.071,,0.4806,,,236.1896087,-244.4103913,-103.4805861,,
783,,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,62,1,2,94,0.6043,0.9296,,0.3253,122.830518,27.40954098,236.2368088,-89.06319117,-37.70081031,,
784,,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,62,1,3,95,0.5559,0.931,,0.3751,73.12005455,16.3134277,236.284009,-138.815991,-58.74963423,,
785,,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,62,1,1,96,0.5857,0.9261,,0.3404,124.3052991,26.74927515,239.5157529,-100.8842471,-42.1200885,,
786,,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,62,1,2,97,0.5751,0.9276,,0.3525,112.2982402,24.16064229,239.5636561,-112.9363439,-47.14251978,,
787,,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,62,1,3,98,0.5822,0.931,,0.3488,115.9052991,24.94167795,239.5157529,-109.2842471,-45.62716471,,
788,,Genbank,CIAT19198,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F252606,29,62,1,1,99,0.576,0.8518,,0.2758,177.1858124,39.11509092,234.3112393,-41.4887607,-17.70668826,,
789,,Genbank,CIAT19198,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F252606,29,62,1,2,100,0.5665,0.8409,,0.2744,178.766898,39.44835751,234.4049076,-39.99509241,-17.0623955,,
790,,Genbank,CIAT19198,Tephrosia,villosa,Tephrosia villosa,Fabaceae,Fabales,Herbaceous,F252606,29,62,1,3,101,0.5561,0.8136,,0.2575,195.3952695,43.14358808,234.2644051,-23.23559485,-9.918534076,,
791,,Genbank,CIAT19460,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252607,29,62,1,1,102,0.5684,0.9201,,0.3517,103.6500095,22.76271162,243.7131714,-107.9868286,-44.30898337,,
792,,Genbank,CIAT19460,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252607,29,62,1,2,103,0.5578,0.9348,,0.377,78.7141439,17.27270153,243.908064,-133.091936,-54.56643533,,
793,,Genbank,CIAT19460,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252607,29,62,1,3,104,0.5602,0.917,,0.3568,98.36794237,21.61135116,243.6157251,-113.1842749,-46.46016788,,
794,,Genbank,CIAT20044,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F252608,29,62,1,1,105,0.5868,0.8124,,0.2256,235.3730577,51.06004652,217.1112574,-8.488742556,-3.909858317,,
795,,Genbank,CIAT20044,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F252608,29,62,1,2,106,0.5834,0.846,,0.2626,198.7417624,43.07907469,217.2849117,-45.31508828,-20.85514725,,
796,,Genbank,CIAT20044,Tephrosia,purpurea,Tephrosia purpurea,Fabaceae,Fabales,Herbaceous,F252608,29,62,1,3,107,0.6033,0.8174,,0.2141,247.3339386,53.60115889,217.3283253,3.228325288,1.485459976,,
797,,Genbank,CIAT22423,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252609,29,62,1,1,108,0.5559,0.7585,,0.2026,250.9732796,55.33246576,218.1311479,15.53114792,7.12009636,,
798,,Genbank,CIAT22423,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252609,29,62,1,2,109,0.5927,0.7546,,0.1619,291.1296441,64.26282427,217.8697043,55.96970428,25.68953057,,
799,,Genbank,CIAT22423,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252609,29,62,1,3,110,0.5919,0.7881,,0.1962,257.1014619,56.71754527,218.0004261,21.8004261,10.00017591,,
800,,Genbank,CIAT22480,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252610,29,62,1,1,111,0.5434,0.7442,,0.2008,261.5956636,56.57398721,210.4232549,9.623254878,4.57328487,,
801,,Genbank,CIAT22480,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252610,29,62,1,2,112,0.5639,0.7925,,0.2286,234.2580592,50.61120889,210.6336781,-17.96632187,-8.52965301,,
802,,Genbank,CIAT22480,Sesbania,cannabina,Sesbania cannabina,Fabaceae,Fabales,Shurb_Tree,F252610,29,62,1,3,113,0.595,0.8417,,0.2467,216.2505383,46.71136988,210.6757628,-36.02423722,-17.09937429,,
803,,Genbank,CIAT23116,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252611,29,62,1,1,114,0.5596,0.8953,,0.3357,127.591538,27.5402263,276.9082527,-58.7917473,-21.23148975,,
804,,Genbank,CIAT23116,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252611,29,62,1,2,115,0.5541,0.823,,0.2689,194.4841037,41.97038745,276.963579,8.063579026,2.911422164,,
805,,Genbank,CIAT23116,Desmodium,tortuosum,Desmodium tortuosum,Fabaceae,Fabales,Shurb_Tree,F252611,29,62,1,3,116,0.5836,0.8668,,0.2832,179.8138407,38.83552173,276.7422737,-6.45772627,-2.333480239,,
806,,Genbank,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F252612,29,62,1,1,117,0.5876,0.965,,0.3774,86.91598984,18.71914639,263.7412375,-113.6587625,-43.09480142,,
807,,Genbank,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F252612,29,62,1,2,118,0.5832,0.8492,,0.266,198.4087974,42.72287659,263.7939541,-2.20604593,-0.836276153,,
808,,Genbank,CIAT23416,Codariocalyx,motorius,Codariocalyx motorius,Fabaceae,Fabales,Shurb_Tree,F252612,29,62,1,3,119,0.5932,0.9066,,0.3134,150.9159898,32.50286295,263.7412375,-49.65876255,-18.82859238,,
809,,Genbank,CIAT23806,Desmodium,angustifolium,Desmodium angustifolium,Fabaceae,Fabales,Herbaceous,F252613,29,62,1,1,120,0.5871,0.8494,,0.2623,202.0870181,43.51693958,273.1756425,10.87564252,3.981190423,,
810,,Genbank,CIAT23806,Desmodium,angustifolium,Desmodium angustifolium,Fabaceae,Fabales,Herbaceous,F252613,29,62,1,2,121,0.5836,0.8461,,0.2625,201.8870181,43.47387206,273.1756425,10.67564252,3.907977454,,
811,,Genbank,CIAT23806,Desmodium,angustifolium,Desmodium angustifolium,Fabaceae,Fabales,Herbaceous,F252613,29,62,1,3,122,0.572,0.8415,,0.2695,194.7014859,41.94331381,273.0665032,3.566503228,1.306093273,,
812,,Genbank,CIAT24104,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F252614,29,62,1,1,123,0.5905,0.7822,,0.1917,269.8808171,58.46881133,208.8287092,17.12870923,8.202277019,,
813,,Genbank,CIAT24104,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F252614,29,62,1,2,124,0.5739,0.817,,0.2431,218.3885194,47.32263322,208.7869518,-34.31304816,-16.4344792,,
814,,Genbank,CIAT24104,Macroptilium,atropurpureum,Macroptilium atropurpureum,Fabaceae,Fabales,Herbaceous,F252614,29,62,1,3,125,0.5729,0.7441,Se filtra aunque se rego un poco de muestra en el  baño de hielo,0.1712,290.6577102,62.93230659,208.9539814,37.7539814,18.06808425,,
815,,Genbank,CIAT24565,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252615,29,62,1,1,126,0.5881,0.83,,0.2419,208.5524413,46.29843734,223.4686871,-18.43131286,-8.247827962,,
816,,Genbank,CIAT24565,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252615,29,62,1,2,127,0.5777,0.8454,,0.2677,183.0226587,40.60649164,223.6027415,-44.09725846,-19.72125125,,
817,,Genbank,CIAT24565,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252615,29,62,1,3,128,0.6113,0.9155,,0.3042,146.2524413,32.46789847,223.4686871,-80.73131286,-36.12645418,,
818,,Genbank,CIAT33561,Desmodium,wigginsii,Desmodium wigginsii,Fabaceae,Fabales,Herbaceous,F252616,29,62,1,1,129,0.595,0.8514,,0.2564,203.1628137,44.20784442,251.3115222,-5.088477758,-2.024768985,,
819,,Genbank,CIAT33561,Desmodium,wigginsii,Desmodium wigginsii,Fabaceae,Fabales,Herbaceous,F252616,29,62,1,2,130,0.5965,0.8721,,0.2756,183.7790621,40.00597268,251.2110378,-24.38896217,-9.708555159,,
820,,Genbank,CIAT33561,Desmodium,wigginsii,Desmodium wigginsii,Fabaceae,Fabales,Herbaceous,F252616,29,62,1,3,131,0.6004,0.9212,,0.3208,138.5790621,30.16660391,251.2110378,-69.58896217,-27.70139512,,
821,,Genbank,CIAT34038,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252617,29,62,1,1,132,0.5877,0.8402,,0.2525,206.5373334,44.99358078,215.5570729,-36.94292713,-17.13835071,,
822,,Genbank,CIAT34038,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252617,29,62,1,2,133,0.562,0.8002,,0.2382,221.1127007,48.13990564,215.6863813,-22.51361874,-10.43812716,,
823,,Genbank,CIAT34038,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252617,29,62,1,3,134,0.5783,0.7842,,0.2059,253.0455443,55.13628958,215.5139701,9.61397008,4.460949829,,
824,,Genbank,CIAT34040,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252618,29,62,1,1,135,0.5925,0.7928,,0.2003,253.5235746,55.86390589,190.4924259,-9.8075741,-5.148537562,,
825,,Genbank,CIAT34040,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252618,29,62,1,2,136,0.6045,0.8698,,0.2653,188.1609509,41.49441105,190.3402146,-74.95978539,-39.38200109,,
826,,Genbank,CIAT34040,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252618,29,62,1,3,137,0.5896,0.816,,0.2264,227.1516069,50.08285792,190.3782674,-36.02173257,-18.92113688,,
827,,Genbank,CIAT34042,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252619,29,62,1,1,138,0.544,0.7805,,0.2365,218.9455354,48.07282505,222.9866751,-13.51332486,-6.060149042,,
828,,Genbank,CIAT34042,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252619,29,62,1,2,139,0.554,0.8037,,0.2497,206.2008899,45.22932385,223.2096172,-26.49038277,-11.8679397,,
829,,Genbank,CIAT34042,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252619,29,62,1,3,140,0.5695,0.859,,0.2895,165.9455354,36.43586829,222.9866751,-66.51332486,-29.8283854,,
830,,0,BLANK 8H,BLANK,8H,BLANK 8H,0,0,0,BLANK8H,29,62,1,1,141,,,,,,,,,,,
831,,0,BLANK 8H,BLANK,8H,BLANK 8H,0,0,0,BLANK8H,29,62,1,2,142,,,,,,,,,,,
832,,Genbank,CIAT34044,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252620,29,62,1,1,143,0.5565,0.8284,,0.2719,186.2478861,40.65235085,248.6229551,-23.27704487,-9.36238766,,
833,,Genbank,CIAT34044,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252620,29,62,1,2,144,0.5662,0.8809,,0.3147,143.5394607,31.3241161,248.6726499,-66.0273501,-26.55191478,,
834,,Genbank,CIAT34044,Vigna,aconitifolia,Vigna aconitifolia,Fabaceae,Fabales,Herbaceous,F252620,29,62,1,3,145,0.5729,0.863,,0.2901,167.9563114,36.66717546,248.5732604,-41.52673964,-16.70603652,,
835,,Genbank,CIAT34148,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,F252621,29,62,1,1,146,0.5679,0.8486,,0.2807,167.1921443,37.32866192,200.4146168,-80.28538318,-40.05964458,,
836,,Genbank,CIAT34148,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,F252621,29,62,1,2,147,0.5653,0.8415,,0.2762,171.6026017,38.32103723,200.3745499,-75.82545008,-37.84185672,,
837,,Genbank,CIAT34148,Vigna,radiata,Vigna radiata,Fabaceae,Fabales,Herbaceous,F252621,29,62,1,3,148,0.5706,0.7942,,0.2236,224.2026017,50.0672843,200.3745499,-23.22545008,-11.59101797,,
838,,Genbank,CIAT34159,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252622,29,62,1,1,149,0.5636,0.7671,,0.2035,248.9119169,55.01886834,220.0346159,16.5346159,7.514552122,,
839,,Genbank,CIAT34159,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252622,29,62,1,2,150,0.5702,0.7798,,0.2096,242.8119169,53.67053957,220.0346159,10.4346159,4.742261055,,
840,,Genbank,CIAT34159,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252622,29,62,1,3,151,0.5737,0.8199,,0.2462,206.6643288,45.63493207,220.2546505,-25.94534949,-11.77970564,,
841,,Genbank,CIAT34347,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252623,29,62,1,1,152,0.5635,0.8127,,0.2492,198.889575,44.38611967,191.2289802,-57.97101979,-30.31497617,,
842,,Genbank,CIAT34347,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252623,29,62,1,2,153,0.5755,0.8117,,0.2362,211.6210971,47.25572298,191.1144032,-45.08559677,-23.59089425,,
843,,Genbank,CIAT34347,Vigna,unguiculata,Vigna unguiculata,Fabaceae,Fabales,Herbaceous,F252623,29,62,1,3,154,0.5912,0.8413,,0.2501,197.9000823,44.1741174,191.1907879,-58.90921212,-30.81174191,,
844,,Genbank,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F251692,29,62,1,1,155,0.5599,0.9905,,0.4306,38.73761372,8.253677649,307.0319104,-123.5680896,-40.24600876,,
845,,Genbank,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F251692,29,62,1,2,156,0.5644,1.0294,,0.465,4.150028747,0.884584566,306.9091958,-158.0908042,-51.51061171,,
846,,Genbank,CIAT-23715,Desmodium,sequax,Desmodium sequax,Fabaceae,Fabales,Herbaceous,F251692,29,62,1,3,157,0.551,1.0012,,0.4502,19.04382124,4.058406392,306.9705531,-143.2294469,-46.6590184,,
847,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,29,62,1,1,158,0.5606,0.8829,,0.3223,145.91775,31.16450626,356.3137078,34.01370775,9.546000339,,
848,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,29,62,1,2,159,0.5524,0.9024,,0.35,118.40485,25.27831426,356.4560909,6.45609085,1.811188255,,
849,,Jacobo Arango/Alejandro Montoya,Sample 8,Cynodon,nlemfuensis,Cynodon nlemfuensis ,Poaceae,Poales,grasses,F250008,29,62,1,3,160,0.5363,0.9785,,0.4422,25.55,5.462319615,355.95775,-86.24225,-24.22822652,,
850,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,62,1,1,161,,,,,,,,,,,
851,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,62,1,2,162,,,,,,,,,,,
852,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,63,2,1,163,,,,,,,,,,,
853,,0,BLANK 24 H,BLANK,24,BLANK 24 H,0,0,0,BLANK24H,29,63,2,2,164,,,,,,,,,,,
854,,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,63,2,1,165,0.584,0.8573,,0.2733,174.5619083,38.97672587,236.0952083,-37.20479166,-15.7583849,,
855,,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,63,2,2,166,0.5747,0.8427,,0.268,179.6828351,40.13619041,236.000808,-31.99919198,-13.55893323,,
856,,Genbank,CIAT18953,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252604,29,63,2,3,167,0.59,0.8443,,0.2543,193.6514449,43.23045434,236.1424085,-18.1575915,-7.689254807,,
857,,Genbank,CIAT18954,Indigofera,atriceps,Indigofera atriceps,Fabaceae,Fabales,Herbaceous,F252605,29,63,2,1,168,0.5986,0.8551,,0.2565,208.2052991,44.80372819,239.5157529,-16.98424709,-7.091077261,,
