32_no,32_date,32_gene_bank_id,32_name,32_ciat_id,32_set_ciat,32_batch,32_run,32_replication,32_syrange_no,32_bag_weight_g,32_digested_weight_g,32_remarks,32_undigested_dm_g,32_digested_feed_mg,32_dmd_truly_digestibility,32_ndf_incubated_mg,32_ndf_digestibility_mg,32_ndf_digestibility_in_24h,32_remarks_2,,
No,Date,Gene Bank ID,Name,CIAT ID,Set CIAT,Batch,Run,Replication,Syrange No,"Bag weight, g","Digested weight, g",Remarks,"Undigested DM, g","Digested feed, mg","% DMD, Truly digestibility","NDF incubated, mg","NDF digestibility, mg",% NDF digestibility in 24 h,Remarks,,
153,45637,Blank,Blank,Blank,1,3,3,2,51,,,,,,#DIV/0!,,,,ELIMINADOS,,
154,"13/11/24, Wed",Blank,Blank,Blank,2,4,1,1,1,,,,,,,,,,ELIMINADOS,,
155,"13/11/24, Wed",Blank,Blank,Blank,2,4,1,2,2,,,,,,,,,,ELIMINADOS,,
156,"13/11/24, Wed",ABC-989-1,Indigofera hirsuta,F24 3426,2,4,1,1,3,0.5501,0.7693,,0.2192,242.6519098,52.5388993,245.2483117,26.04831169,10.62119919,,,
157,"13/11/24, Wed",ABC-989-1,Indigofera hirsuta,F24 3426,2,4,1,2,4,0.5556,0.7681,,0.2125,249.8137617,54.03554521,245.49356,32.99356,13.43968453,,,
158,"13/11/24, Wed",ABC-989-1,Indigofera hirsuta,F24 3426,2,4,1,3,5,0.5457,0.7621,,0.2164,245.5442802,53.15452333,245.2973614,28.89736135,11.78054309,,,
159,"13/11/24, Wed",ABC-1257-1,Stylosanthes scabra,F24 3427,2,4,1,1,6,0.5344,0.7568,,0.2224,241.644017,52.07351203,324.3899947,101.9899947,31.44054884,,,
160,"13/11/24, Wed",ABC-1257-1,Stylosanthes scabra,F24 3427,2,4,1,2,7,0.5796,0.7565,,0.1769,287.144017,61.87861636,324.3899947,147.4899947,45.4668754,,,
161,"13/11/24, Wed",ABC-1257-1,Stylosanthes scabra,F24 3427,2,4,1,3,8,0.547,0.7253,,0.1783,285.744017,61.57692084,324.3899947,146.0899947,45.03529612,,,
162,"13/11/24, Wed",ABC-3240-1,Desmodium cinereum,F24 3428,2,4,1,1,9,0.5555,0.7227,,0.1672,297.1017798,63.98893839,261.5814567,94.38145673,36.08109608,,,
163,"13/11/24, Wed",ABC-3240-1,Desmodium cinereum,F24 3428,2,4,1,2,10,0.5542,0.737,,0.1828,281.5017798,60.62905465,261.5814567,78.78145673,30.11737059,,,
164,"13/11/24, Wed",ABC-3240-1,Desmodium cinereum,F24 3428,2,4,1,3,11,0.5724,0.763,,0.1906,274.0732212,58.98192724,261.7907219,71.1907219,27.19375285,,,
165,"13/11/24, Wed",ABC-3522-1,Desmodium incanum,F24 3429,2,4,1,1,12,0.5791,0.8569,,0.2778,188.8615749,40.47077905,300.9106364,23.11063637,7.680232459,,,
166,"13/11/24, Wed",ABC-3522-1,Desmodium incanum,F24 3429,2,4,1,2,13,0.5476,0.8347,,0.2871,179.4682985,38.46560066,300.8504903,13.75049033,4.570539444,,,
167,"13/11/24, Wed",ABC-3522-1,Desmodium incanum,F24 3429,2,4,1,3,14,0.5573,0.848,,0.2907,175.6817458,37.66908705,300.7301982,10.03019825,3.33528136,,,
168,"13/11/24, Wed",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,4,1,1,15,0.5449,0.6883,,0.1434,316.7156469,68.83392231,200.8227339,57.4227339,28.59374175,,,
169,"13/11/24, Wed",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,4,1,2,16,0.5584,0.6878,,0.1294,330.7156469,71.87663561,200.8227339,71.4227339,35.56506403,,,
170,"13/11/24, Wed",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,4,1,3,17,0.5489,0.6796,,0.1307,328.8641699,71.56001086,200.5820355,69.88203546,34.83962823,,,
171,"13/11/24, Wed",ABC-4279-1,Vigna umbellata,F24 3431,2,4,1,1,18,0.5682,0.6711,,0.1029,352.6413641,77.41149144,383.4401036,280.5401036,73.1639964,,,
172,"13/11/24, Wed",ABC-4279-1,Vigna umbellata,F24 3431,2,4,1,2,19,0.5564,0.674,,0.1176,337.8503286,74.17940166,383.3634769,265.7634769,69.32415133,,,
173,"13/11/24, Wed",ABC-4279-1,Vigna umbellata,F24 3431,2,4,1,3,20,0.5427,0.6699,,0.1272,328.0682577,72.06042858,383.2102234,256.0102234,66.80673108,,,
174,"13/11/24, Wed",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,4,1,1,21,0.5395,0.7326,,0.1931,264.666535,57.81692517,299.8743323,106.7743323,35.60635933,,,
175,"13/11/24, Wed",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,4,1,2,22,0.5419,0.7166,,0.1747,283.066535,61.83644136,299.8743323,125.1743323,41.74226294,,,
176,"13/11/24, Wed",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,4,1,3,23,0.5489,0.7369,,0.188,269.85807,58.93924071,299.9342952,111.9342952,37.31960532,,,
177,"13/11/24, Wed",Blank,Blank,Blank,2,4,1,1,24,,,,,,,,,,,,
178,"13/11/24, Wed",Blank,Blank,Blank,2,4,1,2,25,,,,,,,,,,,,
179,"13/11/24, Wed",ABC-5234-1,Centrosema brasilianum,F24 3433,2,4,1,1,26,0.5571,0.733,,0.1759,286.7612263,61.98082095,280.5023334,104.6023334,37.29107425,,,
180,"13/11/24, Wed",ABC-5234-1,Centrosema brasilianum,F24 3433,2,4,1,2,27,0.5578,0.7218,,0.164,298.938823,64.57415281,280.6706348,116.6706348,41.56852209,,,
181,"13/11/24, Wed",ABC-5234-1,Centrosema brasilianum,F24 3433,2,4,1,3,28,0.5414,0.7001,,0.1587,303.9612263,65.69844392,280.5023334,121.8023334,43.42293055,,,
182,"13/11/24, Wed",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,4,1,1,29,0.551,0.8011,,0.2501,210.3640332,45.68522578,274.1143755,24.01437549,8.760713643,,,
183,"13/11/24, Wed",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,4,1,2,30,0.5614,0.7886,,0.2272,232.9880308,50.62887672,273.9500712,46.75007117,17.06517942,,,
184,"13/11/24, Wed",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,4,1,3,31,0.5584,0.7813,,0.2229,237.656034,51.60198032,274.1691436,51.2691436,18.69982264,,,
185,"13/11/24, Wed",ABC-7317-1,Canavalia sp.,F24 3435,2,4,1,1,32,0.5502,0.7048,,0.1546,307.9314516,66.57524597,241.7089541,87.10895411,36.0387783,,,
186,"13/11/24, Wed",ABC-7317-1,Canavalia sp.,F24 3435,2,4,1,2,33,0.5576,0.6978,,0.1402,322.14655,69.67642562,241.6123285,101.4123285,41.9731597,,,
187,"13/11/24, Wed",ABC-7317-1,Canavalia sp.,F24 3435,2,4,1,3,34,0.5708,0.7421,,0.1713,291.4163533,62.97948002,241.8055797,70.50557972,29.15796228,,,
188,"13/11/24, Wed",ABC-7322-1,Canavalia sp.,F24 3436,2,4,1,1,35,0.578,0.6856,,0.1076,339.4143241,75.92918298,212.5032079,104.9032079,49.36547025,,,
189,"13/11/24, Wed",ABC-7322-1,Canavalia sp.,F24 3436,2,4,1,2,36,0.5519,0.6755,,0.1236,323.324957,72.34435042,212.4607242,88.86072421,41.82454171,,,
190,"13/11/24, Wed",ABC-7322-1,Canavalia sp.,F24 3436,2,4,1,3,37,0.5319,0.6426,,0.1107,336.4930583,75.2455907,212.5881752,101.8881752,47.92748942,,,
191,"13/11/24, Wed",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,4,1,1,38,0.5265,0.7227,,0.1962,263.9129958,57.35830072,266.5794489,70.37944888,26.40092819,,,
192,"13/11/24, Wed",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,4,1,2,39,0.5432,0.7449,,0.2017,258.2290242,56.14540736,266.4728597,64.77285974,24.3074885,,,
193,"13/11/24, Wed",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,4,1,3,40,0.5461,0.7519,,0.2058,254.22101,55.26291288,266.5261543,60.72615431,22.78431341,,,
194,"13/11/24, Wed",ABC-7469-1,Clitoria ternatea,F24 3438,2,4,1,1,41,0.5507,0.7092,,0.1585,302.50933,65.61891708,279.0425938,120.5425938,43.19863579,,,
195,"13/11/24, Wed",ABC-7469-1,Clitoria ternatea,F24 3438,2,4,1,2,42,0.5567,0.6682,,0.1115,349.325,75.80426409,278.9310214,167.4310214,60.0259593,,,
196,"13/11/24, Wed",ABC-7469-1,Clitoria ternatea,F24 3438,2,4,1,3,43,0.558,0.6664,,0.1084,352.701495,76.491076,279.09838,170.69838,61.1606488,,,
197,"13/11/24, Wed",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,4,1,1,44,0.5691,0.819,,0.2499,219.3953761,46.74995478,314.3459909,64.44599088,20.50161057,,,
198,"13/11/24, Wed",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,4,1,2,45,0.5526,0.8001,,0.2475,221.7953761,47.26135977,314.3459909,66.84599088,21.2651005,,,
199,"13/11/24, Wed",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,4,1,3,46,0.5707,0.865,,0.2943,175.1830192,37.31402671,314.471679,20.17167901,6.414466024,,,
200,"13/11/24, Wed",ABC-7703-1,Aeschynomene indica,F24 3440,2,4,1,1,47,0.5646,0.7422,,0.1776,282.498768,61.39959236,309.5979698,131.9979698,42.63528275,,,
201,"13/11/24, Wed",ABC-7703-1,Aeschynomene indica,F24 3440,2,4,1,2,48,0.5514,0.7293,,0.1779,282.0148756,61.31892891,309.4742297,131.5742297,42.51540744,,,
202,"13/11/24, Wed",ABC-7703-1,Aeschynomene indica,F24 3440,2,4,1,3,49,0.5686,0.7659,,0.1973,262.4309832,57.08359732,309.3504895,112.0504895,36.22120969,,,
203,"13/11/24, Wed",Blank,Blank,Blank,2,4,1,1,50,,,,,,#DIV/0!,,,,,,
204,"13/11/24, Wed",Blank,Blank,Blank,2,4,1,2,51,,,,,,#DIV/0!,,,,,,
205,"18/11/24, Mon",Blank,Blank,Blank,2,5,1,1,1,,,,,,#DIV/0!,,,,,,
206,"18/11/24, Mon",Blank,Blank,Blank,2,5,1,2,2,,,,,,#DIV/0!,,,,,,
207,"18/11/24, Mon",ABC-989-1,Indigofera hirsuta,F24 3426,2,5,2,1,3,0.5503,0.7996,,0.2493,213.0137617,46.07558316,245.49356,-3.80644,-1.550525399,,,
208,"18/11/24, Mon",ABC-989-1,Indigofera hirsuta,F24 3426,2,5,2,2,4,0.5779,0.8257,,0.2478,214.2366506,46.36789101,245.346411,-2.453588987,-1.000050898,,,
209,"18/11/24, Mon",ABC-989-1,Indigofera hirsuta,F24 3426,2,5,2,3,5,0.5513,0.7938,,0.2425,219.5366506,47.51498616,245.346411,2.846411013,1.160160037,,,
210,"18/11/24, Mon",ABC-1257-1,Stylosanthes scabra,F24 3427,2,5,2,1,6,0.5546,0.7329,,0.1783,285.8367331,61.58459625,324.4548079,146.1548079,45.04627589,,,
211,"18/11/24, Mon",ABC-1257-1,Stylosanthes scabra,F24 3427,2,5,2,2,7,0.558,0.7565,,0.1985,265.6367331,57.23243048,324.4548079,125.9548079,38.82044736,,,
212,"18/11/24, Mon",ABC-1257-1,Stylosanthes scabra,F24 3427,2,5,2,3,8,0.5376,0.7401,,0.2025,261.3585849,56.34445354,324.2603683,121.7603683,37.55018504,,,
213,"18/11/24, Mon",ABC-3240-1,Desmodium cinereum,F24 3428,2,5,2,1,9,0.5665,0.7733,,0.2068,257.7803609,55.48671072,261.7384056,54.9384056,20.98981442,,,
214,"18/11/24, Mon",ABC-3240-1,Desmodium cinereum,F24 3428,2,5,2,2,10,0.5504,0.7548,,0.2044,260.2732212,56.01209825,261.7907219,57.3907219,21.92236664,,,
215,"18/11/24, Mon",ABC-3240-1,Desmodium cinereum,F24 3428,2,5,2,3,11,0.5629,0.7734,,0.2105,254.358942,54.7174463,261.8953545,51.39535448,19.62438569,,,
216,"18/11/24, Mon",ABC-3522-1,Desmodium incanum,F24 3429,2,5,2,1,12,0.5878,0.8651,,0.2773,189.2682985,40.56604341,300.8504903,23.55049033,7.827971396,,,
217,"18/11/24, Mon",ABC-3522-1,Desmodium incanum,F24 3429,2,5,2,2,13,0.5451,0.8304,,0.2853,181.1750222,38.83916899,300.7903443,15.49034429,5.149880833,,,
218,"18/11/24, Mon",ABC-3522-1,Desmodium incanum,F24 3429,2,5,2,3,14,0.5607,0.8428,,0.2821,184.5615749,39.54934042,300.9106364,18.81063637,6.251236777,,,
219,"18/11/24, Mon",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,5,2,1,15,0.5538,0.6999,,0.1461,313.8318213,68.23442231,200.7425011,54.64250109,27.22019542,,,
220,"18/11/24, Mon",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,5,2,2,16,0.5603,0.7069,,0.1466,313.0560828,68.1065898,200.6221519,54.02215187,26.92731155,,,
221,"18/11/24, Mon",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,5,2,3,17,0.5342,0.6991,,0.1649,295.1237341,64.15402342,200.7826175,35.8826175,17.87137649,,,
222,"18/11/24, Mon",ABC-4279-1,Vigna umbellata,F24 3431,2,5,2,1,18,0.561,0.6971,,0.1361,319.4413641,70.12345953,383.4401036,247.3401036,64.50553848,,,
223,"18/11/24, Mon",ABC-4279-1,Vigna umbellata,F24 3431,2,5,2,2,19,0.5438,0.6116,,0.0678,387.3772223,85.10470281,383.1335967,315.3335967,82.30382285,,,
224,"18/11/24, Mon",ABC-4279-1,Vigna umbellata,F24 3431,2,5,2,3,20,0.5431,0.6751,,0.132,323.4503286,71.01769574,383.3634769,251.3634769,65.56792497,,,
225,"18/11/24, Mon",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,5,2,1,21,0.5703,0.7765,,0.2062,252.02421,55.00019521,300.1741467,93.97414665,31.30654245,,,
226,"18/11/24, Mon",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,5,2,2,22,0.5552,0.7269,,0.1717,286.066535,62.49179727,299.8743323,128.1743323,42.74268201,,,
227,"18/11/24, Mon",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,5,2,3,23,0.5244,0.6978,,0.1734,284.45807,62.12800181,299.9342952,126.5342952,42.18733809,,,
228,"18/11/24, Mon",Blank,Blank,Blank,2,5,2,1,24,,,,,,,,,,,,
229,"18/11/24, Mon",Blank,Blank,Blank,2,5,2,2,25,,,,,,,,,,,,
230,"18/11/24, Mon",ABC-5234-1,Centrosema brasilianum,F24 3433,2,5,2,1,26,0.5843,0.7884,,0.2041,258.9313552,55.92091168,280.7267353,76.6267353,27.29584527,,,
231,"18/11/24, Mon",ABC-5234-1,Centrosema brasilianum,F24 3433,2,5,2,2,27,0.5432,0.7393,,0.1961,266.9313552,57.64865645,280.7267353,84.6267353,30.14559166,,,
232,"18/11/24, Mon",ABC-5234-1,Centrosema brasilianum,F24 3433,2,5,2,3,28,0.563,0.7369,,0.1739,289.1313552,62.44314817,280.7267353,106.8267353,38.05363789,,,
233,"18/11/24, Mon",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,5,2,1,29,0.535,0.7763,,0.2413,218.8880308,47.56491176,273.9500712,32.65007117,11.91825614,,,
234,"18/11/24, Mon",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,5,2,2,30,0.559,0.8048,,0.2458,214.2040292,46.56568543,273.840535,28.04053496,10.23973129,,,
235,"18/11/24, Mon",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,5,2,3,31,0.5587,0.7948,,0.2361,224.1800316,48.70513953,274.0048393,37.90483928,13.83363862,,,
236,"18/11/24, Mon",ABC-7317-1,Canavalia sp.,F24 3435,2,5,2,1,32,0.5425,0.6799,,0.1374,325.1314516,70.29391201,241.7089541,104.3089541,43.15477451,,,
237,"18/11/24, Mon",ABC-7317-1,Canavalia sp.,F24 3435,2,5,2,2,33,0.5481,0.6914,,0.1433,319.1390008,69.01212922,241.6606413,98.36064131,40.70196983,,,
238,"18/11/24, Mon",ABC-7317-1,Canavalia sp.,F24 3435,2,5,2,3,34,0.5584,0.6981,,0.1397,322.64655,69.7845696,241.6123285,101.9123285,42.18010279,,,
239,"18/11/24, Mon",ABC-7322-1,Canavalia sp.,F24 3436,2,5,2,1,35,0.5651,0.6828,,0.1177,329.3143241,73.66974755,212.5032079,94.80320786,44.61260082,,,
240,"18/11/24, Mon",ABC-7322-1,Canavalia sp.,F24 3436,2,5,2,2,36,0.5502,0.659,,0.1088,338.124957,75.65586833,212.4607242,103.6607242,48.7905351,,,
241,"18/11/24, Mon",ABC-7322-1,Canavalia sp.,F24 3436,2,5,2,3,37,0.5595,0.667,,0.1075,339.5143241,75.95155363,212.5032079,105.0032079,49.41252836,,,
242,"18/11/24, Mon",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,5,2,1,38,0.5604,0.7709,,0.2105,249.7969674,54.26865374,266.686038,56.18603803,21.06823381,,,
243,"18/11/24, Mon",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,5,2,2,39,0.5345,0.7466,,0.2121,248.380939,53.93946154,266.7926272,54.69262717,20.50005195,,,
244,"18/11/24, Mon",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,5,2,3,40,0.5612,0.7754,,0.2142,246.0969674,53.46482485,266.686038,52.48603803,19.68083459,,,
245,"18/11/24, Mon",ABC-7469-1,Clitoria ternatea,F24 3438,2,5,2,1,41,0.5414,0.7154,,0.174,286.825,62.24163186,278.9310214,104.9310214,37.61898582,,,
246,"18/11/24, Mon",ABC-7469-1,Clitoria ternatea,F24 3438,2,5,2,2,42,0.5497,0.7398,,0.1901,270.90933,58.76439204,279.0425938,88.94259379,31.87419977,,,
247,"18/11/24, Mon",ABC-7469-1,Clitoria ternatea,F24 3438,2,5,2,3,43,0.568,0.7548,,0.1868,274.20933,59.48021269,279.0425938,92.24259379,33.05681493,,,
248,"18/11/24, Mon",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,5,2,1,44,0.5393,0.7762,,0.2369,232.5830192,49.540241,314.471679,77.57167901,24.66730208,,,
249,"18/11/24, Mon",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,5,2,2,45,0.5606,0.8055,,0.2449,224.3953761,47.81538185,314.3459909,69.44599088,22.0922146,,,
250,"18/11/24, Mon",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,5,2,3,46,0.5604,0.7697,,0.2093,259.807733,55.38338312,314.2203028,104.9203028,33.39068222,,,
251,"18/11/24, Mon",ABC-7703-1,Aeschynomene indica,F24 3440,2,5,2,1,47,0.5684,0.7646,,0.1962,263.9907142,57.36550218,309.6598399,113.4598399,36.64015326,,,
252,"18/11/24, Mon",ABC-7703-1,Aeschynomene indica,F24 3440,2,5,2,2,48,0.5471,0.7521,,0.205,255.0068218,55.4354435,309.5360997,104.5360997,33.77186048,,,
253,"18/11/24, Mon",ABC-7703-1,Aeschynomene indica,F24 3440,2,5,2,3,49,0.5559,0.7539,,0.198,262.098768,56.96576175,309.5979698,111.5979698,36.04609226,,,
254,"18/11/24, Mon",Blank,Blank,Blank,2,5,2,1,50,,,,,,#DIV/0!,,,,,,
255,"18/11/24, Mon",Blank,Blank,Blank,2,5,2,2,51,,,,,,#DIV/0!,,,,,,
256,"20/11/24, Wed",Blank,Blank,Blank,2,6,3,1,1,,,,,,,,,,,,
257,"20/11/24, Wed",Blank,Blank,Blank,2,6,3,2,2,,,,,,,,,,,,
258,"20/11/24, Wed",ABC-989-1,Indigofera hirsuta,F24 3426,2,6,3,1,3,0.5284,0.771,,0.2426,219.2519098,47.47234019,245.2483117,2.648311688,1.079849101,,,
259,"20/11/24, Wed",ABC-989-1,Indigofera hirsuta,F24 3426,2,6,3,2,4,0.534,0.7838,,0.2498,212.2366506,45.93502492,245.346411,-4.453588987,-1.815224836,,,
260,"20/11/24, Wed",ABC-989-1,Indigofera hirsuta,F24 3426,2,6,3,3,5,0.5753,0.831,,0.2557,206.1519098,44.63593317,245.2483117,-10.45168831,-4.261675948,,,
261,"20/11/24, Wed",ABC-1257-1,Stylosanthes scabra,F24 3427,2,6,3,1,6,0.5593,0.7547,,0.1954,268.1804366,57.84981751,324.0659288,128.6659288,39.70362736,,,
262,"20/11/24, Wed",ABC-1257-1,Stylosanthes scabra,F24 3427,2,6,3,2,7,0.5654,0.7605,,0.1951,268.7585849,57.93976734,324.2603683,129.1603683,39.83230174,,,
263,"20/11/24, Wed",ABC-1257-1,Stylosanthes scabra,F24 3427,2,6,3,3,8,0.5714,0.7612,,0.1898,273.9658688,59.0741767,324.1955552,134.3955552,41.45508876,,,
264,"20/11/24, Wed",ABC-3240-1,Desmodium cinereum,F24 3428,2,6,3,1,9,0.5582,0.7418,,0.1836,281.0732212,60.48836223,261.7907219,78.1907219,29.8676444,,,
265,"20/11/24, Wed",ABC-3240-1,Desmodium cinereum,F24 3428,2,6,3,2,10,0.5697,0.762,,0.1923,272.558942,58.63261247,261.8953545,69.59535448,26.57372622,,,
266,"20/11/24, Wed",ABC-3240-1,Desmodium cinereum,F24 3428,2,6,3,3,11,0.5721,0.7778,,0.2057,258.8803609,55.72348353,261.7384056,56.0384056,21.41008137,,,
267,"20/11/24, Wed",ABC-3522-1,Desmodium incanum,F24 3429,2,6,3,1,12,0.5732,0.8691,,0.2959,171.0414039,36.6301644,301.0910745,5.191074485,1.724087801,,,
268,"20/11/24, Wed",ABC-3522-1,Desmodium incanum,F24 3429,2,6,3,2,13,0.5581,0.8318,,0.2737,193.0548512,41.36108081,300.9707824,27.27078241,9.060940131,,,
269,"20/11/24, Wed",ABC-3522-1,Desmodium incanum,F24 3429,2,6,3,3,14,0.565,0.8597,,0.2947,171.7750222,36.82405574,300.7903443,6.090344287,2.024780517,,,
270,"20/11/24, Wed",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,6,3,1,15,0.5781,0.7376,,0.1595,300.5237341,65.3278759,200.7826175,41.2826175,20.56085233,,,
271,"20/11/24, Wed",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,6,3,2,16,0.5646,0.7146,,0.15,310.0237341,67.39298674,200.7826175,50.7826175,25.29233762,,,
272,"20/11/24, Wed",ABC-4134-1,Macroptilium lathyroides,F24 3430,2,6,3,3,17,0.5654,0.733,,0.1676,292.1479956,63.54524618,200.6622683,33.06226827,16.47657457,,,
273,"20/11/24, Wed",ABC-4279-1,Vigna umbellata,F24 3431,2,6,3,1,18,0.5507,0.6791,,0.1284,327.2323995,71.8193877,383.5167303,255.1167303,66.52036538,,,
274,"20/11/24, Wed",ABC-4279-1,Vigna umbellata,F24 3431,2,6,3,2,19,0.5464,0.6927,,0.1463,308.9682577,67.86509986,383.2102234,236.9102234,61.82252167,,,
275,"20/11/24, Wed",ABC-4279-1,Vigna umbellata,F24 3431,2,6,3,3,20,0.5602,0.6883,,0.1281,327.5323995,71.88523026,383.5167303,255.4167303,66.59858883,,,
276,"20/11/24, Wed",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,6,3,1,21,0.5475,0.7226,,0.1751,283.032675,61.77963076,300.1141838,125.0141838,41.65553997,,,
277,"20/11/24, Wed",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,6,3,2,22,0.5374,0.7293,,0.1919,265.775,58.07068335,299.8143694,107.9143694,35.99372826,,,
278,"20/11/24, Wed",ABC-5124-1,Centrosema molle x acutifolium,F24 3432,2,6,3,3,23,0.5558,0.7647,,0.2089,249.049605,54.38362699,,,,,,
279,"20/11/24, Wed",Blank,Blank,Blank,2,6,3,1,24,,,,,,,,,,,,
280,"20/11/24, Wed",Blank,Blank,Blank,2,6,3,2,25,,,,,,,,,,,,
281,"20/11/24, Wed",ABC-5234-1,Centrosema brasilianum,F24 3433,2,6,3,1,26,0.5544,0.7456,,0.1912,272.0164197,58.72339756,280.8389362,89.63893623,31.91827224,,,
282,"20/11/24, Wed",ABC-5234-1,Centrosema brasilianum,F24 3433,2,6,3,2,27,0.5843,0.7747,,0.1904,272.4462907,58.86323304,280.6145344,90.21453437,32.14891722,,,
283,"20/11/24, Wed",ABC-5234-1,Centrosema brasilianum,F24 3433,2,6,3,3,28,0.54,0.7266,,0.1866,276.1537585,59.67617841,280.5584339,93.9584339,33.48979127,,,
284,"20/11/24, Wed",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,6,3,1,29,0.5666,0.8074,,0.2408,219.756034,47.71537398,274.1691436,33.3691436,12.17100625,,,
285,"20/11/24, Wed",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,6,3,2,30,0.5507,0.7774,,0.2267,233.856034,50.7768907,274.1691436,47.4691436,17.31381693,,,
286,"20/11/24, Wed",ABC-7292-1,Chamaecrista desvauxii,F24 3434,2,6,3,3,31,0.5517,0.7731,,0.2214,238.7880308,51.8892311,273.9500712,52.55007117,19.18235354,,,
287,"20/11/24, Wed",ABC-7317-1,Canavalia sp.,F24 3435,2,6,3,1,32,0.5669,0.6921,,0.1252,337.5163533,72.94238703,241.8055797,116.6055797,48.2228656,,,
288,"20/11/24, Wed",ABC-7317-1,Canavalia sp.,F24 3435,2,6,3,2,33,0.534,0.6721,,0.1381,324.6163533,70.15450199,241.8055797,103.7055797,42.88800111,,,
289,"20/11/24, Wed",ABC-7317-1,Canavalia sp.,F24 3435,2,6,3,3,34,0.5457,0.6977,,0.152,310.5314516,67.13736991,241.7089541,89.70895411,37.11445215,,,
290,"20/11/24, Wed",ABC-7322-1,Canavalia sp.,F24 3436,2,6,3,1,35,0.5761,0.675,,0.0989,348.4717926,77.89310778,212.6731424,113.7731424,53.49671385,,,
291,"20/11/24, Wed",ABC-7322-1,Canavalia sp.,F24 3436,2,6,3,2,36,0.5604,0.6708,,0.1104,336.7930583,75.31267582,212.5881752,102.1881752,48.06860733,,,
292,"20/11/24, Wed",ABC-7322-1,Canavalia sp.,F24 3436,2,6,3,3,37,0.5499,0.6739,,0.124,322.924957,72.25484993,212.4607242,88.46072421,41.63627162,,,
293,"20/11/24, Wed",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,6,3,1,38,0.5559,0.7691,,0.2132,247.0049816,53.67281787,266.6327435,53.43274345,20.0398281,,,
294,"20/11/24, Wed",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,6,3,2,39,0.5675,0.7966,,0.2291,231.1969674,50.22778419,266.686038,37.58603803,14.09374045,,,
295,"20/11/24, Wed",ABC-7339-1,Indigofera lespedezioides,F24 3437,2,6,3,3,40,0.5578,0.7727,,0.2149,245.3969674,53.31274911,266.686038,51.78603803,19.41835366,,,
296,"20/11/24, Wed",ABC-7469-1,Clitoria ternatea,F24 3438,2,6,3,1,41,0.5697,0.7413,,0.1716,289.501495,62.78476607,279.09838,107.49838,38.51630382,,,
297,"20/11/24, Wed",ABC-7469-1,Clitoria ternatea,F24 3438,2,6,3,2,42,0.5617,0.7013,,0.1396,321.501495,69.72466984,279.09838,139.49838,49.98179495,,,
298,"20/11/24, Wed",ABC-7469-1,Clitoria ternatea,F24 3438,2,6,3,3,43,0.5752,0.7144,,0.1392,321.625,69.79330548,278.9310214,139.7310214,50.09518866,,,
299,"20/11/24, Wed",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,6,3,1,44,0.5402,0.8068,,0.2666,202.8830192,43.21413361,314.471679,47.87167901,15.22289039,,,
300,"20/11/24, Wed",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,6,3,2,45,0.5568,0.8009,,0.2441,225.5706623,48.02741163,314.5973671,70.49736713,22.40875942,,,
301,"20/11/24, Wed",ABC-7643-1,Desmanthus pernambucanus,F24 3439,2,6,3,3,46,0.5501,0.7927,,0.2426,226.6015545,48.29514147,314.2831468,71.68314682,22.80846032,,,
