40gp_no,40gp_requisitioner,40gp_gene_bank_id,40gp_genus,40gp_species,40gp_tax_name,40gp_family,40gp_order,40gp_functional_group,40gp_ciat_id,40gp_set_ciat,40gp_batch,40gp_run,40gp_replication,40gp_ch4_8h_percentage,40gp_ch4_24h_percentage,40gp_net_gas_8h_ml,40gp_net_gas_24h_ml,40gp_gas_ml_g_dm_incubated_24h,40gp_percentage_dmd_truly_digestibility,40gp_part_fact,40gp_ch4_percentage_in_gas_8h,40gp_ch4_percentage_in_gas_24h,40gp_ch4_ml_g_dm_incubated_24h,40gp_ch4_ml_g_dmd_24h,40gp_ch4_ml_g_ndf_digested_in_24h,40gp_ch4_g_g_dm_incubated_24h,40gp_ch4_g_g_dmd_24h,40gp_remarks,40gp_remarks_2
No,Requisitioner,Gene Bank ID,Genus,Species,Tax Name,Family,Order,Functional Group,CIAT ID,Set CIAT,Batch,Run,Replication,CH4 8h %,"CH4 24h, %","Net gas 8h, ml","Net gas 24h, ml","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",Part Fact,"CH4 % in gas, h8","CH4 % in gas, 24h","CH4 ml/gDM incubated, 24h","CH4 ml/g DMD, 24h",CH4 ml/g NDF digested in 24 h,"CH4 g/g DM incubated, 24h","CH4 g/g DMD, 24h",Remarks,Remarks2
59,Genetic bank,ABC-955-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3425,1,2,2,2,12.2,16.4,37.90778939,84.14939239,183.154716,62.86818756,3.432518087,12.2,14.50797546,26.57204126,42.26627534,108.2747911,14.74794262,23.45851407,,
60,Genetic bank,ABC-955-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3425,1,2,2,3,12.5,16.2,38.35029276,85.9194059,187.0819984,54.03481968,2.888296049,12.5,14.54849785,27.21762052,50.3705216,173.2730979,15.10625028,27.95651095,,
61,Genetic bank,ABC-705-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3416,1,3,3,1,13.9,18.2,30.53273309,61.65547067,133.9160653,75.67353042,5.650817939,13.9,16.07057416,21.52108059,28.43937698,102.9901349,11.94457207,15.78434626,con todo el volumen de gas,
62,Genetic bank,ABC-705-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3416,1,3,3,2,14.1,19.2,30.09022971,58.11544365,126.2271046,71.11231738,5.633680467,14.1,16.55939086,20.90243963,29.39355713,127.9607389,11.60121563,16.31393274,Embolo duro,
63,Genetic bank,ABC-705-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3416,1,3,3,3,14.3,18.6,31.86024322,62.98298081,136.881456,72.39898034,5.289173746,14.3,16.42482436,22.48253873,31.05366764,127.5843602,12.47819796,17.2353228,,
64,Genetic bank,ABC-707-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3417,1,3,3,1,13.2,16.9,30.53273309,65.1954977,144.6145231,70.78673626,4.894856668,13.2,15.16719457,21.93396609,30.98598304,88.10590283,12.17373066,17.19775668,,
65,Genetic bank,ABC-707-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3417,1,3,3,2,13.9,17.2,30.09022971,63.42548419,140.632129,70.93144443,5.04375813,13.9,15.6344186,21.98701575,30.99755817,87.80858795,12.20317414,17.20418107,,
66,Genetic bank,ABC-707-1,Alysicarpus,ovalifolius,Alysicarpus ovalifolius,Fabaceae,Fabales,Herbaceous,F24 3417,1,3,3,3,13.2,17,32.3027466,66.52300783,147.5002098,69.37934764,4.703677896,13.2,15.15476718,22.35331339,32.21897315,95.17064684,12.40647566,17.88208752,,
67,Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,3,3,1,13.1,15.7,40.2678074,76.25808215,166.9779123,69.78293809,4.179171793,13.1,14.3270793,23.92305791,34.28210185,97.00433408,13.27771103,19.02715964,,
68,Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,3,3,2,13.1,15.4,39.82530402,76.70058553,167.9132671,67.9500461,4.046734798,13.1,14.20576923,23.85337123,35.10427527,104.4873669,13.23903372,19.48348012,,
69,Genetic bank,ABC-712-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3418,1,3,3,3,12.9,15.5,38.94029727,76.25808215,166.9111745,59.4421473,3.561304237,12.9,14.17234043,23.65521986,39.79536563,165.17793,13.12905628,22.08711643,,
70,Genetic bank,ABC-749-1,Crotalaria,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24 3419,1,3,3,1,15.8,15.9,33.18775335,63.42548419,138.2634772,69.78609122,5.0473265,15.8,15.84767442,21.9115457,31.39815587,105.4214407,12.16128696,17.42651973,,
71,Genetic bank,ABC-749-1,Crotalaria,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24 3419,1,3,3,2,14.2,15.7,37.61278713,67.85051797,147.9097663,68.67432402,4.642987799,14.2,14.86847826,21.99193144,32.02351353,111.7876791,12.20590243,17.77360405,Tiene feed en la manguera,
72,Genetic bank,ABC-749-1,Crotalaria,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,F24 3419,1,3,3,3,14.3,15.6,35.84277362,65.63800108,143.0580101,68.00494296,4.753662022,14.3,14.89011236,21.30149845,31.32345609,112.0921091,11.82270018,17.38506006,embolo duro,
73,Genetic bank,ABC-768-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3420,1,3,3,1,13.8,16.4,34.51526349,72.71805513,157.735294,64.42618251,4.084449388,13.8,15.16592292,23.92201311,37.13088713,128.3721364,13.27713115,20.60828476,,
74,Genetic bank,ABC-768-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3420,1,3,3,2,13.3,16.5,35.40027024,74.04556526,160.5506484,67.90962986,4.229794806,13.3,14.97011952,24.03462396,35.39207032,108.6637657,13.33963212,19.64321135,,
75,Genetic bank,ABC-768-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3420,1,3,3,3,14.3,16.5,34.51526349,71.39054499,154.7938522,62.12035363,4.013102118,14.3,15.43636364,23.89454192,38.46491612,146.3313421,13.26188416,21.34869393,,
76,Genetic bank,ABC-772-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3421,1,3,3,1,12.9,14.3,36.72778038,82.01062606,179.2142362,67.11189288,3.74478581,12.9,13.67302158,24.5040012,36.51215924,70.9641207,13.60014461,20.26488008,Embolo duro,
77,Genetic bank,ABC-772-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3421,1,3,3,2,12.9,14.3,35.40027024,78.47059904,171.3755857,70.21097051,4.096906233,12.9,13.66842105,23.42433663,33.36278712,62.25041609,13.0009121,18.51692406,en el push se perdio feed,
78,Genetic bank,ABC-772-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3421,1,3,3,3,16.7,18,27.43520944,53.69040987,117.2569797,77.5271911,6.611733589,16.7,17.33571429,20.32733498,26.21962009,45.22670494,11.2820226,14.55234278,feed en el clic y despues del clic,
79,Genetic bank,ABC-819-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3422,1,3,3,1,14.3,18,33.18775335,60.32796054,132.9202741,71.46733399,5.376706789,14.3,15.96454768,21.22012052,29.69205557,86.54984357,11.77753402,16.47960455,,
80,Genetic bank,ABC-819-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3422,1,3,3,2,,,,,,,,,,,,,,,"Se elimina, se abrio el clip y se perdio el contenido durante ls 3 primeras horas",
81,Genetic bank,ABC-819-1,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3422,1,3,3,3,13.9,17.4,32.3027466,59.44295378,130.9441598,70.59189657,5.390992365,13.9,15.49801489,20.29374538,28.74798152,85.83635566,11.26337979,15.95562711,,
82,Genetic bank,ABC-905-1,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3423,1,3,3,1,11.6,17.1,39.38280065,75.37307539,163.9359211,66.78785492,4.074022001,11.6,14.22622309,23.32188986,34.91935755,696.3488901,12.94405237,19.38084758,,
83,Genetic bank,ABC-905-1,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3423,1,3,3,2,12.5,17.3,35.40027024,63.86798756,138.9957649,71.09876437,5.11517487,12.5,14.63949192,20.34827377,28.61972912,265.6405965,11.29364399,15.88444481,,
84,Genetic bank,ABC-905-1,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3423,1,3,3,3,11.6,16.8,38.94029727,68.29302135,148.4775086,67.90992719,4.573751796,11.6,13.8349892,20.54184729,30.24866634,459.4217473,11.40108064,16.78853315,"se inyecto todo gas, verificar antes de abrir el clic para ahorrar tiempo",
85,Genetic bank,ABC-913-1,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F24 3424,1,3,3,1,13.5,17.3,25.22269255,53.69040987,113.2378885,52.90402783,4.671936977,13.5,15.51483516,17.56867174,33.20857118,127.6265828,9.750916771,18.43133155,,
86,Genetic bank,ABC-913-1,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F24 3424,1,3,3,2,12.3,15,26.1076993,70.50553824,148.6727851,50.19325754,3.37608914,12.3,14.00020921,20.81450095,41.46871905,188.2828037,11.55240814,23.01585653,,
87,Genetic bank,ABC-913-1,Cajanus,cajan,Cajanus cajan,Fabaceae,Fabales,Shrub,F24 3424,1,3,3,3,14.6,15,21.68266552,62.09797405,130.9440221,52.15431895,3.982947684,14.6,14.86033254,19.45871712,37.30988634,149.4987303,10.79992466,20.70763242,,
88,Genetic bank,ABC-955-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3425,1,3,3,1,13.1,14.7,40.71031078,81.56812269,177.5010014,65.2040415,3.673446403,13.1,13.90144665,24.67520702,37.84306379,91.8073659,13.6951668,21.00355513,,
89,Genetic bank,ABC-955-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3425,1,3,3,2,12.7,15.1,41.59531754,82.01062606,178.4639363,66.81436103,3.743857858,12.7,13.88273381,24.77567323,37.08135923,86.97041278,13.75092729,20.58079592,,
90,Genetic bank,ABC-955-1,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3425,1,3,3,3,15.4,15.3,31.86024322,70.06303486,152.5866411,65.45933054,4.289977815,15.4,15.34547368,23.41514286,35.77051991,86.29942729,12.99580939,19.85325742,feed en la manguera,
91,Genetic bank,ABC-7714,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,F24 3441,3,7,1,1,13.4,16.6,34.95776687,61.61859539,132.3095935,64.39884672,4.867284755,13.4,14.78456014,19.56139142,30.37537536,117.4047568,10.85691067,16.85885885,Perdid de muestras en la apertura y push back,
92,Genetic bank,ABC-7714,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,F24 3441,3,7,1,2,13.8,17.4,35.40027024,62.50360215,134.2099108,62.85283765,4.683174088,13.8,15.36106195,20.61606753,32.80053583,136.3903436,11.44227416,18.20486487,,
93,Genetic bank,ABC-7714,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,F24 3441,3,7,1,3,13.6,17.2,37.17028376,65.6011258,140.9455042,66.6764138,4.730652047,13.6,15.16020236,21.36762366,32.04675003,112.8230109,11.85940081,17.78650071,Feed entre el clip,
94,Genetic bank,ABC-7757,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3442,3,7,1,1,14.5,16.7,42.03782091,78.87622714,171.2838809,78.3713355,4.575523109,14.5,15.52748948,26.59608658,33.93598745,74.67847185,14.76128819,18.83506016,,
95,Genetic bank,ABC-7757,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3442,3,7,1,2,15,17.8,41.59531754,76.22120687,165.5183645,53.13789359,3.21039262,15,16.27198839,26.93312906,50.68535321,259.454228,14.9483526,28.13124794,,
96,Genetic bank,ABC-7757,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3442,3,7,1,3,14.5,16.7,42.48032429,77.99122038,169.2266608,61.07348649,3.608975454,14.5,15.50170213,26.23301287,42.95319357,143.2223916,14.559776,23.83976557,,
97,Genetic bank,ABC-7759,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3443,3,7,1,1,14.5,15.7,41.59531754,85.95628119,183.728687,65.52266244,3.566272828,14.5,15.11930502,27.7785006,42.39525619,105.4836157,15.41754843,23.53010067,,
98,Genetic bank,ABC-7759,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3443,3,7,1,2,14.6,15.8,42.03782091,86.84128794,185.5461559,61.1777562,3.29717185,14.6,15.21910828,28.23847037,46.15806811,128.4178813,15.67283961,25.61852638,,
99,Genetic bank,ABC-7759,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3443,3,7,1,3,14.7,15.8,43.36533105,88.16879808,188.3448838,57.9812366,3.078460929,14.7,15.25897114,28.73949147,49.56688259,152.9266067,15.95091499,27.5104774,,
100,Genetic bank,ABC-7790,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24 3444,3,7,1,1,15.2,18.4,30.97523646,68.69864944,148.9826033,58.83922271,3.94940224,15.2,16.95716586,25.26322714,42.93603141,95.61155221,14.02152814,23.83024027,,
101,Genetic bank,ABC-7790,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24 3444,3,7,1,2,14.9,19.1,31.41773984,63.38860891,137.5220046,55.69867549,4.050164603,14.9,17.01832461,23.40394114,42.01884683,100.5227654,12.98959225,23.32118696,,
102,Genetic bank,ABC-7790,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24 3444,3,7,1,3,15.7,19.1,28.32021619,62.50360215,135.6290915,53.41137958,3.938047433,15.7,17.55946903,23.81574832,44.58927762,113.4356915,13.21815236,24.74782052,,
103,Genetic bank,ABC-7792,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24 3445,3,7,1,1,13.7,17.7,41.15281416,71.35366971,153.4085689,64.91241649,4.231342287,13.7,15.39302326,23.61421669,36.37858204,81.8351204,13.10629881,20.19074242,Embolo duro,
104,Genetic bank,ABC-7792,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24 3445,3,7,1,2,13.3,16.3,40.71031078,70.02615958,150.4943064,71.35229011,4.741195319,13.3,14.55592417,21.90583712,30.70095871,62.06372069,12.1581186,17.03956324,Manguera rota,
105,Genetic bank,ABC-7792,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,F24 3445,3,7,1,3,,,,,,,,,,,,,,,"Se abrio el clip, se descarta muestra",
106,Genetic bank,ABC-7816,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F24 3446,3,7,1,1,12.2,17.5,28.32021619,56.75105823,122.6069053,64.78492881,5.283954332,12.2,14.85516569,18.21345893,28.11372839,93.26735172,10.10878482,15.60360565,Embolo duro,
107,Genetic bank,ABC-7816,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F24 3446,3,7,1,2,12.1,17.2,29.64772633,57.19356161,123.5135386,67.90877973,5.498083895,12.1,14.55628627,17.97898426,26.47519853,79.37013713,9.978647317,14.69419323,,
108,Genetic bank,ABC-7816,Indigofera,spicata,Indigofera spicata,Fabaceae,Fabales,Herbaceous,F24 3446,3,7,1,3,11.8,17.3,29.20522295,56.30855486,121.650906,63.40225117,5.21181907,11.8,14.44734774,17.57532942,27.7203555,96.85752884,9.754611899,15.38527689,,
109,Genetic bank,ABC-7858,Crotalaria,incana,Crotalaria incana,Fabaceaee,Fabales,Herbaceous,F24 3447,3,7,1,1,14.1,16.7,45.13534456,78.87622714,169.1269884,76.07064563,4.497841908,14.1,15.21220196,25.72793905,33.82111304,69.92042719,14.27945129,18.77130288,,
110,Genetic bank,ABC-7858,Crotalaria,incana,Crotalaria incana,Fabaceaee,Fabales,Herbaceous,F24 3447,3,7,1,2,13.9,16.7,46.02035132,81.53124741,174.7849734,68.57220033,3.923232014,13.9,15.11953867,26.42668164,38.53847699,90.20089846,14.66726552,21.38952148,embolo duro,
111,Genetic bank,ABC-7858,Crotalaria,incana,Crotalaria incana,Fabaceaee,Fabales,Herbaceous,F24 3447,3,7,1,3,13.8,16.8,46.90535807,81.97375078,175.8038541,74.02845846,4.210855264,13.8,15.08340081,26.51719996,35.82027846,76.3000587,14.71750475,19.88087427,,
112,Genetic bank,ABC-7972,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3448,3,7,1,1,12.1,16.4,36.285277,64.27361566,139.6615688,79.09648807,5.663439753,12.1,13.97246127,19.51415861,24.67133382,55.49640328,10.83069565,13.69301711,Embolo duro,
113,Genetic bank,ABC-7972,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3448,3,7,1,2,12.2,16.8,36.285277,64.71611904,140.7637173,70.41870582,5.00261766,12.2,14.2208547,20.01780371,28.42682705,75.58125688,11.11022739,15.77738082,,
114,Genetic bank,ABC-7972,Canavalia,brasiliensis,Canavalia brasiliensis,Fabaceae,Fabales,Climber,F24 3448,3,7,1,3,12.6,17.4,36.285277,64.27361566,139.7732757,68.75013252,4.918689368,12.6,14.69018933,20.53295883,29.86606437,82.73890937,11.39614739,16.57618244,,
115,Genetic bank,ABC-8205,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3449,3,7,1,1,15,17.2,28.32021619,56.75105823,123.0304295,60.58763874,4.924605967,15,16.10214425,19.81053724,32.69732514,167.9452227,10.99519091,18.14758115,,
116,Genetic bank,ABC-8205,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3449,3,7,1,2,15.3,17.3,28.76271957,57.63606499,124.9490327,64.98846896,5.201198244,15.3,16.30191939,20.36909059,31.34262265,125.7610342,11.30519768,17.39569783,,
117,Genetic bank,ABC-8205,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3449,3,7,1,3,15.5,17.4,28.32021619,55.86605148,121.1118263,58.72324761,4.848679884,15.5,16.43683168,19.90694705,33.8996017,200.4436839,11.04870002,18.81486544,,
118,Genetic bank,ABC-8402,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3450,3,7,1,1,15.5,19.1,35.40027024,58.96357512,128.1816851,59.54347826,4.645240717,15.5,16.93864916,21.71224591,36.46452399,291.5068525,12.05067213,20.23844169,,
119,Genetic bank,ABC-8402,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3450,3,7,1,2,14.9,19.6,35.40027024,58.07856837,126.2325108,64.55056815,5.11362467,14.9,16.7352381,21.12531124,32.72676267,169.6080633,11.72491323,18.16391949,,
120,Genetic bank,ABC-8402,Indigofera,suffruticosa,Indigofera suffruticosa,Fabaceae,Fabales,Herbaceous,F24 3450,3,7,1,3,15.1,19.3,35.84277362,67.81364269,147.3620176,63.90574205,4.336649505,15.1,17.08009788,25.16957683,39.38546995,213.1110792,13.9695506,21.85961723,,
121,Genetic bank,ABC-8408,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24 3451,3,7,1,1,13.8,20.5,35.40027024,64.27361566,136.5431287,45.95516127,3.365615078,13.8,16.80981067,22.95264141,49.94573141,500.2265554,12.73911309,27.72074504,,
122,Genetic bank,ABC-8408,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24 3451,3,7,1,2,13.8,20.8,34.51526349,60.73358864,129.1000636,49.94027907,3.868338843,13.8,16.82185792,21.71702928,43.48599905,253.3021466,12.05332698,24.13548182,,
123,Genetic bank,ABC-8408,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24 3451,3,7,1,3,13.7,20.9,31.41773984,62.50360215,132.8625427,46.60296434,3.507607441,13.7,17.28088496,22.95982315,49.26687278,438.4781693,12.74309908,27.34396676,,
124,Genetic bank,ABC-8409,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24 3452,3,7,1,1,13.9,22,26.99270606,43.47595689,94.52653282,52.66711151,5.571674951,13.9,16.97099237,16.04209067,30.45940855,110.5264886,8.903637866,16.90549873,,
125,Genetic bank,ABC-8409,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24 3452,3,7,1,2,14.7,22.3,32.74524998,55.4235481,120.5514912,51.01685699,4.231955695,14.7,17.80978044,21.46995591,42.08404276,166.899594,11.91619698,23.35737183,,
126,Genetic bank,ABC-8409,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,F24 3452,3,7,1,3,14.2,22.3,33.18775335,53.65353459,116.7015434,51.43012507,4.406978996,14.2,17.28969072,20.17733593,39.23252354,151.9690871,11.19877053,21.77472933,,
127,Genetic bank,ABC-8719,Canavalia,sp.,Canavalia sp. ,Fabaceae,Fabales,Climber,F24 3453,3,7,1,1,13.9,16.4,37.17028376,64.71611904,138.4253204,64.79268522,4.680696062,13.9,14.96410256,20.71410692,31.96982322,415.2865943,11.49668772,17.743805,,
128,Genetic bank,ABC-8719,Canavalia,sp.,Canavalia sp. ,Fabaceae,Fabales,Climber,F24 3453,3,7,1,2,13.4,17.1,37.61278713,64.71611904,138.2594091,67.14219356,4.856247685,13.4,14.94957265,20.66919081,30.78420546,281.6958196,11.4717585,17.08576663,,
129,Genetic bank,ABC-8719,Canavalia,sp.,Canavalia sp. ,Fabaceae,Fabales,Climber,F24 3453,3,7,1,3,13.4,17.1,37.17028376,66.04362917,141.2083309,83.45105358,5.909782594,13.4,15.01758794,21.20608526,25.41140508,89.68044826,11.76974421,14.10376946,,
130,Genetic bank,ABC-8797,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24 3454,3,7,1,1,11.5,16.7,28.32021619,50.55601094,108.8898697,49.40615385,4.537258973,11.5,13.78708972,15.01274403,30.38638481,159.4530464,8.332332672,16.86496929,,
131,Genetic bank,ABC-8797,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24 3454,3,7,1,2,12.2,16.5,28.76271957,49.22850081,105.9035329,50.47788807,4.766402659,12.2,13.98764045,14.8134054,29.34632563,141.2564935,8.221696286,16.28771844,,
132,Genetic bank,ABC-8797,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,F24 3454,3,7,1,3,12,16.3,28.32021619,47.90099067,103.1507344,50.6006491,4.905505463,12,13.75773672,14.19120646,28.0455028,133.757592,7.876365109,15.56573927,,
133,Genetic bank,ABC-8819,Coursetia,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,F24 3455,3,7,1,1,14.8,18.1,28.76271957,57.19356161,124.6170659,66.85945902,5.365192843,14.8,16.44042553,20.48757592,30.64274857,713.0200162,11.37095909,17.00725561,,
134,Genetic bank,ABC-8819,Coursetia,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,F24 3455,3,7,1,2,14.3,17.4,29.64772633,62.94610553,137.0688757,68.94800478,5.030172198,14.3,15.93989455,21.84863425,31.68856636,440.3281695,12.12637001,17.58770258,,
135,Genetic bank,ABC-8819,Coursetia,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,F24 3455,3,7,1,3,15.5,18.4,30.09022971,62.50360215,136.2414037,66.95518964,4.914452423,15.5,17.00389381,23.1663436,34.59977296,780.2525359,12.8577215,19.2034726,,
136,Genetic bank,ABC-7714,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,F24 3441,3,8,2,3,13.5,16.7,32.15524547,61.13921673,131.30649,65.80919037,5.011876442,13.5,15.01700844,19.71830669,29.96284649,109.1106644,10.94400136,16.62989819,,
137,Genetic bank,ABC-7714,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,F24 3441,3,8,2,1,14,17.3,33.48275561,61.13921673,131.3327355,62.85946863,4.786275743,14,15.49276236,20.34706862,32.36913875,134.5516932,11.29297511,17.96543203,,
138,Genetic bank,ABC-7714,Alysicarpus,glumaceus,Alysicarpus glumaceus,Fabaceae,Fabales,Herbaceous,F24 3441,3,8,2,2,13.6,17.4,33.04025223,58.92669984,126.6053489,63.64699687,5.027196513,13.6,15.26933667,19.33179697,30.37346288,121.5098949,10.72948178,16.85779739,,
139,Genetic bank,ABC-7757,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3442,3,8,2,3,13.8,16.7,37.46528601,66.44925727,144.2692075,60.39879972,4.186534379,13.8,15.06492786,21.73405204,35.98424495,123.1977915,12.0627749,19.97187851,Posible perdida de mtra en le bano,
140,Genetic bank,ABC-7757,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3442,3,8,2,1,14.3,17.1,40.56280965,73.52931132,159.6408434,61.20211354,3.833737797,14.3,15.5553661,24.83271764,40.57493475,134.6318465,13.78258792,22.51979078,,
141,Genetic bank,ABC-7757,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3442,3,8,2,2,14.2,15.6,40.12030628,77.06933834,167.2597708,64.84194174,3.876720709,14.2,14.87119617,24.87352864,38.36024642,112.6277017,13.80523873,21.29060044,,
142,Genetic bank,ABC-7759,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3443,3,8,2,3,14.5,15.4,37.46528601,75.29932483,160.8211667,65.31528333,4.061361117,14.5,14.95220372,24.04630847,36.81574549,92.03608879,13.34611723,20.4333757,,
143,Genetic bank,ABC-7759,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3443,3,8,2,1,14.3,17.1,37.46528601,69.10427754,147.6195367,63.10808115,4.275049397,14.3,15.58196371,23.00202265,36.44861677,96.16294206,12.76652053,20.22961291,,
144,Genetic bank,ABC-7759,Clitoria,ternatea,Clitoria ternatea,Fabaceae,Fabales,Climber,F24 3443,3,8,2,2,14.2,15.6,38.35029276,74.85682145,159.9080361,64.62477266,4.041371169,14.2,14.88275862,23.79872702,36.82601276,93.56120847,13.20870524,20.43907421,,
145,Genetic bank,ABC-7790,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24 3444,3,8,2,3,14.9,19.7,33.48275561,64.67924376,140.2099223,54.58515435,3.893102105,14.9,17.21516534,24.13736994,44.2196605,108.8803612,13.39665792,24.54267662,,
146,Genetic bank,ABC-7790,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,F24 3444,3,8,2,1,14.6,21.6,33.04025223,63.35173362,137.4420034,65.59162553,4.772312969,14.6,17.94924331,24.66979959,37.61120325,74.36221836,13.69216559,20.87486852,,
