no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,sampling_stage,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,sampling stage,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
645,ICARDA,99,,10,2,lathyrus,gorgoni,Lathyrus gorgoni,Fabaceae,Fabales,Legume,,65,105.3,9.56,17.54,14.7,16.65,238.73,72.69,6.84,54.69
646,ICARDA,99,,10,3,lathyrus,gorgoni,Lathyrus gorgoni,Fabaceae,Fabales,Legume,,62,97.3,8.99,16.06,14.5,16.5,223.7,73.34,6.35,50.32
647,ICARDA,99,,11,1,lathyrus,gorgoni,Lathyrus gorgoni,Fabaceae,Fabales,Legume,,65.9,120,9.56,20.43,14.5,17.02,252.99,73.33,7.41,58.73
744,ICARDA,99,,11,2,lathyrus,gorgoni,Lathyrus gorgoni,Fabaceae,Fabales,Legume,,72.4,130.5,11.01,22.97,15.2,17.6,274.47,73.35,8.32,65.87
745,ICARDA,99,,11,3,lathyrus,gorgoni,Lathyrus gorgoni,Fabaceae,Fabales,Legume,,64.4,108,9.4,18.43,14.6,17.06,228.82,70.74,6.72,55.19
746,ICARDA,99,,12,1,lathyrus,gorgoni,Lathyrus gorgoni,Fabaceae,Fabales,Legume,,59.6,91.6,9.18,15.54,15.4,16.97,191.45,76.02,5.59,42.74
842,ICARDA,99,,12,2,lathyrus,gorgoni,Lathyrus gorgoni,Fabaceae,Fabales,Legume,,59.1,94.1,9.45,16.45,16,17.49,198.7,78.86,5.98,44.07
843,ICARDA,99,,12,3,lathyrus,gorgoni,Lathyrus gorgoni,Fabaceae,Fabales,Legume,,55.1,85.1,8.43,14.46,15.3,16.99,180.52,75.24,5.28,40.77
844,ICARDA,100,,10,1,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,51,84.3,7.96,14.59,15.6,17.3,203.06,74.93,7.83,46.88
648,ICARDA,100,,10,2,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,43,73.3,6.75,12.85,15.7,17.52,170.81,78.24,6.67,38.25
649,ICARDA,100,,10,3,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,55,92.3,8.64,16.36,15.7,17.72,213.88,75.68,8.45,50.08
650,ICARDA,100,,11,1,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,55.9,101,8.83,18.03,15.8,17.85,219.34,78.15,8.73,50.11
747,ICARDA,100,,11,2,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,64.9,110,10,19.1,15.4,17.37,238.65,77.05,9.24,53.79
748,ICARDA,100,,11,3,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,66.4,113.5,10.16,19.48,15.3,17.17,245.12,77.39,9.38,54.37
749,ICARDA,100,,12,1,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,54.6,90.6,8.52,15.93,15.6,17.59,194.21,78.26,7.62,43.64
845,ICARDA,100,,12,2,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,56.1,93.1,8.81,16.46,15.7,17.69,202.23,77.86,7.98,45.94
846,ICARDA,100,,12,3,lathyrus,blepharicarpus,Lathyrus blepharicarpus,Fabaceae,Fabales,Legume,,53.6,87.6,8.57,15.58,16,17.79,189.45,78.89,7.51,42.71
847,ICARDA,101,,10,1,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,66,103.3,9.64,17.33,14.6,16.77,222.13,72.36,7.63,51.48
651,ICARDA,101,,10,2,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,54.5,77.8,8.01,12.35,14.7,15.87,178.41,73.87,5.8,38.33
652,ICARDA,101,,10,3,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,60,95.3,8.7,15.63,14.5,16.39,210.97,71.05,7.09,48.66
653,ICARDA,101,,11,1,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,74.9,113.5,10.79,18.35,14.4,16.17,241.99,69.83,8.02,56.03
750,ICARDA,101,,11,2,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,72.9,110.5,10.43,17.87,14.3,16.17,235.31,71.53,7.8,53.2
751,ICARDA,101,,11,3,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,67.4,99.5,9.78,15.68,14.5,15.76,210.84,74.19,6.81,44.78
752,ICARDA,101,,12,1,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,58.6,83.6,8.32,13.29,14.2,15.9,178.31,74.34,5.81,38.15
848,ICARDA,101,,12,2,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,60.6,92.6,8.6,14.94,14.2,16.14,196.88,77.8,6.51,40.83
849,ICARDA,101,,12,3,lathyrus,aphaca,Lathyrus aphaca var. modestus,Fabaceae,Fabales,Legume,,58.1,85.1,8.25,13.73,14.2,16.14,180.04,78.35,5.95,37.08
850,ICARDA,102,,10,1,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,35,71.3,5.6,12.69,16,17.78,168.63,84.97,4.51,35.29
654,ICARDA,102,,10,2,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,36,72.3,5.8,12.45,16.1,17.21,173.14,64.69,4.48,46.05
655,ICARDA,102,,10,3,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,34.5,70.8,5.38,12.18,15.6,17.19,166.9,74.15,4.32,38.69
656,ICARDA,102,,11,1,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,54.9,102,8.68,17.67,15.8,17.32,217.13,68.94,5.66,54.56
753,ICARDA,102,,11,2,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,53.4,99.5,8.55,17.07,16,17.16,212.51,69.29,5.49,52.63
754,ICARDA,102,,11,3,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,49.9,92.5,7.89,15.98,15.8,17.27,199.09,66.75,5.17,51.52
755,ICARDA,102,,12,1,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,39.6,72.6,6.14,12.44,15.5,17.14,154.66,67.14,3.99,39.47
851,ICARDA,102,,12,2,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,25.1,57.1,4.04,10.05,16.1,17.61,122.62,69.69,3.25,30.99
852,ICARDA,102,,12,3,lathyrus,annuus,Lathyrus annuus,Fabaceae,Fabales,Legume,,37.6,68.6,6.01,11.84,16,17.27,147.09,69.03,3.82,36.79
853,ICARDA,103,,10,1,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,49,79.3,6.81,12.57,13.9,15.85,185.31,68.75,5.38,42.72
657,ICARDA,103,,10,2,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,47,76.3,6.49,12.15,13.8,15.91,181.26,71.7,5.28,40.23
658,ICARDA,103,,10,3,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,46,77.3,6.21,12.35,13.5,15.97,175.04,74.26,5.12,37.64
659,ICARDA,103,,11,1,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,62.9,102.5,9,16.52,14.3,16.12,218.73,66.84,6.45,52.74
756,ICARDA,103,,11,2,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,66.9,108,9.44,16.42,14.1,15.2,229.01,64.97,6.37,53.59
757,ICARDA,103,,11,3,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,65.4,104.5,9.09,16.48,13.9,15.77,221.45,72.49,6.39,48.17
758,ICARDA,103,,12,1,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,55.6,84.6,7.45,12.9,13.4,15.25,179.92,72.05,5.02,38.09
854,ICARDA,103,,12,2,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,52.1,84.1,6.77,12.79,13,15.21,180.03,74.11,5.01,36.94
855,ICARDA,103,,12,3,lathyrus,aphaca,lathyrus aphaca var. aphaca,Fabaceae,Fabales,Legume,,55.1,84.1,7.27,11.91,13.2,14.17,178.19,70.01,4.62,36.05
856,ICARDA,104,,10,1,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,54.5,86.8,7.47,13.77,13.7,15.86,203.85,75.77,7.47,42.67
660,ICARDA,104,,10,2,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,46,77.3,6.3,12.32,13.7,15.93,184.11,76.36,6.77,38.41
661,ICARDA,104,,10,3,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,49,81.3,6.62,12.89,13.5,15.85,184.95,77.33,6.77,37.9
662,ICARDA,104,,11,1,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,56.4,92,8.24,15.03,14.6,16.34,196.74,75.2,7.42,42.75
759,ICARDA,104,,11,2,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,68.9,107.5,10.34,17.71,15,16.47,232.19,75.44,8.83,50.69
760,ICARDA,104,,11,3,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,70.4,113.5,10.35,18.8,14.7,16.56,243.59,73.52,9.32,54.87
761,ICARDA,104,,12,1,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,61.1,86.1,8.8,13.5,14.4,15.68,182.93,75.46,6.62,38.01
857,ICARDA,104,,12,2,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,59.1,88.1,8.33,13.87,14.1,15.75,188.67,75.41,6.86,39.39
858,ICARDA,104,,12,3,lathyrus,chrysanthus,Lathyrus chrysanthus,Fabaceae,Fabales,Legume,,60.6,86.6,8.54,13.53,14.1,15.63,185.2,76.24,6.68,37.97
859,ICARDA,105,,10,1,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,47,79.3,5.69,12.35,12.1,15.56,168.1,73.83,5.05,35.44
663,ICARDA,105,,10,2,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,45,82.3,5.58,13.12,12.4,15.94,175.15,71.22,5.38,39.19
664,ICARDA,105,,10,3,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,43.5,74.8,5.18,11.1,11.9,14.83,158.57,72.22,4.54,32.56
665,ICARDA,105,,11,1,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,64.4,108.5,8.95,17.81,13.9,16.42,232.29,71.05,7.36,53.68
762,ICARDA,105,,11,2,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,65.4,108.5,9.16,17.86,14,16.46,232.47,73.52,7.38,52.06
763,ICARDA,105,,11,3,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,61.4,104.5,8.11,16.72,13.2,16,224.22,73.46,6.92,48.85
764,ICARDA,105,,12,1,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,57.6,86.6,7.31,13.11,12.7,15.15,184.16,75.67,5.38,36.86
860,ICARDA,105,,12,2,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,45.1,71.1,5.95,11.13,13.2,15.65,152.24,85.39,4.6,27.9
861,ICARDA,105,,12,3,lathyrus,aphaca,Lathyrus aphaca var. affinis,Fabaceae,Fabales,Legume,,50.1,80.6,6.46,12.59,12.9,15.63,171.67,75.33,5.17,35.61
862,ICARDA,106,,10,1,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,54.5,88.8,7.36,14.36,13.5,16.17,187.48,62.24,4.73,48.69
666,ICARDA,106,,10,2,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,58.5,96.8,7.96,15.58,13.6,16.09,204.97,63.27,5.15,52.14
667,ICARDA,106,,10,3,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,51,92.3,7.09,15.27,13.9,16.54,194.98,59.81,5.04,53.92
668,ICARDA,106,,11,1,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,65.9,108.5,9.23,17.45,14,16.08,229.71,71.86,5.77,51.4
765,ICARDA,106,,11,2,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,62.4,108.5,8.68,16.83,13.9,15.51,230.22,67.62,5.58,52.82
766,ICARDA,106,,11,3,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,58.4,105.5,8.24,17.32,14.1,16.42,221.6,72,5.68,50.54
767,ICARDA,106,,12,1,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,55.1,90.1,7.33,14.36,13.3,15.94,188.73,70.19,4.7,42.87
863,ICARDA,106,,12,2,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,56.1,86.6,7.52,13.65,13.4,15.76,181.11,72.14,4.46,39.57
864,ICARDA,106,,12,3,lathyrus,aphaca,Lathyrus aphaca var. floribundus,Fabaceae,Fabales,Legume,,55.6,88.6,7.45,14.02,13.4,15.82,186.47,70.93,4.61,41.59
865,ICARDA,107,,10,1,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,75,112.3,10.88,18.68,14.5,16.63,237.55,68.47,9.54,57.69
669,ICARDA,107,,10,2,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,75,113.3,10.95,18.81,14.6,16.6,238.02,70.47,9.54,56.05
670,ICARDA,107,,10,3,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,79,112.3,11.61,18.65,14.7,16.6,238.59,75.98,9.56,52.13
671,ICARDA,107,,11,1,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,80.9,130.5,11.33,21.15,14,16.2,276.25,70.07,10.81,63.88
768,ICARDA,107,,11,2,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,82.9,125,12.11,20.44,14.6,16.35,265.66,71.29,10.49,60.93
769,ICARDA,107,,11,3,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,74.9,108.5,10.41,17.43,13.9,16.07,230.54,73.08,8.94,50.69
770,ICARDA,107,,12,1,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,76.1,107.1,10.58,16.74,13.9,15.64,226.54,78.91,8.55,44.89
866,ICARDA,107,,12,2,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,77.1,109.1,10.64,17.01,13.8,15.59,230.64,77.27,8.68,46.53
867,ICARDA,107,,12,3,lathyrus,inconspicuus,Lathyrus inconspicuus,Fabaceae,Fabales,Legume,,72.1,106.6,9.88,16.53,13.7,15.51,224.15,75.18,8.4,46.25
868,ICARDA,108,,10,1,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,59.5,98.8,8.57,16.4,14.4,16.59,211.61,68.87,7.68,50.97
672,ICARDA,108,,10,2,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,55,89.3,7.92,14.99,14.4,16.78,190.4,68.12,6.99,46.91
673,ICARDA,108,,10,3,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,57,95.3,8.49,16.2,14.9,16.99,204.93,62.98,7.62,55.28
674,ICARDA,108,,11,1,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,65.9,105,9.76,17.53,14.8,16.7,223.35,66.14,8.16,56.39
771,ICARDA,108,,11,2,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,60.9,105.5,9.2,17.85,15.1,16.92,223,63.39,8.25,59.51
772,ICARDA,108,,11,3,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,57.9,100,8.57,16.95,14.8,16.95,212.55,71.88,7.88,50.11
773,ICARDA,108,,12,1,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,50.6,76.6,7.33,12.4,14.5,16.2,164.07,77.4,5.81,34.34
869,ICARDA,108,,12,2,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,52.1,80.1,7.24,12.67,13.9,15.82,171.94,78.57,5.95,34.63
870,ICARDA,108,,12,3,lathyrus,aphaca,Lathyrus aphaca var. pseudoaphaca,Fabaceae,Fabales,Legume,,49.1,80.1,7.07,13.14,14.4,16.41,171.4,75.77,6.15,37.13
871,ICARDA,109,,10,1,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,70.5,109.8,10.58,18.95,15,17.26,234.51,64.11,8.48,63.12
675,ICARDA,109,,10,2,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,65,105.3,9.75,18.54,15,17.6,225.75,67.15,8.33,59.19
676,ICARDA,109,,10,3,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,71,109.3,10.79,19.42,15.2,17.76,233.21,70.14,8.68,59.05
677,ICARDA,109,,11,1,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,77.9,121,11.45,20.63,14.7,17.05,258.15,66.57,9.23,66.12
774,ICARDA,109,,11,2,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,80.4,123,12.38,21.97,15.4,17.86,264.29,66.95,9.89,70.49
775,ICARDA,109,,11,3,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,76.9,116,12,20.09,15.6,17.32,249.75,73.11,9.07,59.16
776,ICARDA,109,,12,1,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,64.6,96.1,9.62,16.3,14.9,16.97,207.03,73.54,7.36,47.77
872,ICARDA,109,,12,2,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,66.1,97.1,9.85,16.45,14.9,16.94,207.45,74.36,7.37,47.27
873,ICARDA,109,,12,3,lathyrus,pseudocicera,Lathyrus pseudocicera,Fabaceae,Fabales,Legume,,67.6,100.6,9.93,17.1,14.7,17,215.44,70.81,7.68,51.72
874,ICARDA,110,,10,1,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,75,115.3,11.33,20.12,15.1,17.44,248.79,73.64,9.96,58.93
678,ICARDA,110,,10,2,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,77.5,114.3,11.55,19.36,14.9,16.93,245.85,71.04,9.55,58.59
679,ICARDA,110,,10,3,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,75,114.3,11.25,19.63,15,17.17,243.77,69.77,9.6,59.98
680,ICARDA,110,,11,1,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,77.9,128,12,22.27,15.4,17.4,274.04,76.24,10.94,62.53
777,ICARDA,110,,11,2,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,78.9,125.5,11.92,21.61,15.1,17.22,269.81,72.09,10.66,64.43
778,ICARDA,110,,11,3,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,78.4,125,12.31,22.33,15.7,17.86,267.99,75.17,10.98,63.68
779,ICARDA,110,,12,1,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,67.1,103.6,9.86,17.42,14.7,16.81,220.98,74.53,8.52,49.85
875,ICARDA,110,,12,2,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,68.1,105.6,9.53,17.37,14,16.45,226.63,74.41,8.55,50.1
876,ICARDA,110,,12,3,lathyrus,vinealis,Lathyrus vinealis ,Fabaceae,Fabales,Legume,,72.6,107.6,10.81,18.23,14.9,16.95,228.56,73.91,8.89,52.42
877,ICARDA,111,,10,1,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,53,90.3,8.16,14.1,15.4,15.61,195.56,72.57,7.23,42.06
681,ICARDA,111,,10,2,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,51,88.8,7.96,15.07,15.6,16.96,191.1,71.97,7.68,45.04
682,ICARDA,111,,10,3,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,53,92.3,8.06,15.96,15.2,17.29,200.61,55.66,8.22,62.31
683,ICARDA,111,,11,1,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,59.4,105.5,9.33,18.59,15.7,17.62,226.64,75.9,9.46,52.62
780,ICARDA,111,,11,2,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,55.9,101,9.06,17.8,16.2,17.63,217.1,73.71,9.07,51.92
781,ICARDA,111,,11,3,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,54.9,97,8.79,16.95,16,17.48,210.75,75.08,8.73,49.05
782,ICARDA,111,,12,1,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,43.1,73.1,6.94,12.16,16.1,16.63,158.22,74.09,6.24,35.52
878,ICARDA,111,,12,2,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,49.1,79.1,7.8,13.5,15.9,17.08,169.72,75.71,6.87,38.28
879,ICARDA,111,,12,3,lathyrus,cassius,Lathyrus cassius,Fabaceae,Fabales,Legume,,49.1,78.1,7.76,13.32,15.8,17.06,169.85,74.35,6.87,38.98
880,ICARDA,112,,10,1,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,62,94.8,8.8,15.34,14.2,16.17,199.85,73.64,5.97,43.89
684,ICARDA,112,,10,2,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,67,100.3,9.58,16.35,14.3,16.29,212.37,53.94,6.4,64.15
685,ICARDA,112,,10,3,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,64,72.3,9.09,10.86,14.2,15.02,153.44,55.86,4.26,41.25
686,ICARDA,112,,11,1,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,69.9,83,10.28,13.01,14.7,15.68,175.85,45.51,5.1,60.58
783,ICARDA,112,,11,2,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,71.9,101,11.15,16.88,15.5,16.71,212.13,54.82,6.55,64.65
784,ICARDA,112,,11,3,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,75.9,108.5,11.46,18.11,15.1,16.69,229.33,55.91,7.08,68.47
785,ICARDA,112,,12,1,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,58.1,82.2,8.6,13.34,14.8,16.24,173.05,59.21,5.19,47.45
881,ICARDA,112,,12,2,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,66.1,88.6,9.45,13.81,14.3,15.6,185.61,60.48,5.35,47.86
882,ICARDA,112,,12,3,trifolium,boissieri,Trifolium boissieri,Fabaceae,Fabales,Legume,,64.1,85.6,8.2,12.44,12.8,14.53,178.51,55.99,4.8,46.34
883,ICARDA,113,,10,1,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,45,93.8,7.16,16.14,15.9,17.2,201.71,67.07,6.21,51.73
687,ICARDA,113,,10,2,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,47,96.3,7.19,16.37,15.3,16.99,203.67,63.17,6.2,54.78
688,ICARDA,113,,10,3,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,49,98.3,7.64,17.26,15.6,17.56,209.63,66.91,6.59,55
689,ICARDA,113,,11,1,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,50.4,105.5,7.81,17.67,15.5,16.75,224.02,64.35,6.72,58.32
786,ICARDA,113,,11,2,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,49.9,100,7.54,16.65,15.1,16.65,212.46,63.43,6.34,55.78
787,ICARDA,113,,11,3,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,49.9,101,7.54,16.73,15.1,16.57,216.56,63.19,6.42,56.78
788,ICARDA,113,,12,1,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,44.6,84.1,6.69,13.64,15,16.22,179.43,66.82,5.21,43.56
884,ICARDA,113,,12,2,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,42.6,82.6,6.26,12.78,14.7,15.47,175.29,67.63,4.86,40.11
885,ICARDA,113,,12,3,trifolium,clypeatum,Trifolium clypeatum,Fabaceae,Fabales,Legume,,44.1,83.6,6.52,13.32,14.8,15.93,176.71,63.51,5.04,44.34
886,ICARDA,114,,10,1,trifolium,tomentosum,Trifolium tomentosum ,Fabaceae,Fabales,Legume,,59,108.8,8.85,18.22,15,16.74,231.15,75.43,8.04,51.3
690,ICARDA,114,,10,2,trifolium,tomentosum,Trifolium tomentosum ,Fabaceae,Fabales,Legume,,61,109.8,9.09,18.51,14.9,16.86,235.65,70.56,8.26,56.29
691,ICARDA,114,,10,3,trifolium,tomentosum,Trifolium tomentosum ,Fabaceae,Fabales,Legume,,70,116.8,10.36,19.45,14.8,16.64,248.19,72.21,8.59,57.2
692,ICARDA,114,,11,1,trifolium,tomentosum,Trifolium tomentosum ,Fabaceae,Fabales,Legume,,77.4,128.5,11.07,20.98,14.3,16.33,275.64,77.11,9.36,58.36
789,ICARDA,114,,11,2,trifolium,tomentosum,Trifolium tomentosum ,Fabaceae,Fabales,Legume,,72.9,118.5,10.79,19.82,14.8,16.72,250.3,77.38,8.7,54.1
790,ICARDA,114,,11,3,trifolium,tomentosum,Trifolium tomentosum ,Fabaceae,Fabales,Legume,,74.9,123,11.16,20.64,14.9,16.78,263.37,73.81,9.18,59.86
791,ICARDA,114,,12,1,trifolium,tomentosum,Trifolium tomentosum ,Fabaceae,Fabales,Legume,,65.1,104.1,9.18,16.35,14.1,15.71,220.24,77.76,7.19,44.5
887,ICARDA,114,,12,2,trifolium,tomentosum,Trifolium tomentosum ,Fabaceae,Fabales,Legume,,67.1,107.6,8.92,16.41,13.3,15.26,229.13,74.59,7.27,46.87
