no,center,id_lab,id,run,replication,genus,species,tax_name,family,order,functional_group,net_gas_8h_ml,net_gas_24h_ml,ch4_8h_ml,ch4_24h_ml,ch4_percentage_in_gas_8h,ch4_percentage_in_gas_24h,gas_ml_g_dm_incubated_24h,tddm,ch4_ml_g_NDF_digested_24h,methane_intensity
No,CENTER,Internal ID lab (when possible),Gene bank /Breeding program ID,Run,Replication,Genus,Species,Tax Name,Family,Order,Functional Group,"Net gas 8h, ml","Net gas 24h, ml","CH4 8h, ml","CH4 24h, ml","CH4 % in gas, h8","CH4 % in gas, 24h","Gas ml/g DM Incubated, 24h","% DMD, Truly digestibility",CH4 ml/g NDF digested in 24 h,"CH4 ml/g DMD, 24h"
2043,CIAT,F24-3522,ABC-22481-1,2,2,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,31.86,42.15,4.52,6.1,14.2,14.47,91.66,49.7,-69.36,26.68
2044,CIAT,F24-3522,ABC-22481-1,2,3,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,30.53,40.82,4.37,5.93,14.3,14.53,88.72,46.58,-57.95,27.67
2045,CIAT,F24-3523,ABC-22520-1,2,1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,32.75,42.59,4.52,5.97,13.8,14.01,91.53,44.38,-36.36,28.89
2046,CIAT,F24-3523,ABC-22520-1,2,2,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,37.61,64.72,5.08,9.66,13.5,14.92,139.03,47.07,-63.7,44.08
2047,CIAT,F24-3523,ABC-22520-1,2,3,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,35.4,61.62,4.71,9.09,13.3,14.75,132.37,57.44,-87.94,33.98
2048,CIAT,F24-3524,ABC-22570-1,2,1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,20.36,18.25,2.83,2.46,13.9,13.45,39.39,39.39,-18.94,13.45
2049,CIAT,F24-3524,ABC-22570-1,2,2,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,21.24,20.02,2.78,2.56,13.1,12.8,43.21,36.61,-17.99,15.1
2050,CIAT,F24-3524,ABC-22570-1,2,3,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,21.24,20.02,2.93,2.71,13.8,13.54,43.19,35.25,-18.22,16.6
2051,CIAT,F24-3525,ABC-22594-1,2,1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,27.44,37.28,3.81,5.42,13.9,14.53,78.82,36.05,-31.22,31.78
2052,CIAT,F24-3525,ABC-22594-1,2,2,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,27.44,36.4,3.79,5.25,13.8,14.42,76.95,34.25,-28.82,32.39
2053,CIAT,F24-3525,ABC-22594-1,2,3,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,28.32,36.4,3.79,5.12,13.4,14.07,76.93,29.82,-25.21,36.28
2054,CIAT,F24-3526,ABC-22754-1,2,1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,44.25,62.06,6.06,9.25,13.7,14.91,135.32,51.37,-108.47,39.26
2055,CIAT,F24-3526,ABC-22754-1,2,2,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,43.81,61.62,6,9.14,13.7,14.83,134.31,50.57,-102.63,39.38
2056,CIAT,F24-3526,ABC-22754-1,2,3,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,43.37,60.73,5.94,9.03,13.7,14.87,132.48,45.99,-82.16,42.84
2057,CIAT,F24-3527,ABC-22915-1,2,1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,43.81,66.93,6.13,10.18,14,15.21,145.34,55.98,-130.36,39.48
2058,CIAT,F24-3527,ABC-22915-1,2,2,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,43.81,66.04,6.05,9.94,13.8,15.05,143.39,55.99,-127.29,38.53
2059,CIAT,F24-3527,ABC-22915-1,2,3,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,43.37,65.6,6.07,9.94,14,15.15,142.51,56.2,-129.03,38.42
2060,CIAT,F24-3528,ABC-23259-1,2,1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,29.65,46.13,4.68,7.78,15.8,16.87,99.28,49.38,-60.74,33.92
2061,CIAT,F24-3528,ABC-23259-1,2,2,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,30.53,49.67,4.76,8.28,15.6,16.68,106.89,42.52,-51.77,41.93
2062,CIAT,F24-3528,ABC-23259-1,2,3,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,28.76,46.57,4.6,7.91,16,16.99,100.23,51.84,-67.8,32.86
2063,CIAT,F24-3529,ABC-23339-1,2,1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,28.76,44.8,4.49,7.49,15.6,16.71,95.63,51.12,-59.65,31.26
2064,CIAT,F24-3529,ABC-23339-1,2,2,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,29.65,46.57,4.57,7.75,15.4,16.64,99.35,49,-57.16,33.73
2065,CIAT,F24-3529,ABC-23339-1,2,3,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,28.76,44.36,4.57,7.54,15.9,16.99,94.61,57.17,-77.52,28.12
2066,CIAT,F24-3530,ABC-23761-1,2,1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,32.75,40.38,4.16,5.41,12.7,13.4,84.93,45.88,-31.59,24.81
2067,CIAT,F24-3530,ABC-23761-1,2,2,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,34.07,42.15,4.19,5.52,12.3,13.09,88.68,40.25,-27.85,28.83
2068,CIAT,F24-3530,ABC-23761-1,2,3,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,33.19,41.71,4.12,5.5,12.4,13.2,87.73,47.03,-33.2,24.61
2069,CIAT,F24-3531,ABC-24360-1,2,1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,33.63,49.67,4.84,7.67,14.4,15.43,107.09,40.32,-45.27,40.99
2070,CIAT,F24-3531,ABC-24360-1,2,2,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,34.52,50.11,4.76,7.51,13.8,14.98,108.08,54.28,-71.8,29.84
2071,CIAT,F24-3531,ABC-24360-1,2,3,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Climber,33.63,50.56,4.74,7.65,14.1,15.14,109,46.21,-53.88,35.71
2072,CIAT,F24-3532,ABC-24466-1,2,1,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,38.94,54.54,5.26,7.8,13.5,14.3,117.4,60.05,-95.6,27.96
2073,CIAT,F24-3532,ABC-24466-1,2,2,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,37.61,52.77,5.23,7.68,13.9,14.56,113.64,83.57,277.66,19.8
2074,CIAT,F24-3532,ABC-24466-1,2,3,Vigna,umbellata,Vigna umbellata,Fabaceae,Fabales,Herbaceous,38.5,53.21,5.35,7.78,13.9,14.62,114.61,63.86,-121.83,26.24
2075,CIAT,F24-3533,ABC-32246-1,2,1,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,35.84,48.79,4.8,7.28,13.4,14.91,106.51,51.49,-73.26,30.85
2076,CIAT,F24-3533,ABC-32246-1,2,2,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,35.84,48.79,4.98,7.45,13.9,15.28,106.53,39.88,-48.9,40.81
2077,CIAT,F24-3533,ABC-32246-1,2,3,Chamaecrista,nictitans,Chamaecrista nictitans,Fabaceae,Fabales,Herbaceous,34.52,47.02,4.73,7.13,13.7,15.16,102.71,36.28,-42.21,42.93
2078,CIAT,F24-3534,ABC-32365-1,2,1,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,27.44,31.09,3.54,4.16,12.9,13.38,68.32,32.53,-24.52,28.11
2079,CIAT,F24-3534,ABC-32365-1,2,2,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,25.67,27.99,3.36,3.76,13.1,13.42,61.55,30.42,-20.98,27.16
2080,CIAT,F24-3534,ABC-32365-1,2,3,Desmanthus,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,25.67,28.43,3.39,3.86,NA,NA,NA,NA,NA,
2081,CIAT,F24-3535,ABC-32373-1,2,1,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,30.09,34.63,3.61,4.37,12,12.62,74.93,34.74,-25.64,27.21
2082,CIAT,F24-3535,ABC-32373-1,2,2,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,27.88,36.4,3.65,5.07,13.1,13.92,78.83,54.73,-65.05,20.05
2083,CIAT,F24-3535,ABC-32373-1,2,3,Desmanthus,pubescens,Desmanthus pubescens,Fabaceae,Fabales,Shrub,28.32,35.95,3.62,4.88,12.8,13.59,77.88,37.92,-31.41,27.9
2084,CIAT,F25 0017,Hohenheimer Heustandard,2,1,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,23.45,27.1,3.61,4.27,NA,NA,NA,NA,NA,
2085,CIAT,F25 0017,Hohenheimer Heustandard,2,2,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,23.9,27.99,3.63,4.38,15.2,15.65,122.48,52.65,NA,36.41
2086,CIAT,F25 0017,Hohenheimer Heustandard,2,3,Hohenheimer, Heustandard,Hohenheimer Heustandard,Forage,Forage,Forage,24.34,29.32,3.65,4.56,15,15.54,128.19,54.22,NA,36.75
2087,CIAT,F25 0018,Homenheim Concentrate,2,1,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,30.53,34.63,4.82,5.61,15.8,16.19,154.3,60.07,NA,41.58
2088,CIAT,F25 0018,Homenheim Concentrate,2,2,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,31.42,36.4,5.06,6.04,16.1,16.59,162.25,59.26,NA,45.43
2089,CIAT,F25 0018,Homenheim Concentrate,2,3,Homenheim, Concentrate,Homenheim Concentrate,Concentrate,Concentrate,Concentrate,32.3,36.84,5.1,6,15.8,16.29,164.16,51.87,NA,51.56
2090,CIAT,F25 0019,Sample 8,2,1,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,23.45,42.15,3.61,6.77,15.4,16.07,89.86,37.64,NA,38.36
2091,CIAT,F25 0019,Sample 8,2,2,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,23.01,39.49,3.75,6.57,16.3,16.63,84.22,38.41,NA,36.47
2092,CIAT,F25 0019,Sample 8,2,3,Cynodon, nlemfuensis ,Cynodon nlemfuensis ,,,,24.34,43.48,3.8,7.01,15.6,16.13,92.75,37.43,NA,39.97
2093,CIAT,Blank,Blank,2,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2094,CIAT,Blank,Blank,2,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2095,CIAT,Blank,Blank,3,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2096,CIAT,Blank,Blank,3,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2097,CIAT,F24-3506,ABC-19895-1,3,1,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,35.99,77.47,4.64,11.57,12.9,14.93,165.88,61.03,-180.73,40.59
2098,CIAT,F24-3506,ABC-19895-1,3,2,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,35.11,77.03,4.95,11.91,14.1,15.46,165.03,71.64,-821.78,35.62
2099,CIAT,F24-3506,ABC-19895-1,3,3,Aeschynomene ,americana,Aeschynomene americana,Fabaceae,Fabales,Herbaceous,37.32,78.8,5.26,12.19,14.1,15.47,168.79,78.77,647.33,33.15
2100,CIAT,F24-3507,ABC-20093-1,3,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,38.65,81.46,5.64,12.79,14.6,15.7,172.61,63.81,-223.6,42.48
2101,CIAT,F24-3507,ABC-20093-1,3,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,38.65,80.57,5.64,12.73,14.6,15.8,170.63,71.3,-582.76,37.8
2102,CIAT,F24-3507,ABC-20093-1,3,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.53,76.15,5.73,12.18,14.5,15.99,161.26,71.11,-535.45,36.26
2103,CIAT,F24-3508,ABC-20113-1,3,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,37.76,76.59,4.87,11.67,12.9,15.23,161.73,58.57,-105.46,42.06
2104,CIAT,F24-3508,ABC-20113-1,3,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,37.76,74.38,4.87,11.32,12.9,15.21,157.18,63.74,-131.44,37.52
2105,CIAT,F24-3508,ABC-20113-1,3,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,37.32,80.57,4.78,12.13,12.8,15.05,170.2,69.86,-212.22,36.68
2106,CIAT,F24-3509,ABC-20125-1,3,1,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,32.89,70.84,4.97,11.49,15.1,16.22,151.5,61.89,-139.1,39.72
2107,CIAT,F24-3509,ABC-20125-1,3,2,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,32.01,70.84,4.87,11.51,15.2,16.24,151.38,53.69,-95.04,45.79
2108,CIAT,F24-3509,ABC-20125-1,3,3,Coursetia ,caribaea,Coursetia caribaea,Fabaceae,Fabales,Herbaceous,32.45,66.85,4.93,11.68,15.2,17.46,142.87,51.79,-89.85,48.18
2109,CIAT,F24-3510,ABC-20298-1,3,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,30.68,66.85,4.45,11.54,14.5,17.26,142.72,57.9,-127.97,42.54
2110,CIAT,F24-3510,ABC-20298-1,3,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,34.22,70.39,4.62,11.53,13.5,16.38,150.31,54.92,-110.76,44.82
2111,CIAT,F24-3510,ABC-20298-1,3,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,32.45,67.3,4.58,10.19,14.1,15.14,143.53,56.11,-103.24,38.72
2112,CIAT,F24-3511,ABC-20305-1,3,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,40.42,77.92,5.05,11.28,12.5,14.47,166.55,58.64,-133.83,41.11
2113,CIAT,F24-3511,ABC-20305-1,3,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,40.42,75.7,5.09,10.84,12.6,14.32,161.66,65.38,-205.56,35.42
2114,CIAT,F24-3511,ABC-20305-1,3,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,41.3,73.05,5.08,11.02,12.3,15.08,156.06,63.7,-181.8,36.95
2115,CIAT,F24-3512,ABC-20803-1,3,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,33.78,65.97,4.63,10.78,13.7,16.34,141.16,40.28,-61.24,57.25
2116,CIAT,F24-3512,ABC-20803-1,3,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,35.11,66.85,4.74,10.87,13.5,16.25,143.11,55.15,-102.13,42.18
2117,CIAT,F24-3512,ABC-20803-1,3,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,32.01,69.07,4.58,11.28,14.3,16.34,147.85,54.04,-101.12,44.7
2118,CIAT,F24-3513,ABC-21031-1,3,1,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,33.34,69.95,4.6,11.08,13.8,15.84,148.61,58.7,-112.75,40.11
2119,CIAT,F24-3513,ABC-21031-1,3,2,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,32.89,61.99,4.47,9.62,13.6,15.52,131.74,39.58,-51.13,51.68
2120,CIAT,F24-3513,ABC-21031-1,3,3,Christia ,obcordata,Christia obcordata,Fabaceae,Fabales,Climber,30.24,58.45,4.11,9.36,13.6,16.01,124.22,54.18,-78.31,36.72
2121,CIAT,F24-3514,ABC-21128-1,3,1,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,31.57,58.89,4.77,9.77,15.1,16.58,125.9,51.86,-111.28,40.26
2122,CIAT,F24-3514,ABC-21128-1,3,2,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,33.78,61.99,5.13,10.3,15.2,16.61,132.54,48.32,-98.72,45.57
2123,CIAT,F24-3514,ABC-21128-1,3,3,Crotalaria,pallida,Crotalaria pallida,Fabaceae,Fabales,Herbaceous,32.45,69.95,4.96,13.33,15.3,19.05,149.58,58.84,-241.9,48.43
2124,CIAT,F24-3515,ABC-21212-1,3,1,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,39.53,76.15,5.3,13.79,13.4,18.11,162.46,58.4,-158.01,50.39
2125,CIAT,F24-3515,ABC-21212-1,3,2,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,38.65,79.24,5.06,14.44,13.1,18.22,169.13,62.41,-211.03,49.38
2126,CIAT,F24-3515,ABC-21212-1,3,3,Canavalia ,sp.,Canavalia sp.,Fabaceae,Fabales,Climber,37.32,79.24,4.81,12.61,12.9,15.92,169.17,71.25,-466.24,37.79
2127,CIAT,F24-3516,ABC-21263-1,3,1,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,36.43,75.7,5.32,12.27,14.6,16.21,163.41,55.21,-133.9,47.97
2128,CIAT,F24-3516,ABC-21263-1,3,2,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,38.65,77.03,5.29,12.09,13.7,15.69,166.31,52.8,-117.64,49.43
2129,CIAT,F24-3516,ABC-21263-1,3,3,Sesbania,rostrata,Sesbania rostrata,Fabaceae,Fabales,Shrub,37.32,71.72,5.49,10.78,14.7,15.04,154.82,63.95,-210.89,36.4
2130,CIAT,F24-3517,ABC-21514-1,3,1,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,27.58,59.77,3.89,8.81,14.1,14.75,127.66,26.06,-37.14,72.24
2131,CIAT,F24-3517,ABC-21514-1,3,2,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,27.58,62.87,3.75,9.15,13.6,14.55,134.41,26.46,-38.9,73.94
2132,CIAT,F24-3517,ABC-21514-1,3,3,Desmanthus ,virgatus,Desmanthus virgatus,Fabaceae,Fabales,Shrub,27.14,48.71,3.66,7.59,13.5,15.58,104.08,25.39,-31.57,63.87
2133,CIAT,F24-3518,ABC-21565-1,3,1,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,36.43,58,4.48,8.39,12.3,14.46,125.1,56.89,-76.89,31.79
2134,CIAT,F24-3518,ABC-21565-1,3,2,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,35.99,57.56,4.46,8.3,12.4,14.42,124.17,53.47,-66.48,33.5
2135,CIAT,F24-3518,ABC-21565-1,3,3,Chamaecrista,rotundifolia,Chamaecrista rotundifolia,Fabaceae,Fabales,Herbaceous,36.88,80.13,4.54,11.85,12.3,14.78,172.89,50.53,-85.53,50.58
2136,CIAT,F24-3519,ABC-21709-1,3,1,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,38.65,81.46,5.6,12.84,14.5,15.76,176.73,60.47,-205.42,46.06
2137,CIAT,F24-3519,ABC-21709-1,3,2,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,37.76,82.34,5.7,13.19,15.1,16.02,178.61,61.09,-221.05,46.84
2138,CIAT,F24-3519,ABC-21709-1,3,3,Crotalaria ,juncea,Crotalaria juncea,Fabaceae,Fabales,Herbaceous,38.2,71.28,5.54,11.2,14.5,15.71,154.59,52.61,-113.37,46.15
2139,CIAT,F24-3520,ABC-22286-1,3,1,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,35.55,69.07,5.23,10.99,14.7,15.91,147.54,54.31,-115.13,43.24
2140,CIAT,F24-3520,ABC-22286-1,3,2,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,36.43,71.28,5.17,11.13,14.2,15.62,152.24,44.75,-79.38,53.14
2141,CIAT,F24-3520,ABC-22286-1,3,3,Crotalaria,micans,Crotalaria micans,Fabaceae,Fabales,Herbaceous,35.11,77.92,5.3,12.66,15.1,16.25,166.35,57.02,-152.96,47.42
2142,CIAT,F24-3521,ABC-22475-1,3,1,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,31.57,76.15,4.32,11.9,13.7,15.63,161.61,49.47,-76.27,51.07
2143,CIAT,F24-3521,ABC-22475-1,3,2,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,30.68,75.26,4.23,12.12,13.8,16.11,159.73,44.33,-67.26,58.05
2144,CIAT,F24-3521,ABC-22475-1,3,3,Alysicarpus ,rugosus,Alysicarpus rugosus,Fabaceae,Fabales,Herbaceous,29.8,57.12,4.11,8.95,13.8,15.67,121.23,43.72,-48.85,43.44
2145,CIAT,Blank,Blank,3,1,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2146,CIAT,Blank,Blank,3,2,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2147,CIAT,F24-3522,ABC-22481-1,3,1,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,32.45,59.77,4.38,8.64,13.5,14.46,129.99,63.4,-346.86,29.65
2148,CIAT,F24-3522,ABC-22481-1,3,2,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,32.01,59.33,4.35,8.51,13.6,14.34,128.92,52.87,-115.88,34.96
2149,CIAT,F24-3522,ABC-22481-1,3,3,Sesbania,cochinchinensis,Sesbania cochinchinensis,Fabaceae,Fabales,Shrub,23.16,50.92,3.1,7.38,13.4,14.49,110.68,53.56,-105.07,29.95
2150,CIAT,F24-3523,ABC-22520-1,3,1,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,27.14,57.56,3.39,8.53,12.5,14.83,123.66,47.26,-56.62,38.79
2151,CIAT,F24-3523,ABC-22520-1,3,2,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,28.03,56.68,3.56,8.49,12.7,14.97,121.74,33.55,-39.55,54.34
2152,CIAT,F24-3523,ABC-22520-1,3,3,Arachis,pusilla,Arachis pusilla,Fabaceae,Fabales,Herbaceous,27.58,54.91,3.45,8.2,12.5,14.94,117.98,50.43,-60.34,34.95
2153,CIAT,F24-3524,ABC-22570-1,3,1,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,20.06,31.01,2.61,4.77,13,15.37,66.9,30.64,-28,33.55
2154,CIAT,F24-3524,ABC-22570-1,3,2,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,20.06,31.45,2.65,4.9,13.2,15.59,67.8,38.28,-36.36,27.61
2155,CIAT,F24-3524,ABC-22570-1,3,3,Desmanthus,bicornutus,Desmanthus bicornutus,Fabaceae,Fabales,Shrub,18.73,29.68,2.49,4.66,13.3,15.7,64.07,36.61,-32.71,27.47
2156,CIAT,F24-3525,ABC-22594-1,3,1,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,25.37,39.86,3.55,6.22,14,15.6,84.24,38.37,-38.24,34.25
2157,CIAT,F24-3525,ABC-22594-1,3,2,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,24.93,38.53,3.42,5.93,13.7,15.39,81.45,35.66,-33.82,35.17
2158,CIAT,F24-3525,ABC-22594-1,3,3,Desmanthus,pernambucanus,Desmanthus pernambucanus,Fabaceae,Fabales,Shrub,25.81,38.53,3.36,5.68,13,14.75,81.47,41.1,-37.98,29.24
2159,CIAT,F24-3526,ABC-22754-1,3,1,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,36.88,66.85,5.02,10.23,13.6,15.3,145.72,56.04,-160.05,39.8
2160,CIAT,F24-3526,ABC-22754-1,3,2,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,37.76,62.43,4.95,9.36,13.1,15,136.18,51.6,-111.15,39.58
2161,CIAT,F24-3526,ABC-22754-1,3,3,Lablab ,purpureus,Lablab purpureus,Fabaceae,Fabales,Climber,39.53,64.64,5.18,9.65,13.1,14.93,140.84,43.77,-80.22,48.03
2162,CIAT,F24-3527,ABC-22915-1,3,1,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,35.11,63.76,4.67,9.65,13.3,15.14,138.48,45.98,-77.79,45.6
2163,CIAT,F24-3527,ABC-22915-1,3,2,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,35.55,71.28,4.83,10.84,13.6,15.2,154.72,56.78,-145.59,41.43
2164,CIAT,F24-3527,ABC-22915-1,3,3,Aeschynomene ,villosa,Aeschynomene villosa,Fabaceae,Fabales,Herbaceous,34.22,66.41,4.65,10.38,13.6,15.64,144.19,52.34,-109.47,43.07
2165,CIAT,F24-3528,ABC-23259-1,3,1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,23.16,51.81,3.5,8.65,15.1,16.7,111.52,56.84,-92.6,32.77
2166,CIAT,F24-3528,ABC-23259-1,3,2,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,23.6,52.25,3.61,8.74,15.3,16.73,112.52,52.02,-75.47,36.17
2167,CIAT,F24-3528,ABC-23259-1,3,3,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,23.6,48.27,3.59,8.13,15.2,16.84,103.88,48.87,-62.25,35.79
2168,CIAT,F24-3529,ABC-23339-1,3,1,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,23.6,49.15,3.54,8.19,15,16.66,104.88,49.65,-61.83,35.2
2169,CIAT,F24-3529,ABC-23339-1,3,2,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,22.72,46.94,3.38,7.84,14.9,16.71,100.2,52.15,-64.97,32.1
2170,CIAT,F24-3529,ABC-23339-1,3,3,Desmodium,gangeticum,Desmodium gangeticum,Fabaceae,Fabales,Shrub,23.6,48.27,3.54,8.1,15,16.79,103.01,51.28,-64.94,33.72
2171,CIAT,F24-3530,ABC-23761-1,3,1,Uraria,picta,Uraria picta,Fabaceae,Fabales,Herbaceous,29.8,50.92,3.66,7.15,12.3,14.04,107.1,47.4,-43.58,31.73
